system:index,landcover,19-1_swir2,19-2_swir2,20-1_swir2,20-2_swir2,21-1_swir2,21-2_swir2,22-1_swir2,22-2_swir2,23-1_swir2,23-2_swir2
00000000000000000088_0,0,0.0437,0.01175,0.0067,0.0323,0.00745,0.0076,0.021,0.0124,0.0195,0.0067
0000000000000000013e_0,0,0.15415,0.12285,0.165,0.1075,0.1813,0.10965,0.05445,0.0886,0.0549,0.13115
00000000000000000922_0,0,0.1105,0.1083,0.1477,0.1077,0.1354,0.1297,0.0931,0.1264,0.11945,0.12365
00000000000000000833_0,0,0.12795,0.08835,0.11625,0.1603,0.1364,0.07785,0.09025,0.0922,0.08255,0.1309
00000000000000000457_0,0,0.0892,0.08055,0.0939,0.0749,0.07525,0.07735,0.07865,0.2259,0.19945,0.144
000000000000000004ff_0,0,0.1047,0.1154,0.0349,0.02225,0.016,0.105,0.1304,0.0746,0.0646,0.0583
0000000000000000088a_0,0,0.1483,0.1157,0.1136,0.1214,0.1105,0.1195,0.13365,0.14395,0.1401,0.1355
00000000000000000030_0,0,0.078,0.07415,0.08185,0.068,0.09245,0.07275,0.06905,0.06225,0.0722,0.1582
00000000000000000576_0,0,0.1663,0.1454,0.19835,0.1571,0.2363,0.1765,0.3101,0.1737,0.223,0.185
00000000000000000107_0,0,0.0152,0.0093,0.0191,0.017,0.0154,0.0155,0.0105,0.0076,0.016,0.0151
0000000000000000092d_0,0,0.00995,0.0081,0.0047,0.0121,0.0059,0.0096,0.014,0.0136,0.0201,0.0054
000000000000000004bc_0,0,0.0715,0.0553499999999999,0.08055,0.0671,0.0773,0.0713,0.0762,0.078,0.0786999999999999,0.0818
0000000000000000052e_0,0,0.14325,0.1131,0.1349,0.1321,0.1342,0.1179,0.1282,0.1457,0.15125,0.1333
0000000000000000096e_0,0,0.0044,0.00565,0.0051,0.0106,0.0046,0.00595,0.0095,0.0081,0.0112,0.0043
000000000000000000c6_0,0,0.09945,0.0923,0.1043,0.0939,0.09965,0.0853,0.0919,0.0921,0.1039,0.0797
00000000000000000271_0,0,0.0245,0.0513999999999999,0.0472,0.05035,0.0396,0.0408,0.0573,0.0367,0.0388,0.0285
000000000000000006e5_0,0,0.0376,0.0183499999999999,0.0057,0.0263,0.0075,0.0229,0.0234,0.0216,0.0296,0.009
0000000000000000096f_0,0,0.02,0.0084,0.0059,0.00915,0.0052,0.00725,0.0102,0.0121,0.0436,0.0143
00000000000000000095_0,0,0.1206,0.091,0.1161,0.1295,0.13745,0.0881,0.1065,0.09095,0.12545,0.0762
00000000000000000970_0,0,0.0149,0.00665,0.0068,0.0298,0.0143,0.0085,0.01385,0.0473,0.01335,0.0072
00000000000000000436_0,0,0.08685,0.0766,0.08505,0.0794,0.08185,0.0729,0.0734,0.07095,0.0694,0.0603
000000000000000000e2_0,0,0.1174,0.10975,0.0911,0.125,0.1445,0.1404,0.24395,0.114,0.1417,0.10995
00000000000000000128_0,0,0.152,0.14575,0.1526,0.148,0.11055,0.1244,0.1226,0.1143,0.1285,0.09385
00000000000000000159_0,0,0.0313,0.042,0.0387,0.09955,0.194,0.1637,0.1512,0.1423,0.1715,0.1158
00000000000000000532_0,0,0.1742,0.1747,0.1672,0.1554,0.1359,0.1199,0.2081,0.13515,0.2182,0.1377
00000000000000000552_0,0,0.2126,0.1715,0.1798,0.1586,0.16025,0.1242,0.1259,0.114,0.1557,0.221
00000000000000000a59_0,0,0.1067,0.0882,0.11115,0.0899,0.1098,0.08595,0.09915,0.08145,0.0968,0.0927
0000000000000000003a_0,0,0.1265,0.10585,0.173,0.1122,0.0892,0.13505,0.15,0.1304,0.12325,0.0994
00000000000000000580_0,0,0.12205,0.0838,0.1145,0.1015,0.18695,0.0984,0.0941,0.05145,0.0552,0.0463
000000000000000006b0_0,0,0.02715,0.0075,0.013,0.0098999999999999,0.0054,0.00695,0.00895,0.0171,0.0108,0.0089
0000000000000000014d_0,0,0.21885,0.10625,0.2316,0.1214,0.1834,0.1279,0.18065,0.13905,0.22585,0.1574
00000000000000000872_0,0,0.01355,0.0065,0.0078,0.007,0.0057,0.0073,0.01324,0.00785,0.0058,0.00485
00000000000000000507_0,0,0.1315,0.10785,0.10665,0.1446,0.0883,0.1157,0.0788,0.1416,0.13085,0.10715
000000000000000004b8_0,0,0.1483,0.1139,0.1387,0.1022,0.15695,0.1418,0.12445,0.0845,0.1223,0.0727
00000000000000000944_0,0,0.0944,0.0828,0.07835,0.0909,0.0953,0.07275,0.0858,0.0752,0.10485,0.06785
000000000000000000b3_0,0,0.1203,0.1008,0.12855,0.1133,0.1163,0.0929,0.108,0.0944,0.1138,0.0822
000000000000000001f9_0,0,0.19775,0.1826,0.2488,0.1934,0.1944,0.19925,0.18005,0.1611,0.2153,0.1461
00000000000000000553_0,0,0.16085,0.1315,0.1465,0.1484,0.1646,0.1489,0.1515,0.1612,0.1319,0.1439
0000000000000000057c_0,0,0.0256999999999999,0.00825,0.0087,0.0279,0.0087,0.01095,0.0084,0.00945,0.1017,0.0057
00000000000000000505_0,0,0.08825,0.1344,0.08435,0.0846,0.0838,0.0766,0.08095,0.0868,0.0869,0.0872
000000000000000004eb_0,0,0.01825,0.0166499999999999,0.0222,0.0296,0.0173,0.0167,0.0185,0.02945,0.03315,0.1188
000000000000000005ad_0,0,0.0642,0.0062,0.0111,0.0106,0.0079,0.0063,0.0068,0.0108,0.0154,0.0083
00000000000000000622_0,0,0.0676,0.0452,0.0501,0.0473,0.04235,0.03865,0.0392,0.023,0.0404,0.051
000000000000000000ad_0,0,0.109,0.0885,0.1408,0.0871,0.1055,0.101,0.094,0.1127,0.1012,0.0917
000000000000000000c5_0,0,0.0373,0.0054,0.00715,0.012,0.0056,0.0039,0.0078,0.0097,0.0128,0.0028
000000000000000002e1_0,0,0.005,0.0067,0.0053,0.016,0.0056,0.00675,0.0064,0.01255,0.009,0.0054
0000000000000000010a_0,0,0.1217,0.11045,0.1589,0.1249,0.1726,0.0984,0.12585,0.09935,0.1462,0.09815
00000000000000000295_0,0,0.0696,0.0275,0.0041,0.0227,0.0057,0.01555,0.018,0.0202,0.0133,0.0087
0000000000000000013a_0,0,0.015,0.0099,0.0127,0.0219,0.01,0.0101,0.0141,0.0116,0.0122,0.0144
00000000000000000476_0,0,0.01005,0.01135,0.0174,0.0136,0.0148,0.0119,0.0186,0.01475,0.025,0.0147
000000000000000008d5_0,0,0.11405,0.1111,0.159,0.1233,0.16195,0.1472,0.1347,0.1019,0.1473,0.1188
00000000000000000a3a_0,0,0.0873,0.06375,0.0735,0.28435,0.2024,0.4551,0.3331,0.4899,0.47185,0.4686
0000000000000000029c_0,0,0.0462,0.0122,0.0063,0.03685,0.0066,0.0117,0.0175,0.0235,0.0229,0.0075
000000000000000000d6_0,0,0.14255,0.1253,0.17045,0.1307,0.1456,0.1147,0.10495,0.10625,0.0968,0.0891
000000000000000000e0_0,0,0.1229,0.108,0.1322,0.1683,0.1141,0.1552,0.109,0.12415,0.1274,0.1058
0000000000000000045a_0,0,0.0905,0.0772,0.09285,0.0724,0.10735,0.09885,0.1264,0.0821,0.0973,0.0774
00000000000000000513_0,0,0.1297,0.1084,0.11285,0.1041,0.12845,0.08435,0.10605,0.0798,0.1171,0.11
00000000000000000125_0,0,0.13105,0.09705,0.06965,0.0546,0.06355,0.0832,0.1303,0.0993,0.11175,0.08115
0000000000000000017b_0,0,0.152,0.12595,0.1712,0.1204,0.1652,0.13635,0.1668,0.1047,0.1441,0.1208
0000000000000000018d_0,0,0.0078,0.0099,0.0071,0.0059,0.0073,0.00935,0.0119,0.0119,0.0116,0.0054
00000000000000000485_0,0,0.0868,0.0761,0.0975,0.0708,0.0749,0.0824,0.2196,0.1557,0.193,0.123
000000000000000004ec_0,0,0.0761,0.0676,0.0899,0.0738,0.0806,0.0581,0.1048,0.0625,0.1386,0.0605
0000000000000000007f_0,0,0.0178,0.011,0.0065,0.0238,0.01545,0.02525,0.0135,0.0331,0.0128,0.0059
00000000000000000559_0,0,0.18815,0.1398,0.1552,0.1485,0.1339,0.0945,0.1025,0.0826,0.0908,0.0727
0000000000000000009b_0,0,0.1298,0.03525,0.04075,0.0503,0.0697,0.0318,0.035,0.04945,0.0419,0.0628
00000000000000000189_0,0,0.00895,0.0067,0.006,0.0104,0.0047,0.056,0.0151,0.0081,0.0158,0.0058
0000000000000000062e_0,0,0.04335,0.0248,0.0399,0.051,0.0287,0.04285,0.0332,0.0285,0.0334,0.0262
0000000000000000046e_0,0,0.0234,0.0149,0.025,0.0145,0.0549,0.02075,0.024,0.0135,0.01795,0.0154
00000000000000000160_0,0,0.15825,0.1436,0.13635,0.1303,0.1648,0.1115,0.10295,0.0924,0.132,0.1304
0000000000000000006b_0,0,0.02,0.0178,0.0184,0.0182,0.0243,0.0201,0.015,0.0158,0.01995,0.0178
000000000000000000ba_0,0,0.08,0.06745,0.06,0.0655,0.0653,0.0699,0.0854,0.0846,0.0834,0.0772
000000000000000000f7_0,0,0.1091,0.0910499999999999,0.13185,0.1147,0.1373,0.0807,0.09305,0.0632,0.12725,0.08205
0000000000000000007a_0,0,0.0663,0.049,0.1698,0.0705,0.06215,0.07455,0.07735,0.0669,0.0763,0.07985
00000000000000000022_0,0,0.0973,0.09675,0.0976,0.09595,0.09005,0.1,0.1024,0.1079,0.11095,0.0954
0000000000000000053c_0,0,0.0391,0.0332,0.0396,0.0396,0.0458,0.03635,0.0343,0.0334,0.0394,0.0314
0000000000000000056d_0,0,0.061,0.0466,0.0912,0.0802,0.10805,0.0746,0.1053,0.068,0.0726,0.0601
00000000000000000103_0,0,0.0335,0.0227,0.03015,0.0272,0.0443,0.1298,0.02635,0.0185,0.02665,0.0233
0000000000000000020c_0,0,0.13775,0.12545,0.1512,0.14135,0.1599,0.12645,0.1883,0.1122,0.1302,0.0964
00000000000000000a3c_0,0,0.1342,0.1065,0.1212,0.1065,0.09575,0.09905,0.0988,0.09515,0.10845,0.0697
00000000000000000a4e_0,0,0.1062,0.12015,0.0898,0.09455,0.1174,0.1268,0.08845,0.1,0.1404,0.0866
00000000000000000530_0,0,0.0633,0.15395,0.1794,0.1145,0.1504,0.137,0.1411,0.1104,0.1453,0.097
0000000000000000059e_0,0,0.0587,0.0459,0.0431,0.0671,0.0779499999999999,0.0614,0.0518,0.0562,0.0779,0.0459
000000000000000004ba_0,0,0.0354,0.0294,0.059,0.0485,0.04755,0.0422,0.0554,0.0326,0.05975,0.0207
00000000000000000520_0,0,0.1225,0.1252,0.1523,0.1384,0.1411,0.1282,0.135,0.1307,0.13995,0.1404
00000000000000000568_0,0,0.1858,0.1142,0.1007,0.1201,0.15185,0.1258,0.12395,0.1525,0.0948,0.127
00000000000000000031_0,0,0.1766,0.09835,0.1543999999999999,0.0779,0.1223,0.0670999999999999,0.22535,0.1057,0.1318,0.0925
0000000000000000058b_0,0,0.1132,0.094,0.1216,0.1152,0.10965,0.1433,0.1552,0.18585,0.182,0.07185
00000000000000000572_0,0,0.0253,0.0146,0.02025,0.0082,0.0173,0.0144,0.0607,0.0509,0.0203,0.0206
0000000000000000054b_0,0,0.15315,0.099,0.154,0.15165,0.16065,0.129,0.16105,0.1619,0.15365,0.1232
0000000000000000051e_0,0,0.01,0.0089,0.0068,0.00885,0.0091,0.0096,0.0116,0.00985,0.0072,0.00565
00000000000000000971_0,0,0.1465,0.1442,0.1634,0.1694,0.24715,0.1828,0.16835,0.126,0.15365,0.1374
000000000000000004fa_0,0,0.1541,0.1542,0.1177,0.1051,0.1701,0.1607,0.1702,0.1368,0.1166,0.1624
0000000000000000020a_0,0,0.0235,0.0114,0.0081,0.019,0.0527,0.0125,0.0122,0.01365,0.0147,0.0122
00000000000000000240_0,0,0.01565,0.018,0.0199,0.0157,0.0131,0.0173,0.0169,0.02195,0.0222,0.0099
0000000000000000022e_0,0,0.0582,0.0118,0.00555,0.0312,0.0081999999999999,0.01435,0.0186,0.03215,0.0268,0.007
0000000000000000051c_0,0,0.12625,0.1224,0.1437999999999999,0.12255,0.13355,0.14835,0.1691,0.17485,0.1646,0.1051
000000000000000000e7_0,0,0.0271,0.0325,0.0421,0.0308,0.05985,0.047,0.0268,0.0193,0.0192,0.0172
000000000000000000ef_0,0,0.03715,0.0082,0.0067,0.0298,0.0089,0.0104,0.0138,0.0119,0.0126,0.0064
000000000000000001d1_0,0,0.138,0.13345,0.182,0.149,0.17,0.1282,0.1282,0.1004,0.13465,0.147
00000000000000000068_0,0,0.1304,0.1069,0.1162,0.1088,0.11005,0.1544,0.18065,0.1463,0.163,0.1787
000000000000000000dd_0,0,0.0744,0.0668,0.0791999999999999,0.06715,0.0738,0.0729,0.09025,0.0818,0.0823,0.0887
00000000000000000184_0,0,0.1135,0.0953,0.1183,0.1329,0.15045,0.1821,0.1367,0.173,0.1295,0.14715
00000000000000000254_0,0,0.0089,0.00575,0.0038,0.0098,0.0052,0.00575,0.0082,0.0078,0.0093,0.0056
000000000000000004d8_0,0,0.12585,0.10355,0.1644499999999999,0.16905,0.1523,0.1212,0.1844,0.0926,0.17685,0.1244
000000000000000008ca_0,0,0.1389,0.0983,0.1406,0.09335,0.11705,0.0887,0.1464,0.09975,0.1115,0.10295
00000000000000000526_0,0,0.06245,0.0349,0.0593,0.0379,0.06975,0.0488,0.0505,0.0384,0.0669,0.045
0000000000000000055d_0,0,0.1354,0.1194,0.13355,0.1584,0.2469,0.20235,0.199,0.2301,0.1854,0.1916
000000000000000008f0_0,0,0.0244,0.0059,0.0067,0.01165,0.0069,0.00925,0.0342,0.01345,0.0347,0.007
000000000000000004b0_0,0,0.03075,0.0254,0.04085,0.02865,0.0398,0.0344,0.0455,0.0334,0.0369,0.0227
00000000000000000130_0,0,0.1368,0.1162,0.1628,0.1562,0.1752,0.1298,0.1561,0.1293,0.1446,0.1114
0000000000000000017f_0,0,0.1353,0.16415,0.1949,0.1351,0.17155,0.13585,0.1408,0.1331,0.159,0.1367
00000000000000000630_0,0,0.0162,0.0066,0.0057,0.0055,0.0067,0.00455,0.0111,0.0087,0.0187,0.0059
00000000000000000972_0,0,0.09325,0.09315,0.0979,0.0784,0.0838,0.0788,0.078,0.0921,0.0953,0.0856
00000000000000000a18_0,0,0.0066,0.0154,0.0102,0.01305,0.00865,0.01385,0.03205,0.01135,0.01215,0.0147
00000000000000000490_0,0,0.1098,0.08115,0.10845,0.1068,0.0797,0.0771,0.0629,0.0629,0.0617,0.0537
0000000000000000001a_0,0,0.1253,0.0807,0.0859,0.0625,0.0625,0.0626,0.063,0.0649,0.07,0.0608
000000000000000005d2_0,0,0.0099,0.0061,0.0085,0.01645,0.0202,0.01675,0.01105,0.0104,0.0211,0.0123
000000000000000008e9_0,0,0.0368,0.0312,0.0056,0.00935,0.02105,0.006,0.0382,0.0235,0.01965,0.0372
00000000000000000516_0,0,0.1681,0.1319,0.13605,0.1394,0.14755,0.13455,0.1226,0.186,0.17225,0.1236
00000000000000000561_0,0,0.1956999999999999,0.16365,0.1568,0.13645,0.1216,0.1439,0.1583,0.15855,0.2017,0.1522
000000000000000008d3_0,0,0.0119,0.012,0.0114,0.0128499999999999,0.0088,0.0088,0.0167,0.0134,0.0098,0.01005
0000000000000000049d_0,0,0.0876,0.0676,0.0889,0.07535,0.07775,0.0698,0.0793,0.0782,0.0861,0.069
0000000000000000084d_0,0,0.0399,0.0345,0.0476,0.0368,0.0501,0.04185,0.1006,0.0517,0.05385,0.05375
000000000000000004ad_0,0,0.1466,0.066,0.0944,0.0966,0.10085,0.09755,0.0949,0.0804,0.10175,0.0804
00000000000000000074_0,0,0.12285,0.0969,0.12505,0.1039,0.11325,0.0913,0.12695,0.0917,0.19145,0.1101
00000000000000000114_0,0,0.1395,0.1306,0.1411,0.1235,0.1430999999999999,0.09865,0.1353,0.1134,0.13415,0.11325
00000000000000000518_0,0,0.1316,0.1629,0.1296,0.1255,0.1524,0.1282,0.1685,0.1473,0.1417,0.1956
0000000000000000059a_0,0,0.097,0.06575,0.08325,0.07265,0.0951,0.0558,0.0624,0.0575,0.0779,0.08985
000000000000000008c3_0,0,0.1037,0.1017,0.09425,0.0987,0.091,0.1142,0.26625,0.2343,0.3097,0.2312
000000000000000005d5_0,0,0.16825,0.1176,0.2055999999999999,0.2094,0.1918,0.1725,0.2219,0.1661,0.21175,0.237
000000000000000004fd_0,0,0.1523,0.1204,0.14345,0.1325,0.16765,0.1165,0.1347,0.0937,0.1279,0.1114
00000000000000000904_0,0,0.1225,0.09945,0.1207,0.1516,0.186,0.1585,0.1898,0.182,0.185,0.17185
00000000000000000115_0,0,0.084,0.1303,0.1427,0.10685,0.1177,0.0746,0.0856,0.0528,0.1073,0.0779
0000000000000000018c_0,0,0.02025,0.01,0.0064,0.0081,0.0131,0.0155,0.01045,0.0301,0.0196,0.0068
00000000000000000233_0,0,0.0465,0.02025,0.0551,0.0295,0.0201,0.0265,0.0135,0.02405,0.0273,0.0294
00000000000000000584_0,0,0.09425,0.07425,0.1073,0.0834,0.0964,0.09365,0.0903,0.0746,0.0916,0.086
000000000000000000c4_0,0,0.1652,0.0941,0.1731,0.0986,0.13385,0.0852,0.2175,0.11565,0.2093,0.0999
000000000000000004a6_0,0,0.109,0.0764,0.1586,0.0945,0.1193,0.0828,0.10645,0.0762,0.1036,0.0699
0000000000000000057d_0,0,0.1542,0.1297,0.1621,0.1675,0.1522,0.1738,0.1401,0.1837,0.1549,0.1491
00000000000000000173_0,0,0.10155,0.07965,0.0757,0.0974,0.1032,0.1045,0.0921,0.1072,0.1101,0.0793
00000000000000000550_0,0,0.0348,0.0328666666666666,0.0223,0.0371,0.0302,0.0587,0.03085,0.0329,0.0362,0.06835
0000000000000000083d_0,0,0.052,0.0551,0.0617,0.0572,0.0701,0.10105,0.0676,0.05025,0.073,0.0605
00000000000000000896_0,0,0.0721499999999999,0.0794,0.077,0.09315,0.0918,0.0902,0.1108,0.0795,0.1006,0.12135
000000000000000001b9_0,0,0.0121,0.00785,0.0054,0.01325,0.0055,0.0075,0.0101,0.0177,0.0143,0.0052
00000000000000000023_0,0,0.0898,0.0832,0.10215,0.07085,0.078,0.06725,0.0742,0.0766,0.0774,0.1032
00000000000000000170_0,0,0.13315,0.1154,0.1453,0.1069,0.1272,0.1072,0.1349,0.1076,0.1275,0.1025
00000000000000000491_0,0,0.1326,0.1279,0.1635,0.135,0.1740499999999999,0.12405,0.16235,0.1594,0.1915,0.135
000000000000000006c8_0,0,0.04265,0.0064,0.0039,0.0156,0.0037,0.0069,0.0196,0.0316,0.0325,0.0053
00000000000000000889_0,0,0.1267,0.1189,0.16315,0.1208,0.17385,0.1279,0.1524,0.1375,0.1285,0.1109
0000000000000000007d_0,0,0.1378,0.0785,0.1005,0.0795,0.1552,0.0836,0.1791,0.11375,0.1939,0.1186
00000000000000000118_0,0,0.1217,0.1087,0.15915,0.17735,0.22595,0.1417,0.1772,0.1012,0.1404,0.14845
0000000000000000011b_0,0,0.1014,0.07995,0.10285,0.10715,0.09185,0.0775,0.09025,0.0818,0.09045,0.06935
000000000000000001b8_0,0,0.035,0.0589,0.0491,0.0457,0.0444,0.03565,0.0374,0.027,0.0373,0.0458
000000000000000005c7_0,0,0.0068,0.0132,0.0382,0.0197,0.0099,0.01025,0.0036,0.0225,0.0182,0.0066
00000000000000000888_0,0,0.026,0.0072,0.0046,0.0113,0.0055,0.0067,0.0131,0.0112,0.0184,0.0082
00000000000000000357_0,0,0.0069,0.00875,0.0048,0.0144,0.006,0.0092,0.0089,0.0123,0.0112,0.0049
0000000000000000048e_0,0,0.06005,0.04155,0.04745,0.0426,0.0711499999999999,0.0548,0.09455,0.04245,0.0509,0.0387
0000000000000000002b_0,0,0.0819,0.07095,0.0914,0.0665999999999999,0.075,0.0588,0.0706,0.1166,0.1005,0.1405
000000000000000005b2_0,0,0.0213,0.01975,0.0183499999999999,0.0195,0.01265,0.0102,0.0101,0.0101,0.01805,0.0069
000000000000000008b4_0,0,0.0982,0.09915,0.1166,0.12405,0.1155,0.1348,0.1142,0.1396,0.1399,0.1051
00000000000000000973_0,0,0.11455,0.1241,0.1266,0.13205,0.1232,0.14545,0.15675,0.141,0.1341999999999999,0.1284
00000000000000000595_0,0,0.11775,0.11065,0.1312,0.1096,0.135,0.1109,0.1523,0.13125,0.15496,0.1768
00000000000000000227_0,0,0.051,0.0099,0.0055,0.023,0.0246,0.0253,0.014,0.0289,0.0157,0.0273
0000000000000000050d_0,0,0.0947,0.0818,0.1046,0.11875,0.1263,0.0759,0.08045,0.07625,0.0901,0.0744
000000000000000008c0_0,0,0.1093,0.0836,0.1012,0.0758,0.07195,0.0646,0.0851,0.0654,0.0653,0.0736
000000000000000004ef_0,0,0.05905,0.0286,0.04235,0.0356,0.03605,0.0237,0.0313,0.02415,0.0376,0.02045
000000000000000008a8_0,0,0.1705,0.15005,0.1648,0.1341,0.1395,0.1277,0.1582,0.1177,0.1529999999999999,0.1074
00000000000000000945_0,0,0.09265,0.08365,0.09925,0.05885,0.06475,0.0597,0.0658,0.067,0.08715,0.0612
00000000000000000317_0,0,0.093,0.0934,0.0809,0.1434,0.0722,0.0902,0.113,0.0789,0.1007,0.0312
0000000000000000067e_0,0,0.00575,0.00805,0.0041,0.0094,0.0052,0.0032,0.0107,0.01005,0.0081,0.005
00000000000000000231_0,0,0.1192,0.11225,0.12365,0.1209,0.121,0.122,0.13455,0.1225,0.1699,0.1257
000000000000000008e3_0,0,0.1014,0.09905,0.1169,0.1087,0.1315,0.1006,0.121,0.112,0.1147,0.0898
00000000000000000504_0,0,0.1248,0.10705,0.1261,0.11355,0.155,0.13895,0.13485,0.1015,0.1209,0.1125
00000000000000000951_0,0,0.1122,0.1114,0.1318,0.1282,0.1021,0.1305,0.0939,0.09665,0.1133,0.0964
0000000000000000058f_0,0,0.141,0.09905,0.1109,0.1396,0.1308,0.1042,0.1116,0.1013,0.091,0.0878
000000000000000000fc_0,0,0.1433,0.1341,0.14,0.14405,0.1319,0.1223,0.1379,0.12065,0.13825,0.1323
0000000000000000026a_0,0,0.04185,0.0167,0.024,0.0238999999999999,0.0107,0.0377,0.00975,0.0394,0.05925,0.0078
0000000000000000065a_0,0,0.0063,0.01185,0.005,0.0167,0.0085,0.01615,0.0108,0.0269,0.0172,0.0105
00000000000000000a17_0,0,0.0548,0.0092,0.0056,0.0189,0.0069,0.00895,0.014,0.0193,0.0115,0.0049
0000000000000000006a_0,0,0.03995,0.0412,0.0417,0.0422,0.0439,0.0462,0.05665,0.0482,0.062,0.0683
000000000000000001ce_0,0,0.1404,0.1865,0.13855,0.1201,0.15955,0.1656,0.1708,0.1432,0.12895,0.1473
000000000000000004d6_0,0,0.0927,0.10955,0.1548,0.0979,0.1501,0.0953,0.22085,0.0282,0.0242,0.0203
00000000000000000690_0,0,0.0068,0.009,0.0046,0.0153,0.00455,0.0058,0.0176,0.0271,0.0289,0.0043
00000000000000000153_0,0,0.1434,0.1099,0.13175,0.1813,0.1843,0.1362,0.1568,0.1774,0.15905,0.1655
00000000000000000161_0,0,0.10815,0.0983,0.11785,0.1315,0.10615,0.16545,0.17645,0.1191,0.1305,0.1527
0000000000000000021b_0,0,0.0117,0.009,0.0063,0.0126,0.0194,0.0123,0.0083,0.016,0.0137,0.02295
00000000000000000243_0,0,0.2042,0.17405,0.1816,0.1746,0.1908,0.16645,0.1802,0.13815,0.1938,0.17725
00000000000000000251_0,0,0.0063,0.00795,0.0064,0.02595,0.0071,0.00955,0.0148,0.02655,0.0302,0.0035
