system:index,landcover,19-1_nir,19-2_nir,20-1_nir,20-2_nir,21-1_nir,21-2_nir,22-1_nir,22-2_nir,23-1_nir,23-2_nir
000000000000000001f3_0,0,0.2569,0.28845,0.3008,0.2984,0.2895,0.3226,0.2755,0.32365,0.3242,0.2946
00000000000000000131_0,0,0.03995,0.0197,0.0293,0.01935,0.02365,0.01175,0.0308,0.0330499999999999,0.02465,0.0238
00000000000000000218_0,0,0.04285,0.0256999999999999,0.0458,0.0277,0.0571,0.03075,0.03545,0.037,0.0507,0.0258
0000000000000000023a_0,0,0.1385,0.15245,0.1436,0.1374,0.1467,0.1591,0.1657,0.0567,0.1813,0.1813
0000000000000000098c_0,0,0.0246,0.0324,0.04695,0.0403,0.01765,0.0396,0.0375,0.04215,0.0388,0.0407
00000000000000000a3d_0,0,0.2703,0.2592,0.22895,0.2899,0.2772,0.2561,0.26375,0.2911,0.2525,0.2498
0000000000000000052c_0,0,0.2062,0.2193,0.1612,0.2048,0.18525,0.19185,0.1524,0.19415,0.1812,0.21655
00000000000000000259_0,0,0.3692,0.421,0.3063,0.4058,0.319,0.3684,0.2892,0.3821,0.2764,0.3385
00000000000000000915_0,0,0.04505,0.0205,0.0223,0.0256,0.0474,0.0177,0.0258,0.0456,0.03885,0.0273
000000000000000005e1_0,0,0.2602,0.4607,0.12915,0.3687,0.1001,0.2827,0.2888,0.0968,0.0818,0.1104
000000000000000002e9_0,0,0.0526,0.0296,0.0183,0.0492,0.0322,0.02275,0.0472,0.04825,0.0685,0.0235
0000000000000000056a_0,0,0.3984,0.31035,0.22895,0.331,0.28905,0.36985,0.34335,0.336,0.3691,0.3065
00000000000000000918_0,0,0.01375,0.0336,0.0195,0.0287,0.0205,0.0178,0.04255,0.016,0.0134,0.0174
0000000000000000011e_0,0,0.0665,0.1072,0.1106,0.1041,0.1275,0.10685,0.0951,0.09425,0.1144,0.1027999999999999
0000000000000000017a_0,0,0.037,0.0181,0.02745,0.01435,0.01485,0.0143,0.01255,0.0177,0.0268,0.0092
00000000000000000633_0,0,0.0387,0.0111,0.0239,0.0106,0.0365,0.0118,0.0161,0.00375,0.04025,0.0162
0000000000000000047f_0,0,0.3425,0.3436,0.3444,0.34255,0.3501,0.3757,0.3898,0.3749,0.3707,0.3143
000000000000000008c6_0,0,0.2735,0.3244,0.2433,0.31115,0.253,0.30225,0.2896,0.32135,0.2772,0.3073
000000000000000002d4_0,0,0.02555,0.0228,0.0228,0.0325,0.017,0.01345,0.0194,0.0312,0.0488,0.0198
00000000000000000121_0,0,0.14055,0.1427,0.11995,0.14725,0.1322,0.1902,0.19125,0.157,0.1981,0.13315
000000000000000008a3_0,0,0.0552,0.0331,0.02865,0.0271,0.02305,0.0263,0.0564,0.0218,0.0234,0.022
0000000000000000026c_0,0,0.0574,0.03915,0.0315,0.04425,0.0664,0.0482,0.0249,0.0519,0.0496,0.0798
00000000000000000541_0,0,0.11275,0.1148,0.1102,0.1147,0.1368,0.1111,0.0809,0.09045,0.10705,0.1143
000000000000000005dd_0,0,0.1588,0.1338,0.1556,0.1614,0.1974,0.1583,0.15905,0.1596,0.1493,0.1696
0000000000000000032d_0,0,0.05075,0.0343,0.0225,0.0458,0.01895,0.02975,0.0226999999999999,0.03195,0.0466,0.0235
000000000000000005ce_0,0,0.40875,0.40085,0.3967,0.34305,0.3505,0.36115,0.3528,0.4098,0.36085,0.3261
0000000000000000063b_0,0,0.0351,0.0166499999999999,0.0362,0.0139,0.03675,0.0222,0.01685,0.0223,0.04875,0.02305
000000000000000004e3_0,0,0.3861,0.36465,0.26745,0.3192,0.2356,0.3277,0.2993,0.36245,0.29445,0.3309
00000000000000000890_0,0,0.0474,0.0117,0.03225,0.0266,0.018,0.02455,0.0311,0.0337,0.0274,0.01725
00000000000000000606_0,0,0.04065,0.02215,0.0175,0.0238,0.01335,0.01395,0.0193,0.0234,0.0578,0.0115
000000000000000008de_0,0,0.03705,0.0189,0.0292,0.01455,0.01355,0.0172,0.0123,0.0161,0.0283,0.0099
0000000000000000062d_0,0,0.2861999999999999,0.28785,0.26745,0.3351,0.2715,0.33185,0.266,0.3774,0.2644,0.30255
000000000000000005cf_0,0,0.20245,0.2363,0.2384,0.3028,0.2252,0.2691,0.2258,0.2912,0.2519,0.26615
000000000000000005c9_0,0,0.09845,0.09455,0.1261,0.0581,0.13115,0.07285,0.0803,0.0739,0.1068,0.1607
0000000000000000098d_0,0,0.2107,0.2536,0.2154,0.2364,0.23,0.237,0.2701,0.2561,0.22755,0.2405
00000000000000000512_0,0,0.1946,0.1749,0.1937,0.16765,0.2067,0.1722,0.1933,0.1593,0.2009,0.2119
000000000000000008be_0,0,0.04075,0.0286,0.0249,0.03625,0.0411,0.01805,0.01975,0.0456,0.0385,0.0211
0000000000000000019f_0,0,0.304,0.25395,0.2409,0.2567,0.2274,0.2545,0.2385,0.2694,0.235,0.2228
0000000000000000061a_0,0,0.3026,0.3288999999999999,0.2202,0.3517,0.2535,0.31265,0.2859,0.3307,0.3009,0.3235
00000000000000000646_0,0,0.1008,0.1121,0.0976,0.1261,0.20825,0.1522,0.1313,0.1205,0.20205,0.0756
00000000000000000647_0,0,0.3503,0.3563,0.329,0.3624,0.2903,0.40795,0.3378,0.4153,0.3581,0.3896
000000000000000001be_0,0,0.2491,0.2848,0.26625,0.3572,0.2842,0.3116,0.2877,0.31195,0.296,0.3241
00000000000000000a1c_0,0,0.0191,0.0128,0.0237,0.0079,0.01325,0.0139,0.01375,0.0187,0.0727,0.0171
000000000000000001ea_0,0,0.0659,0.02995,0.0256,0.0287,0.0214,0.02575,0.0615,0.0406,0.07495,0.0123
00000000000000000450_0,0,0.0579,0.01755,0.0416,0.01505,0.0185,0.02135,0.03385,0.0159,0.11845,0.0139
000000000000000001a0_0,0,0.4297,0.4366,0.2942,0.4401,0.2759,0.4308,0.3587,0.4833,0.3807,0.42735
000000000000000001e6_0,0,0.1575,0.1582,0.1408,0.17945,0.1363,0.1822,0.09055,0.1588,0.1305,0.1742
00000000000000000678_0,0,0.054,0.0245,0.0251,0.0262,0.02815,0.0226,0.0657,0.0421,0.0566,0.0111
000000000000000001ad_0,0,0.0373,0.0234,0.0354,0.018,0.0343,0.0201,0.025,0.04825,0.0384,0.01525
00000000000000000660_0,0,0.0897,0.0670333333333333,0.06955,0.1244,0.0697,0.1622,0.05865,0.1163,0.0531,0.1236
000000000000000005d4_0,0,0.0376,0.02235,0.0418,0.0263,0.05075,0.02515,0.0202,0.0348,0.0433,0.0219
000000000000000005f5_0,0,0.2186,0.3082,0.2509,0.2698,0.2639,0.3298,0.2473,0.3822,0.2804,0.2328
000000000000000002b4_0,0,0.04635,0.0215,0.0166,0.0236,0.0142,0.0166,0.0241499999999999,0.02365,0.0475,0.0111
0000000000000000064e_0,0,0.03165,0.0139,0.0196,0.01445,0.0382,0.0249,0.05155,0.01965,0.0307,0.01985
000000000000000006f2_0,0,0.2846,0.2326,0.28385,0.29,0.2816,0.22175,0.26705,0.271,0.3217,0.2244
000000000000000002e3_0,0,0.02305,0.02855,0.0197,0.0303,0.0163,0.0198,0.0282,0.03165,0.0659,0.0203
00000000000000000638_0,0,0.0488,0.02445,0.0231,0.0219,0.0232,0.02475,0.06025,0.0521,0.1039,0.0322
0000000000000000063f_0,0,0.13545,0.15515,0.0996,0.1324,0.1683,0.1408,0.1125,0.0775,0.113,0.189
000000000000000008b7_0,0,0.09035,0.0516,0.1965,0.0732,0.0848,0.0539,0.0594,0.0547,0.1938,0.2337
000000000000000005fc_0,0,0.3825,0.2961,0.3437,0.3198,0.2603,0.1934,0.2063,0.3803,0.2644,0.2105
00000000000000000135_0,0,0.3247,0.3083,0.32435,0.4194,0.3874,0.3626,0.3549,0.3339,0.3734,0.3189
000000000000000002d6_0,0,0.0513999999999999,0.0222,0.0115,0.0606,0.0244,0.0286,0.0176,0.01885,0.0676,0.0163
000000000000000005ef_0,0,0.0329,0.0192,0.0274,0.0132,0.0325,0.0222,0.0189,0.024,0.0361,0.0211
0000000000000000098e_0,0,0.1259,0.0861,0.0681,0.0902,0.0774,0.0664,0.1612,0.1457,0.1514,0.16
0000000000000000098f_0,0,0.1619,0.0719,0.1394,0.0838,0.0271,0.11635,0.0541,0.0863,0.04875,0.1056
00000000000000000990_0,0,0.07815,0.0726,0.1033,0.05625,0.06975,0.0858,0.0594,0.0656,0.0811,0.0519
00000000000000000991_0,0,0.1795,0.2222,0.17995,0.2301,0.2126,0.2123,0.2151,0.23205,0.21095,0.22805
00000000000000000292_0,0,0.1919,0.1956999999999999,0.1199,0.1981,0.177,0.1685,0.1295,0.1822,0.1373,0.2558
00000000000000000222_0,0,0.3192,0.3795,0.2359,0.278,0.2189,0.3819,0.1659,0.2511,0.4095,0.3346
000000000000000002ce_0,0,0.0143,0.02185,0.0139,0.0369,0.01235,0.0127,0.0305,0.02175,0.043,0.0134
000000000000000002cf_0,0,0.06965,0.0347,0.058,0.0338,0.1154,0.03585,0.0897,0.0342,0.1016,0.025
0000000000000000092a_0,0,0.0367,0.05805,0.0559,0.04725,0.1709,0.1258,0.1796,0.18945,0.1888,0.1788
00000000000000000674_0,0,0.0465,0.0262,0.02615,0.034,0.048,0.01995,0.02175,0.0347,0.0381,0.01565
00000000000000000850_0,0,0.024,0.01505,0.108,0.0138,0.0169,0.019,0.07745,0.0153,0.0551,0.0145
0000000000000000056e_0,0,0.34715,0.326,0.2654,0.3423,0.2636,0.30155,0.2996,0.29925,0.3281,0.2344
00000000000000000053_0,0,0.3107,0.3079,0.29375,0.3203,0.30855,0.3346,0.3101,0.33605,0.30755,0.33455
000000000000000001d2_0,0,0.35015,0.3907,0.32985,0.381,0.25355,0.2616,0.4524,0.1735,0.3065,0.1726
0000000000000000089e_0,0,0.0272,0.0831,0.0388499999999999,0.0173,0.02985,0.0338,0.0567,0.1031,0.05965,0.0265
0000000000000000027b_0,0,0.09425,0.1039,0.1053,0.098,0.1001,0.0779,0.06255,0.05875,0.0515,0.091
00000000000000000993_0,0,0.0162,0.0193,0.0289,0.0175,0.02175,0.0187,0.0262,0.0233,0.02235,0.0486
00000000000000000a4f_0,0,0.2704,0.3105,0.26895,0.2864,0.2197,0.2793,0.2697,0.2551,0.2149,0.288
000000000000000001a6_0,0,0.2692,0.26955,0.2608,0.3478,0.22425,0.2523,0.3026,0.39035,0.32225,0.3421
00000000000000000501_0,0,0.1842,0.1328,0.1763,0.1706,0.1575,0.2237,0.2498,0.2112,0.18165,0.14375
00000000000000000619_0,0,0.034,0.01415,0.0222,0.0128,0.0385,0.015,0.06635,0.0232,0.0134,0.01375
0000000000000000011d_0,0,0.30285,0.30185,0.28415,0.3075,0.2985,0.29225,0.2974,0.3365,0.3323,0.32585
00000000000000000657_0,0,0.0854,0.04165,0.0541,0.0316,0.1249,0.03235,0.0872,0.04975,0.0898,0.01855
0000000000000000020e_0,0,0.0829,0.1244,0.09275,0.1251,0.2221,0.07425,0.04025,0.0524,0.08155,0.04075
00000000000000000611_0,0,0.04115,0.0204,0.03905,0.0331,0.0334,0.0179,0.0615,0.05315,0.04,0.0125
000000000000000005bb_0,0,0.33795,0.30635,0.4032,0.28755,0.2181,0.2811,0.27955,0.2538,0.2633,0.2366
00000000000000000a22_0,0,0.02865,0.0184,0.0295,0.0177,0.0315,0.015,0.03175,0.0248,0.0334,0.0201
00000000000000000994_0,0,0.0773,0.0507,0.0444,0.07835,0.03265,0.0873,0.0274,0.04805,0.02235,0.05185
00000000000000000995_0,0,0.35465,0.3615,0.26505,0.309,0.22515,0.2895,0.202,0.2159,0.2564,0.243
000000000000000001de_0,0,0.0339,0.0174,0.05995,0.0172,0.0575,0.0271,0.0185,0.0363,0.035,0.0154
00000000000000000303_0,0,0.054,0.0306,0.0186,0.0481,0.02555,0.0193,0.0328,0.0282,0.0704,0.0104
000000000000000004cb_0,0,0.12855,0.0997,0.10765,0.11205,0.1146,0.1286,0.13155,0.1279,0.123,0.1046
0000000000000000067f_0,0,0.03835,0.0279,0.01875,0.0182,0.03805,0.0177,0.0249,0.0381,0.0306,0.01885
000000000000000002fc_0,0,0.0771,0.0755,0.0777,0.10845,0.0754,0.1165,0.11805,0.1036,0.1075,0.097
00000000000000000634_0,0,0.19465,0.09915,0.19875,0.0994,0.1991,0.08495,0.0928,0.11975,0.1764,0.062
000000000000000001d7_0,0,0.0934,0.0913,0.0864,0.1078,0.1347499999999999,0.114,0.06275,0.102725,0.0755,0.0928
00000000000000000307_0,0,0.06955,0.02755,0.0195,0.0683,0.01595,0.0194,0.0311,0.0264,0.0717,0.0252
00000000000000000360_0,0,0.401,0.277,0.346,0.3597,0.30495,0.41375,0.3276,0.38765,0.37405,0.3738
0000000000000000087e_0,0,0.2328,0.2274,0.21605,0.2426,0.2235,0.2365,0.2288,0.2445,0.2004,0.2415
00000000000000000997_0,0,0.04445,0.0382,0.03625,0.0473,0.15165,0.1553,0.18935,0.15115,0.17515,0.2042
00000000000000000998_0,0,0.245,0.2608,0.23805,0.3675,0.24175,0.3662,0.2699,0.3253,0.27355,0.1237
00000000000000000996_0,0,0.2865,0.3183,0.3037,0.3488,0.2828,0.36715,0.2887,0.3639,0.2921,0.3084
00000000000000000194_0,0,0.1611,0.0986,0.1533,0.0673,0.1439,0.12815,0.1657,0.0683,0.1453,0.14235
000000000000000001b6_0,0,0.03805,0.0182,0.01775,0.014,0.0386,0.019,0.0155,0.0294,0.0435,0.0183
000000000000000002f0_0,0,0.078,0.0271,0.0193,0.0385,0.0173,0.0166,0.02565,0.03615,0.0515,0.0205
00000000000000000741_0,0,0.4719,0.2818,0.35425,0.36835,0.3205,0.3214,0.2865,0.2994,0.2848,0.30825
00000000000000000615_0,0,0.0411,0.0191,0.02785,0.01355,0.0147,0.01585,0.012,0.01835,0.0355,0.0094
00000000000000000632_0,0,0.2051,0.15745,0.1619499999999999,0.1363,0.1719,0.1691,0.1526,0.17315,0.1995,0.1319
000000000000000002f7_0,0,0.0574,0.01975,0.0208,0.0213,0.014,0.01275,0.0224,0.0371,0.0476,0.0107
000000000000000006d5_0,0,0.2548,0.2074,0.1642,0.2039,0.165,0.2101,0.1933,0.2237,0.2186,0.1873
00000000000000000999_0,0,0.2521,0.2446,0.2496,0.25985,0.25155,0.27185,0.2145,0.2479,0.24625,0.2766
0000000000000000099a_0,0,0.04015,0.0437,0.0539,0.032,0.01995,0.0166,0.0154,0.02325,0.0263,0.0103
0000000000000000093c_0,0,0.0189,0.0217,0.0224,0.0219,0.018,0.015,0.0192,0.0183,0.0127,0.01895
000000000000000008ad_0,0,0.3903,0.327,0.2929,0.2941,0.26135,0.32145,0.2843,0.2939,0.28125,0.2765
00000000000000000152_0,0,0.3467,0.3418,0.3067499999999999,0.3701,0.1954,0.3986,0.2451,0.3153,0.2666,0.2191
00000000000000000612_0,0,0.2236,0.2001,0.1877,0.1792,0.1624,0.2019,0.19765,0.1956,0.19185,0.1575
00000000000000000641_0,0,0.0374,0.01625,0.0416,0.0217,0.0395,0.0163,0.0364,0.0393,0.0321,0.01985
000000000000000008b5_0,0,0.1982,0.2016,0.1966999999999999,0.2141,0.1979,0.2397,0.23475,0.29345,0.2055,0.2203
00000000000000000209_0,0,0.3267,0.2816,0.2683,0.3291,0.26405,0.3736,0.3259,0.28975,0.2386,0.2629
000000000000000002f2_0,0,0.0237,0.0383,0.0241,0.0277,0.0332,0.0364,0.0209,0.0249,0.0453,0.072
000000000000000004ac_0,0,0.1566,0.1756,0.15535,0.1504,0.12645,0.18695,0.1682,0.1959,0.2437,0.1519
000000000000000008d0_0,0,0.063,0.03175,0.0354,0.0308,0.0147,0.0367,0.0383,0.03265,0.0305,0.027
00000000000000000666_0,0,0.3517,0.2436,0.4036,0.19915,0.3098,0.2824,0.2709,0.19965,0.371,0.2753
000000000000000008ac_0,0,0.06435,0.0449,0.0321,0.0298,0.0247,0.0249,0.0478,0.0262,0.026,0.0233
00000000000000000290_0,0,0.2979,0.3229,0.3025,0.2611,0.3424,0.41215,0.24285,0.3518,0.3221,0.38865
0000000000000000065e_0,0,0.02925,0.018,0.02135,0.01415,0.04295,0.0214,0.0228,0.02635,0.05335,0.01915
0000000000000000018a_0,0,0.258,0.2296,0.2535,0.2261,0.1871,0.2081,0.2246,0.2615,0.2327,0.2472
000000000000000002a8_0,0,0.4853,0.2648,0.32475,0.2883,0.24275,0.2265,0.4183,0.4513,0.5177,0.175
00000000000000000195_0,0,0.0272999999999999,0.0129,0.0309,0.0117,0.027,0.013,0.0272,0.0217,0.02365,0.0185
00000000000000000208_0,0,0.04025,0.0227,0.03245,0.01825,0.0372,0.0148,0.0254,0.0283,0.0272,0.01555
00000000000000000232_0,0,0.1092,0.1197,0.10995,0.05745,0.1537,0.06195,0.10715,0.10095,0.1612,0.0266
0000000000000000099b_0,0,0.04105,0.0457,0.03995,0.0493,0.0378,0.0354,0.0336,0.0353,0.0396,0.0372
0000000000000000089f_0,0,0.0842,0.0948,0.0933,0.076,0.0669,0.0864,0.071,0.0655999999999999,0.0708,0.0534
0000000000000000066b_0,0,0.2793,0.2362,0.2633,0.2484,0.2998,0.27785,0.2568,0.2475,0.2992,0.2207
00000000000000000260_0,0,0.14995,0.12845,0.13035,0.1413,0.13335,0.1198,0.14325,0.1403,0.14245,0.052
000000000000000001e9_0,0,0.0452,0.0256,0.0206,0.0189,0.0334,0.0223,0.0284,0.0325,0.0326,0.0195
000000000000000008f3_0,0,0.3763,0.3582,0.3531,0.40845,0.3181,0.3764,0.3082,0.3726,0.3861,0.3784
000000000000000002d1_0,0,0.29445,0.2482,0.2879,0.3474,0.3115,0.3406,0.3094,0.2885,0.2888,0.2771
000000000000000004be_0,0,0.0626,0.04985,0.1832,0.04235,0.05945,0.04395,0.2019,0.1644499999999999,0.1579,0.1337
00000000000000000565_0,0,0.261,0.21835,0.21395,0.25255,0.2642,0.1986,0.2504,0.2798,0.2708,0.2666
0000000000000000023b_0,0,0.3349,0.1973,0.298,0.3225,0.3217,0.2533,0.304,0.2759,0.3411,0.2751
000000000000000005a7_0,0,0.0369,0.0362,0.13125,0.0255,0.0427,0.02105,0.1022,0.0459,0.0601,0.02185
000000000000000001cf_0,0,0.4399,0.26845,0.3108,0.35215,0.25015,0.3335,0.2966,0.3803,0.307,0.3569
00000000000000000221_0,0,0.0327,0.0183,0.02825,0.027,0.044,0.015,0.02575,0.0387,0.0575,0.02155
00000000000000000a53_0,0,0.221,0.3882,0.2861,0.3595,0.2508,0.2802,0.2081,0.1214,0.1697,0.3994
00000000000000000229_0,0,0.0555,0.07565,0.0341,0.0642,0.09935,0.0352,0.0619,0.0659,0.1087,0.11645
0000000000000000062c_0,0,0.0364,0.0191,0.03115,0.0141,0.02105,0.01965,0.0129,0.0203,0.0678,0.0097
000000000000000000de_0,0,0.0762,0.0562,0.09505,0.05905,0.0906,0.09745,0.0822,0.05465,0.08175,0.0499
0000000000000000099c_0,0,0.2449,0.1938,0.28815,0.2904,0.2259,0.2412,0.3426,0.1878,0.2657,0.2781
0000000000000000019c_0,0,0.1118,0.12445,0.0898,0.1496,0.1115,0.1155,0.0971,0.1301,0.1402,0.1426
00000000000000000325_0,0,0.1731,0.1883,0.1776,0.20045,0.1807,0.2066,0.2006,0.2291,0.1678,0.1598
00000000000000000250_0,0,0.19875,0.2524,0.2279,0.366,0.23335,0.37635,0.28565,0.38665,0.3169,0.3352
00000000000000000291_0,0,0.27515,0.29995,0.3265,0.3066,0.2323,0.27805,0.2442,0.3414,0.3025,0.2485
000000000000000005e2_0,0,0.0372,0.01925,0.03575,0.01865,0.02895,0.0125,0.031,0.0256,0.0238,0.01005
00000000000000000319_0,0,0.05105,0.0394,0.0186,0.0407,0.0155,0.0276,0.0332,0.0478,0.0573,0.0309
0000000000000000099d_0,0,0.1299,0.1422,0.147,0.1523,0.14675,0.12825,0.1483,0.11325,0.1303,0.14405
0000000000000000099e_0,0,0.1983,0.2343,0.1862,0.2364,0.184,0.20475,0.1881,0.24665,0.19935,0.2531
0000000000000000099f_0,0,0.0522,0.0443,0.0355,0.0294,0.0336,0.0252,0.0548,0.026,0.0314,0.026
00000000000000000a20_0,0,0.02835,0.01995,0.0296,0.01415,0.03395,0.0169,0.03,0.018,0.0297,0.0133
000000000000000002e2_0,0,0.1515,0.1078,0.044,0.1108,0.10705,0.1242,0.0955,0.0676,0.1192,0.1625
000000000000000004ae_0,0,0.0392,0.0338,0.0429,0.0231,0.03635,0.03485,0.0976,0.0289,0.07865,0.025
000000000000000009a0_0,0,0.289,0.2547,0.20455,0.3073,0.2365,0.2884,0.2585,0.2725,0.2123,0.28115
00000000000000000a2d_0,0,0.0417,0.039,0.06435,0.0317,0.1198,0.0288,0.0256999999999999,0.0605,0.0521,0.0726
000000000000000001d4_0,0,0.30485,0.4265,0.3056999999999999,0.4529500000000001,0.302,0.4839,0.361,0.4587,0.4238,0.4458
000000000000000001c0_0,0,0.0458,0.02425,0.0372,0.02335,0.03735,0.0152,0.0192,0.0308,0.0381,0.0211
000000000000000008d8_0,0,0.24335,0.306,0.2524,0.2824,0.2423,0.30495,0.2599,0.3382,0.2614,0.3384
000000000000000000cb_0,0,0.2863,0.0538333333333333,0.07835,0.03975,0.0792,0.1896,0.07,0.0619,0.1284,0.0882
00000000000000000269_0,0,0.1342,0.1128,0.1044,0.1018,0.0975,0.0703,0.0581,0.06745,0.1074,0.0919
000000000000000002df_0,0,0.05045,0.02565,0.0306,0.0243,0.0121,0.01505,0.0189,0.0237,0.0478,0.012
00000000000000000842_0,0,0.2106,0.2927,0.30095,0.31875,0.31455,0.2649,0.2526,0.2939,0.2478,0.25855
0000000000000000067a_0,0,0.0358,0.01685,0.0254,0.0161,0.0422,0.028,0.04875,0.0214,0.0323,0.0129
00000000000000000596_0,0,0.0315,0.02035,0.03465,0.02505,0.0271,0.03405,0.0322,0.0691,0.0397,0.0445
000000000000000005f6_0,0,0.30885,0.35425,0.41065,0.303,0.2007,0.3198,0.2631,0.3242,0.2273,0.279
000000000000000000ae_0,0,0.35675,0.2661,0.2908,0.2766,0.2084,0.2839,0.24455,0.3752,0.3126,0.3915
00000000000000000449_0,0,0.2657,0.3151,0.31795,0.2948,0.26855,0.3057,0.25825,0.3939,0.3851,0.3206
000000000000000006b8_0,0,0.0302,0.0275,0.02945,0.04295,0.0415,0.03525,0.07095,0.0224,0.03025,0.0228
00000000000000000197_0,0,0.2989,0.28405,0.3755,0.2215,0.1903,0.3034,0.28085,0.3094,0.3303,0.268
00000000000000000171_0,0,0.0544,0.03665,0.12715,0.0358,0.0435,0.0317,0.02995,0.0256,0.12945,0.0553
000000000000000001a2_0,0,0.03495,0.01745,0.01825,0.01145,0.0398,0.01885,0.04575,0.0222,0.0434,0.01565
0000000000000000056c_0,0,0.2381,0.26125,0.1853,0.1975,0.1825,0.2128,0.1948,0.2271,0.19735,0.23425
00000000000000000185_0,0,0.3937,0.3232,0.3225,0.3302,0.27705,0.3805,0.31965,0.3332,0.3383,0.3458
000000000000000006a5_0,0,0.03835,0.0228,0.02225,0.022,0.04235,0.01525,0.0281,0.0349,0.0269,0.0376
000000000000000006e7_0,0,0.24635,0.2399,0.2026,0.34955,0.23575,0.32545,0.22955,0.36575,0.3032,0.324
000000000000000006f3_0,0,0.03735,0.0335,0.0218,0.0397,0.0525,0.0248,0.0228,0.0219,0.0507,0.0682
00000000000000000a25_0,0,0.0297,0.0392,0.0318,0.0391,0.0289,0.0266,0.0374,0.04725,0.03095,0.0344
0000000000000000089d_0,0,0.0814,0.0868,0.12405,0.094,0.1008,0.2333,0.2382,0.2523,0.22295,0.239
000000000000000005b6_0,0,0.12495,0.0589,0.0736,0.0713,0.1053,0.0623,0.1204,0.05945,0.1062,0.05845
000000000000000006c4_0,0,0.2657,0.2139,0.216,0.2489,0.1772,0.2466,0.2167,0.3055,0.2719,0.1959
000000000000000006d7_0,0,0.0274,0.0222,0.0256999999999999,0.03435,0.0354,0.0158,0.02125,0.04,0.02745,0.019
00000000000000000645_0,0,0.2997,0.2748,0.2956999999999999,0.26865,0.30675,0.3085,0.2964,0.3075,0.311,0.2681
00000000000000000894_0,0,0.3271,0.3725,0.2604,0.25655,0.25025,0.2409,0.2418,0.25135,0.2449,0.3164
000000000000000001b3_0,0,0.128,0.1466,0.1323,0.12965,0.1067,0.1417,0.1392,0.19615,0.1689,0.1819
00000000000000000310_0,0,0.0513,0.02525,0.0154,0.0609,0.0252,0.0267,0.0299,0.02945,0.0717,0.0131
000000000000000004e5_0,0,0.2631,0.2323,0.2322,0.24,0.2103,0.23635,0.223,0.26865,0.2321,0.297
00000000000000000869_0,0,0.0562,0.0353,0.0255,0.0255,0.0214,0.023,0.0704,0.021,0.024,0.0189
00000000000000000247_0,0,0.0902,0.1018,0.0778,0.09475,0.1014,0.0908,0.07895,0.0921,0.0806,0.4067
00000000000000000662_0,0,0.32445,0.30805,0.35895,0.3736,0.4572,0.4204,0.5069,0.45135,0.3885,0.5536
0000000000000000085a_0,0,0.15545,0.11045,0.12175,0.0933,0.0963,0.09345,0.0965,0.0911,0.0524,0.0945
0000000000000000049f_0,0,0.3345,0.2802,0.2949,0.3552,0.2413,0.3375,0.29105,0.3114,0.2963,0.3248
00000000000000000832_0,0,0.21965,0.22845,0.1513,0.1858,0.188,0.1829,0.1816,0.2232,0.1963,0.2287
00000000000000000a4a_0,0,0.3226,0.2648,0.2605,0.2532,0.2227,0.2537,0.2488,0.3504,0.3756,0.35775
000000000000000002ed_0,0,0.038,0.0449,0.04735,0.02595,0.0472,0.0181,0.0255,0.0315,0.0324,0.0225
00000000000000000562_0,0,0.3767,0.3431,0.3345,0.3739,0.2182,0.3313,0.28865,0.3955,0.3167,0.217
000000000000000006fd_0,0,0.2387,0.22135,0.0945,0.1987,0.1876,0.18375,0.2081,0.21625,0.5103,0.1965
00000000000000000168_0,0,0.08145,0.0396,0.0592,0.02565,0.1406,0.0505,0.1068,0.046,0.05735,0.02245
000000000000000008cb_0,0,0.10935,0.12125,0.0767,0.0477,0.02185,0.0406,0.04185,0.03395,0.0404,0.0555
000000000000000001c3_0,0,0.4084,0.3581,0.2711,0.3945,0.2741,0.4076,0.26465,0.3693,0.3817,0.2807
00000000000000000203_0,0,0.3302,0.3561,0.3101,0.33725,0.2513,0.3725,0.252,0.2915999999999999,0.3234,0.3041
0000000000000000057e_0,0,0.1115,0.0915,0.09255,0.0799,0.0864,0.0911,0.0812,0.0799,0.11165,0.0613
000000000000000005b4_0,0,0.3854,0.20595,0.3324,0.4331,0.3695,0.33275,0.4509,0.35165,0.3243,0.3312
00000000000000000684_0,0,0.33165,0.3848,0.3113,0.38165,0.24255,0.37495,0.2555,0.4041,0.3034,0.4039
000000000000000009a1_0,0,0.0778,0.0361,0.0467,0.0523,0.0925,0.04695,0.02055,0.05,0.05,0.0754
000000000000000009a2_0,0,0.0572,0.0308,0.0293,0.02625,0.0201,0.02565,0.0315,0.0251,0.0185,0.0211
0000000000000000016a_0,0,0.03975,0.0228,0.0368,0.0203,0.04165,0.0105,0.0196,0.01925,0.027,0.0118
00000000000000000332_0,0,0.05425,0.0307,0.061,0.0682,0.03575,0.021,0.0337,0.0463,0.0737,0.0524
00000000000000000940_0,0,0.3096,0.34335,0.2935,0.3068,0.2524,0.2998,0.2535,0.2429,0.23355,0.2454
00000000000000000629_0,0,0.18295,0.17095,0.174,0.1396,0.1995,0.143,0.1567,0.17475,0.1952,0.13875
00000000000000000650_0,0,0.04735,0.0286,0.0531,0.0422,0.0468,0.02085,0.0393,0.0351,0.03225,0.0201
000000000000000009a3_0,0,0.10095,0.03345,0.0561,0.0332,0.1258,0.03205,0.08645,0.0501,0.0506,0.0321
