system:index,landcover,19-1_nir,19-2_nir,20-1_nir,20-2_nir,21-1_nir,21-2_nir,22-1_nir,22-2_nir,23-1_nir,23-2_nir
00000000000000000a21_0,0,0.0404,0.0193,0.025,0.01435,0.0171,0.0186,0.0137,0.0193,0.0375,0.0105
000000000000000001dc_0,0,0.1863,0.1534,0.1749,0.155,0.1583,0.1671,0.1789,0.16065,0.1983,0.1922
0000000000000000064d_0,0,0.03445,0.0191,0.03005,0.0155,0.0235,0.01795,0.0122,0.01915,0.0751,0.0091
0000000000000000035f_0,0,0.1009,0.0745,0.1286,0.083,0.0897,0.0433,0.0316,0.0497,0.0694,0.05
000000000000000005db_0,0,0.2169,0.2532,0.2704999999999999,0.24035,0.2779,0.2209,0.2777,0.223,0.3069,0.2427
0000000000000000008d_0,0,0.2828,0.3278,0.28505,0.3439,0.2766,0.337,0.29,0.31335,0.2775,0.3217
0000000000000000016d_0,0,0.1725,0.17585,0.1605,0.1318,0.1233,0.13505,0.1391,0.1625,0.1507,0.1598
00000000000000000293_0,0,0.0337,0.0379,0.0459,0.0345,0.0381,0.0337,0.0605,0.0445,0.07805,0.0167
000000000000000006c7_0,0,0.05345,0.03135,0.0184,0.0379,0.0152,0.0288,0.0328,0.0406,0.0644,0.033
000000000000000006e4_0,0,0.0756,0.03435,0.0856,0.0594,0.0451,0.041,0.02275,0.03665,0.0426,0.0371
00000000000000000916_0,0,0.0379,0.0138,0.0594,0.01325,0.0513,0.0319,0.10405,0.02225,0.0176,0.0106
000000000000000001c6_0,0,0.0395,0.0325,0.03515,0.0122,0.0292,0.01725,0.0091,0.0639,0.043,0.0317
00000000000000000214_0,0,0.0588,0.0401,0.04505,0.02625,0.0583,0.03895,0.0436,0.0421,0.0549,0.0386
0000000000000000065f_0,0,0.0975,0.02865,0.1025,0.01435,0.1225,0.0328,0.08505,0.0252,0.0682,0.0106
000000000000000005f2_0,0,0.24685,0.32695,0.2475,0.31725,0.2221,0.40555,0.21545,0.31395,0.239,0.2634
0000000000000000085e_0,0,0.0541,0.0326,0.0279,0.02865,0.0223,0.0256999999999999,0.03,0.0188,0.02435,0.0247
000000000000000001f6_0,0,0.0392,0.01965,0.0252,0.0173,0.0339,0.0168,0.02695,0.0423,0.0546,0.0203
000000000000000000ec_0,0,0.0798,0.0843,0.1152,0.0685,0.07485,0.06455,0.03395,0.0655,0.0457,0.069
000000000000000000f1_0,0,0.1436,0.08565,0.1116,0.0639,0.0814,0.07825,0.0916,0.0708,0.1059,0.06695
000000000000000001ba_0,0,0.4446,0.2943,0.3187,0.3628,0.304,0.4176,0.30045,0.3968,0.3406,0.3671
00000000000000000508_0,0,0.1657,0.1741,0.17885,0.1536,0.1845,0.1673,0.1578,0.1612,0.1867,0.187
00000000000000000549_0,0,0.14455,0.076725,0.0657,0.0653,0.06655,0.0478,0.06285,0.068025,0.1351,0.0601
00000000000000000672_0,0,0.307,0.29835,0.3032,0.295,0.2203,0.256,0.25875,0.3467,0.2131,0.2551
0000000000000000030e_0,0,0.03605,0.0302,0.0332,0.032,0.0173,0.0177,0.0275,0.0495,0.0667,0.0166
000000000000000002a6_0,0,0.0832,0.0144,0.0298,0.0524,0.02695,0.02495,0.05795,0.0583,0.07565,0.0428
0000000000000000030b_0,0,0.0255,0.0332999999999999,0.0327,0.04185,0.0283,0.03985,0.0227,0.0263,0.0487,0.0288
00000000000000000621_0,0,0.03885,0.0228,0.0286,0.01615,0.0304,0.0231,0.0349,0.0532,0.0334,0.0114
00000000000000000146_0,0,0.281,0.291,0.186,0.26455,0.2008,0.2704,0.2044,0.2634,0.2027,0.1806
000000000000000004f2_0,0,0.1618,0.0958,0.0993,0.11015,0.1562,0.0742,0.0463,0.0798,0.1302,0.0623
0000000000000000090f_0,0,0.0926,0.07675,0.0712,0.09695,0.1703,0.0726,0.13325,0.0849,0.1343,0.074
00000000000000000938_0,0,0.0268,0.03005,0.0338,0.0389,0.0213,0.0246,0.0291,0.03315,0.02275,0.0295
00000000000000000116_0,0,0.09705,0.0587,0.0657,0.05565,0.10065,0.0665999999999999,0.0532,0.05675,0.0908,0.0665
000000000000000002ae_0,0,0.0712,0.0196,0.0302,0.0486,0.0235,0.0252,0.0151,0.055,0.0767,0.0146
00000000000000000175_0,0,0.04605,0.01905,0.0398,0.0206,0.0419,0.016,0.03455,0.0287,0.02765,0.0145
00000000000000000929_0,0,0.0685,0.06635,0.0608,0.06245,0.0558,0.0703,0.0718,0.0382,0.0282,0.0315
0000000000000000012f_0,0,0.3374,0.24895,0.33725,0.2468,0.30045,0.35675,0.31905,0.3222,0.2926,0.3531
000000000000000004fb_0,0,0.2253,0.2182,0.2088,0.19625,0.186,0.2255,0.20015,0.1881,0.2303,0.1234
000000000000000001c2_0,0,0.0389,0.0224,0.0297,0.018,0.0381,0.0155,0.01445,0.048,0.033,0.01605
0000000000000000019e_0,0,0.0247,0.0168,0.02795,0.0143,0.0387,0.0129,0.0185,0.01705,0.03665,0.0129
0000000000000000019d_0,0,0.0456,0.0159,0.0284,0.02945,0.0493,0.02,0.0491,0.0282,0.03465,0.0207
0000000000000000021d_0,0,0.27645,0.34735,0.2035,0.22945,0.1949,0.3129,0.1921,0.40175,0.0912,0.332
00000000000000000274_0,0,0.3164,0.307425,0.2669,0.3383,0.2843,0.29945,0.26255,0.3006,0.2671,0.2934
0000000000000000027d_0,0,0.0395,0.0228,0.0212,0.0285,0.0324,0.01725,0.0211,0.02785,0.044,0.021
000000000000000002e6_0,0,0.1897,0.1557,0.1486,0.1253,0.12545,0.17305,0.1845,0.2066,0.1725,0.1553
00000000000000000696_0,0,0.4025500000000001,0.28635,0.3476,0.3036,0.3591,0.3258,0.3214,0.3578,0.4545,0.3195
000000000000000006c1_0,0,0.0222,0.0275,0.0239,0.0419,0.0298,0.02165,0.03855,0.0403,0.0273,0.02535
00000000000000000a24_0,0,0.0379,0.0214,0.0343,0.02935,0.0356999999999999,0.0148,0.01775,0.0317,0.0562,0.0175
00000000000000000246_0,0,0.04545,0.0152,0.0304,0.0285,0.0417,0.0166,0.0589,0.0365,0.0372,0.023
000000000000000002d3_0,0,0.0187,0.0242,0.0217,0.0316,0.02915,0.0268,0.0542,0.04415,0.0298,0.0192
0000000000000000067c_0,0,0.0308,0.01935,0.0305,0.016,0.0395,0.0172,0.024,0.0304499999999999,0.03395,0.0204
0000000000000000012e_0,0,0.2603,0.2307666666666666,0.1979,0.21635,0.201,0.2511,0.08005,0.116,0.16965,0.126
000000000000000002b2_0,0,0.2813,0.3204,0.2522,0.3075,0.2154,0.3919,0.19675,0.3727,0.2263,0.3078
0000000000000000058d_0,0,0.2894,0.3686,0.3013,0.44035,0.2991,0.3355,0.46345,0.43815,0.4949,0.4695
00000000000000000667_0,0,0.0287,0.017,0.0347,0.0255,0.0223,0.0096,0.01965,0.0258,0.0282,0.0124
000000000000000006af_0,0,0.0494,0.0264,0.0248,0.0309,0.0371,0.0187,0.0253,0.02545,0.0376,0.022
00000000000000000102_0,0,0.1823,0.1389,0.151,0.1462,0.10515,0.16695,0.1755,0.1921,0.1636,0.12835
000000000000000002a1_0,0,0.3742,0.3948,0.33455,0.3712,0.3451,0.422,0.3236,0.4006,0.33885,0.3546
00000000000000000285_0,0,0.0699,0.02555,0.034,0.05705,0.035,0.03925,0.0601,0.0439,0.07535,0.0118
0000000000000000021f_0,0,0.34245,0.3175,0.287,0.3552,0.23145,0.31865,0.2661,0.3117,0.2331,0.2777
000000000000000001e5_0,0,0.0426,0.0263,0.0195,0.0181,0.0314,0.0212,0.03115,0.0359,0.027,0.01845
00000000000000000282_0,0,0.3365,0.2593,0.2431,0.2357,0.2342,0.27135,0.2002,0.3213,0.203,0.2428
0000000000000000055c_0,0,0.2022,0.232375,0.1769,0.2334,0.168,0.2312,0.1896,0.2397,0.1777,0.2266
000000000000000001eb_0,0,0.0194,0.01985,0.0289999999999999,0.0163,0.01275,0.0157,0.0178,0.0238,0.0308,0.0104
00000000000000000604_0,0,0.332,0.31,0.29335,0.3103,0.2652,0.3136,0.29145,0.32515,0.3385,0.2757
0000000000000000069d_0,0,0.2357,0.1512,0.13895,0.15525,0.1524,0.1565,0.1951,0.19225,0.2242,0.1336
00000000000000000339_0,0,0.0589,0.0318,0.0696,0.052,0.02825,0.0222,0.0301,0.061,0.0573,0.0224
0000000000000000002d_0,0,0.3475,0.3642,0.3516,0.3622,0.31885,0.3863,0.3464,0.387,0.3539,0.4026
000000000000000001d5_0,0,0.2037,0.1656,0.1277,0.1732,0.1558,0.204,0.0911,0.135,0.1257,0.1358
00000000000000000277_0,0,0.347,0.26435,0.4135,0.4167,0.3202,0.391,0.5373,0.4064,0.333,0.3681
000000000000000002bc_0,0,0.2076,0.2301,0.2046,0.2464,0.2234,0.22905,0.2104,0.2615,0.1838,0.2332
00000000000000000653_0,0,0.0843,0.0211,0.028,0.0484,0.01435,0.0156,0.0291,0.02205,0.07752,0.0086
00000000000000000a28_0,0,0.0344,0.0218,0.04345,0.0132,0.0287,0.0205,0.0459,0.0148,0.0236,0.0121
00000000000000000a29_0,0,0.0604,0.04375,0.0342,0.0315,0.03015,0.0369,0.0565,0.0318,0.0237,0.0289
000000000000000001fa_0,0,0.3719,0.37565,0.24185,0.3094,0.2452,0.2543,0.24375,0.2932,0.336,0.2489
000000000000000005b0_0,0,0.4422,0.2765,0.33255,0.201,0.2597,0.2264,0.26105,0.3357,0.1848,0.1745
00000000000000000697_0,0,0.31465,0.2728,0.2562,0.26695,0.21395,0.3544,0.1951,0.3768,0.2229,0.2283
000000000000000001f1_0,0,0.3373,0.35395,0.24945,0.389,0.2019,0.3693,0.22485,0.313,0.2188,0.2743
0000000000000000021e_0,0,0.24335,0.2865,0.26185,0.2787,0.2536,0.2774,0.2525,0.2742,0.2493,0.2501
000000000000000002b5_0,0,0.0991,0.0465,0.0298,0.0383,0.0488,0.03575,0.0338,0.0434,0.0691,0.0476
000000000000000006a3_0,0,0.1833,0.2584,0.1556,0.213,0.10315,0.154,0.1753,0.1745,0.2042,0.1627
0000000000000000067d_0,0,0.06765,0.057,0.0356,0.0607,0.0505,0.0647,0.0417,0.0641,0.104,0.1054
0000000000000000049e_0,0,0.3145,0.35315,0.2692,0.4859,0.2644,0.5223500000000001,0.3137,0.3821,0.28435,0.3658
000000000000000005f7_0,0,0.0369,0.02,0.0335,0.0199,0.0192,0.0169,0.0291,0.0213,0.0358,0.0187
0000000000000000086c_0,0,0.02065,0.04015,0.0375,0.0309,0.0233,0.034,0.0212,0.0468,0.0226,0.0298
0000000000000000068a_0,0,0.027,0.0202,0.03235,0.01165,0.0311,0.01525,0.0182,0.0091,0.02435,0.0108
00000000000000000525_0,0,0.2102,0.23115,0.2187,0.2713,0.18695,0.19855,0.1594,0.268,0.2292,0.24
00000000000000000648_0,0,0.3515,0.34055,0.3325,0.3646,0.2785,0.36,0.2803,0.3811,0.3481,0.4126
000000000000000008b8_0,0,0.08625,0.14415,0.125,0.14645,0.1084,0.08385,0.125,0.1285,0.1271,0.135
0000000000000000090b_0,0,0.3338,0.3252,0.32555,0.3357,0.2232,0.2499,0.2295,0.2918,0.2578,0.3024
00000000000000000258_0,0,0.0458,0.0177,0.0248,0.0202,0.03915,0.01655,0.0343,0.02,0.0311,0.03295
000000000000000000ee_0,0,0.093,0.0716,0.0937,0.07575,0.07845,0.09405,0.095,0.0897,0.0908,0.0876
00000000000000000676_0,0,0.2949,0.2354,0.2429,0.2593,0.25845,0.2724,0.2637,0.2491,0.24945,0.24245
00000000000000000671_0,0,0.3421,0.3049,0.3007,0.3597,0.2202,0.34555,0.28925,0.3521,0.2813,0.2754999999999999
0000000000000000091f_0,0,0.28865,0.36165,0.2957,0.3587,0.2803,0.28645,0.28855,0.3184,0.2859,0.243
000000000000000002f8_0,0,0.2425,0.2528,0.2136,0.2747,0.27325,0.2576,0.2397,0.2663,0.2482,0.2239
0000000000000000050f_0,0,0.088,0.0626999999999999,0.06855,0.052,0.12925,0.05395,0.07575,0.0537571428571428,0.0565,0.0493
0000000000000000060c_0,0,0.302,0.3154,0.27505,0.3671999999999999,0.2492,0.2911,0.3173,0.2611,0.31755,0.32235
000000000000000008b1_0,0,0.0768,0.0157,0.0353,0.05,0.0203,0.0699,0.0577,0.0656,0.0714,0.0871
0000000000000000013d_0,0,0.1175,0.0837,0.1013,0.08115,0.09525,0.15355,0.0636,0.0748,0.071,0.0608
00000000000000000636_0,0,0.26695,0.292,0.2701,0.3042,0.2589,0.3136,0.28485,0.3026,0.2573,0.2597
00000000000000000205_0,0,0.0262,0.018,0.03855,0.0204,0.037,0.0085,0.0705,0.02195,0.0245,0.0144
00000000000000000228_0,0,0.0699,0.0619199999999999,0.0803,0.0665,0.11595,0.0435,0.0345,0.05495,0.063,0.0548
000000000000000008a2_0,0,0.2987,0.2512,0.2237,0.2184,0.1889,0.2304,0.2452,0.2401,0.1852,0.21525
0000000000000000024c_0,0,0.41405,0.3397,0.2952,0.2906,0.3411,0.3853,0.34035,0.3684,0.4355,0.4897
000000000000000005cc_0,0,0.32695,0.32515,0.2263,0.2601,0.2083,0.31155,0.2048,0.2773,0.1557,0.2127
000000000000000006a1_0,0,0.0445,0.0159,0.03985,0.0188,0.0489,0.01235,0.0361,0.02685,0.0305,0.0169
00000000000000000742_0,0,0.308,0.3304,0.29755,0.3295,0.3052,0.3776,0.2735,0.3592,0.3469,0.3129
00000000000000000172_0,0,0.04255,0.0192,0.03305,0.0177,0.0427,0.0141,0.02875,0.0304,0.0366999999999999,0.019
0000000000000000022c_0,0,0.089,0.0348,0.0355,0.0163,0.0232,0.03335,0.0549,0.0763,0.0862,0.0535
000000000000000002a4_0,0,0.3054,0.3108,0.258,0.27825,0.2455,0.3014,0.2745,0.3311,0.27095,0.2651
00000000000000000528_0,0,0.2531,0.3024,0.2569,0.2873,0.219,0.2437,0.2364,0.2708,0.2625,0.2597
00000000000000000207_0,0,0.041,0.0158,0.0342,0.0214,0.03875,0.01315,0.0382,0.0258,0.03485,0.0232
00000000000000000679_0,0,0.0468,0.0205,0.0391,0.02035,0.0447,0.0193,0.0484,0.0409,0.0299,0.02015
000000000000000001b7_0,0,0.03275,0.018,0.03155,0.0284,0.0353,0.01675,0.02615,0.0287,0.03255,0.0126
000000000000000009a4_0,0,0.0467,0.01395,0.0362,0.02315,0.04765,0.01845,0.0385,0.02385,0.0253,0.0101
000000000000000009a5_0,0,0.1739,0.07245,0.15775,0.0803,0.07945,0.07505,0.0761,0.08285,0.068,0.1637
000000000000000001bd_0,0,0.0208,0.0224,0.0332,0.0195,0.041,0.0151,0.01615,0.0204,0.0415,0.0141
00000000000000000642_0,0,0.02225,0.01685,0.023,0.01615,0.0422,0.0174,0.01655,0.0196,0.0283,0.0097
000000000000000002eb_0,0,0.0328,0.034,0.03,0.0248,0.03855,0.02565,0.0254,0.0152,0.0463,0.0246
00000000000000000673_0,0,0.31975,0.26605,0.1958,0.259,0.2336,0.2624,0.3404,0.2868,0.2956,0.2304
0000000000000000022a_0,0,0.0416,0.0149,0.0371,0.0254,0.0412,0.0149,0.0338,0.02565,0.0218,0.0099
00000000000000000899_0,0,0.0273,0.0428,0.0266,0.0387,0.0438,0.0361,0.0575,0.0395,0.0376,0.02495
00000000000000000681_0,0,0.037,0.0187,0.0441,0.01675,0.0601,0.0174,0.0588,0.0269,0.0471,0.0197
00000000000000000306_0,0,0.4791,0.39025,0.2208,0.3025,0.2025,0.2863,0.40705,0.3064,0.3923,0.2927
00000000000000000695_0,0,0.3461,0.29305,0.30175,0.3256,0.2876499999999999,0.28565,0.29045,0.2597,0.3049,0.2881
0000000000000000094c_0,0,0.0939,0.1625,0.16785,0.1667,0.1649,0.1607,0.0632,0.1568999999999999,0.1451,0.15335
00000000000000000693_0,0,0.28425,0.2956,0.2635,0.2921,0.2527,0.3035,0.2399,0.3046,0.2669,0.2383
000000000000000001c8_0,0,0.19435,0.1985,0.1769,0.1693,0.152,0.18805,0.1529,0.1969,0.1767,0.1654
000000000000000001d0_0,0,0.02285,0.01875,0.02705,0.01655,0.0185,0.0185,0.0229,0.0315,0.0536,0.0128
0000000000000000066d_0,0,0.1647,0.031,0.10275,0.02065,0.15745,0.0276,0.0936,0.0297,0.0277,0.0426
000000000000000001dd_0,0,0.02635,0.0214,0.0337,0.01685,0.02485,0.01945,0.0223,0.0235,0.0356,0.0114
000000000000000006d2_0,0,0.0387,0.02975,0.0236,0.0282,0.0176,0.01905,0.0381,0.05015,0.0519,0.0281
00000000000000000149_0,0,0.3278,0.3674,0.3376,0.3193,0.3084,0.2981,0.3051,0.3095,0.3371,0.2582
00000000000000000219_0,0,0.0789,0.0317,0.0895,0.0178,0.1009,0.0649,0.07775,0.0279,0.0343,0.01735
000000000000000002fd_0,0,0.0458,0.02845,0.0495,0.0461,0.03035,0.0221,0.0463,0.0394,0.1474,0.0326
0000000000000000090c_0,0,0.0256,0.03935,0.0316,0.03655,0.0267,0.0277,0.05515,0.0456,0.0226,0.02795
00000000000000000122_0,0,0.2388,0.2339999999999999,0.2334,0.2037,0.20045,0.2651,0.2496,0.205925,0.2055,0.2217
00000000000000000265_0,0,0.2593,0.267,0.2609,0.3575,0.2961,0.29875,0.3002,0.3762,0.29825,0.3274
00000000000000000868_0,0,0.16975,0.2498,0.1839,0.2471,0.1861,0.26185,0.2193,0.26335,0.2125,0.265
00000000000000000154_0,0,0.3502,0.3203,0.2741,0.365,0.2876,0.3006,0.18115,0.34345,0.3013,0.3181
000000000000000006ba_0,0,0.0808,0.0538,0.0296,0.05595,0.041,0.0332,0.0274,0.05635,0.0768,0.0511
000000000000000006c2_0,0,0.034,0.02775,0.02105,0.02295,0.027,0.02505,0.04565,0.03835,0.03,0.0247
00000000000000000331_0,0,0.0489,0.0249,0.0294,0.0563,0.0206,0.0234,0.0363,0.0326,0.0742,0.0098
000000000000000008f9_0,0,0.23835,0.27905,0.2543,0.3108,0.2542,0.2873,0.284,0.32,0.3167,0.3064
000000000000000006b6_0,0,0.0577,0.0287,0.0432,0.0497,0.0307,0.0273,0.06425,0.048,0.08045,0.0136
000000000000000001b2_0,0,0.1836,0.17,0.1934,0.172,0.1822,0.1821,0.1632,0.1701,0.2116,0.2186
0000000000000000027f_0,0,0.3614,0.33895,0.2746,0.37435,0.264,0.38765,0.2968,0.3806,0.2989,0.3231
000000000000000001ec_0,0,0.0473,0.0158,0.0385,0.0376,0.0461,0.0159,0.0419,0.03,0.03115,0.0266
000000000000000002f9_0,0,0.3823499999999999,0.3378,0.2939,0.3695,0.2243,0.41795,0.2498,0.42575,0.30375,0.3649
00000000000000000616_0,0,0.046,0.0229499999999999,0.03875,0.02825,0.0341,0.02695,0.01845,0.00965,0.0343,0.02695
0000000000000000089b_0,0,0.0295,0.0441,0.0336,0.0502,0.032,0.0443,0.0463,0.04445,0.0346,0.0368
00000000000000000895_0,0,0.0392,0.0525,0.0424,0.0352,0.0549,0.0386,0.0443,0.062,0.0632,0.0846
000000000000000000e4_0,0,0.3205,0.3077,0.30255,0.3102,0.2955,0.3127,0.2983,0.3454,0.3255,0.2969
000000000000000002d0_0,0,0.2531,0.21315,0.2303,0.2794999999999999,0.30165,0.2892,0.2537,0.3028,0.2525,0.2912
000000000000000006b5_0,0,0.09795,0.039,0.1262,0.0107,0.05015,0.0405,0.0935,0.05015,0.1143,0.028
000000000000000006c5_0,0,0.2777,0.2781,0.2629,0.2808,0.2317,0.2697,0.2539,0.2719,0.2449,0.2453
00000000000000000201_0,0,0.3,0.2985,0.2883,0.2871,0.2005,0.3853,0.1965,0.3179,0.2249,0.2301
000000000000000004d2_0,0,0.3834,0.32035,0.2916,0.3415,0.3011,0.371,0.3647,0.32365,0.2542,0.3136
000000000000000008ba_0,0,0.0461,0.0204,0.0314,0.0213,0.0208,0.02545,0.04385,0.02325,0.0169,0.0154
000000000000000005c8_0,0,0.2276,0.2959,0.2812,0.2806,0.177,0.2145,0.2198,0.25345,0.2189,0.2805
000000000000000006a2_0,0,0.0484,0.019,0.0377,0.0247,0.0472,0.0135,0.0367,0.03515,0.0332999999999999,0.0186
000000000000000006a7_0,0,0.0249,0.0173,0.0233,0.0133,0.0347,0.0087,0.02205,0.0174,0.03495,0.019
0000000000000000064c_0,0,0.12945,0.0615,0.19815,0.065,0.0631,0.06195,0.126,0.065,0.10545,0.0454
000000000000000006db_0,0,0.0428,0.0292,0.0263,0.03815,0.0271,0.0302,0.043,0.052,0.023,0.02635
0000000000000000031e_0,0,0.0347,0.0273,0.02235,0.04245,0.0291,0.03245,0.04775,0.044,0.02775,0.02385
0000000000000000069e_0,0,0.0348,0.01975,0.03275,0.01755,0.03275,0.0194,0.028,0.0279,0.0653,0.01925
00000000000000000359_0,0,0.16285,0.16415,0.1687,0.1593,0.14055,0.1373,0.182,0.1718,0.17,0.1533
00000000000000000234_0,0,0.0632,0.05575,0.0662,0.05765,0.0414,0.03975,0.038,0.0389,0.0219,0.0241
000000000000000002c2_0,0,0.0177,0.0196,0.0226,0.0242,0.0252,0.0193,0.0463,0.04335,0.0327,0.0157
00000000000000000363_0,0,0.3356,0.30775,0.2885,0.32345,0.2628,0.3089,0.2889,0.3357,0.2926,0.2803
000000000000000005c5_0,0,0.0296,0.0253,0.0414,0.0184,0.0462,0.01715,0.06995,0.02945,0.04215,0.0127
00000000000000000658_0,0,0.0447,0.0184,0.0337,0.02145,0.01975,0.0202,0.02725,0.0202,0.0345,0.01565
00000000000000000358_0,0,0.2797,0.2104,0.1693,0.2157,0.20275,0.2561,0.2158,0.243,0.2207,0.2342
000000000000000008a0_0,0,0.0638,0.04535,0.032,0.0408,0.0393,0.0625,0.0352,0.0503,0.0744,0.0609
00000000000000000249_0,0,0.2399,0.23355,0.189,0.2258,0.2097,0.1743,0.15935,0.1688,0.1516,0.1836
0000000000000000068c_0,0,0.1367,0.12705,0.1111,0.09265,0.0713,0.09565,0.0832,0.0776,0.1001,0.0499
000000000000000008c5_0,0,0.26775,0.18415,0.22765,0.2245,0.2716,0.1777,0.1773,0.179,0.2932,0.1262
00000000000000000278_0,0,0.1491,0.1355,0.137,0.1218,0.1365,0.1667,0.1809,0.1901,0.172,0.1516
00000000000000000625_0,0,0.173,0.1599,0.1746,0.1430999999999999,0.13575,0.1527,0.1103,0.12725,0.1688,0.1496
000000000000000006b9_0,0,0.2132,0.21875,0.21515,0.2148,0.217,0.1912,0.17155,0.16315,0.22335,0.2273
0000000000000000091d_0,0,0.0449,0.04595,0.0366,0.0329,0.035,0.02995,0.0366,0.0341,0.0273,0.027
00000000000000000a23_0,0,0.0828,0.03075,0.02935,0.0243,0.0404,0.0098,0.0252,0.0194,0.0066,0.0168
0000000000000000087d_0,0,0.04455,0.0295,0.0318,0.0201,0.0345,0.02645,0.0263,0.0184,0.03315,0.0232
00000000000000000669_0,0,0.03865,0.0163,0.04305,0.01575,0.02805,0.014,0.0301,0.0238,0.02875,0.01775
000000000000000002dc_0,0,0.0322,0.02685,0.0224,0.043,0.02345,0.032,0.05335,0.0439,0.0259,0.0231
00000000000000000215_0,0,0.0309,0.01385,0.02465,0.0202,0.03445,0.01105,0.01865,0.0156,0.0206,0.0184
0000000000000000024a_0,0,0.32765,0.31735,0.282,0.3126,0.2478,0.3161,0.31985,0.3536,0.2609,0.2828
00000000000000000843_0,0,0.035,0.0232,0.0932,0.03725,0.1082,0.02175,0.0215,0.0515,0.1073,0.0242
0000000000000000070c_0,0,0.1354,0.13745,0.1315,0.1334,0.15635,0.1365,0.128,0.13335,0.1579,0.1325
00000000000000000701_0,0,0.1295,0.13025,0.12205,0.143,0.148,0.1286,0.10645,0.09685,0.14,0.1494
000000000000000001b1_0,0,0.08595,0.15115,0.1114,0.0804,0.082,0.07505,0.0968,0.0424,0.0601,0.0509
00000000000000000255_0,0,0.0897,0.02635,0.0788,0.0215,0.0869,0.03155,0.0697,0.0347,0.0556,0.01775
00000000000000000665_0,0,0.0249,0.0181,0.0289,0.01745,0.018,0.0201,0.02385,0.0224,0.0413,0.0113
00000000000000000656_0,0,0.35045,0.3232,0.316,0.3957,0.2605,0.3848,0.3352,0.3945,0.3254,0.3288999999999999
00000000000000000158_0,0,0.303,0.37045,0.2974,0.3549,0.30915,0.3464,0.3131,0.403,0.3572,0.3071
0000000000000000053d_0,0,0.155,0.1549,0.1711,0.1398,0.12025,0.1685,0.1783,0.24165,0.2273,0.151
000000000000000009a6_0,0,0.0779,0.0401,0.1375,0.0639,0.0971,0.07015,0.0633,0.0477,0.0366,0.0341
00000000000000000a49_0,0,0.26365,0.2933,0.25875,0.2843,0.2417,0.2851,0.2612,0.2776,0.24145,0.2894
0000000000000000086f_0,0,0.0372,0.02145,0.0307,0.0138,0.0184,0.0183,0.0199,0.0198,0.0356,0.0118
000000000000000006ea_0,0,0.0324,0.0195,0.02405,0.0214,0.0173,0.0177,0.06075,0.04295,0.0123,0.00815
0000000000000000024e_0,0,0.0314,0.02405,0.0373,0.0282,0.03305,0.0223,0.04585,0.02575,0.0322,0.02695
0000000000000000086d_0,0,0.0368,0.0169,0.0279,0.01805,0.0303,0.01225,0.01435,0.0122,0.0276,0.0171
00000000000000000655_0,0,0.0196,0.0157,0.02425,0.0108,0.0185,0.0135,0.00605,0.0106,0.013,0.0078
00000000000000000267_0,0,0.0409,0.02565,0.0266,0.01985,0.0366,0.0165,0.02765,0.0352,0.031,0.0208
0000000000000000028a_0,0,0.04545,0.05955,0.0896,0.0551,0.0523,0.0591,0.0621,0.0554,0.0764,0.0382
000000000000000006e1_0,0,0.21775,0.229,0.2024,0.2251,0.2144,0.2624499999999999,0.2294,0.2533,0.2134,0.2237
00000000000000000551_0,0,0.2665,0.2735,0.2747,0.2807,0.25655,0.3001,0.2577,0.29945,0.2932,0.2777
0000000000000000058c_0,0,0.1191,0.10215,0.1178,0.09185,0.1167,0.10925,0.1179,0.1226,0.1224,0.0756
0000000000000000067b_0,0,0.2899,0.30205,0.1556,0.2323,0.1626,0.24185,0.1942,0.39305,0.1993,0.21025
000000000000000005ee_0,0,0.0757,0.06355,0.06215,0.0728,0.157,0.0394,0.05255,0.0634,0.1583,0.09715
0000000000000000054f_0,0,0.1239,0.1135,0.118,0.12,0.1223,0.1375,0.14935,0.1417749999999999,0.1596,0.113
00000000000000000169_0,0,0.126,0.0671,0.1162,0.1406,0.1227999999999999,0.0835,0.09755,0.1416,0.0849,0.073
000000000000000001f0_0,0,0.0688,0.0353,0.0859,0.028,0.1064499999999999,0.0483,0.0374,0.0424,0.0497,0.0348
00000000000000000853_0,0,0.16175,0.156,0.1595,0.15335,0.156,0.1774,0.16485,0.183,0.14515,0.248
00000000000000000892_0,0,0.2833,0.2821,0.2388,0.30115,0.30165,0.2017,0.1969,0.322,0.2957,0.231
00000000000000000628_0,0,0.09235,0.0986875,0.0797,0.0794,0.0549,0.0761,0.0997,0.08695,0.09445,0.0577
00000000000000000930_0,0,0.34785,0.32475,0.32335,0.3192,0.2911,0.3757,0.27865,0.4885,0.2765,0.4199
000000000000000002c0_0,0,0.1663,0.02785,0.14215,0.0226,0.1831,0.0185,0.10765,0.0251,0.0623,0.02255
000000000000000001cb_0,0,0.44515,0.344,0.3155,0.38445,0.3005,0.3617,0.3417,0.36385,0.375,0.3337
00000000000000000680_0,0,0.0196,0.017,0.02675,0.0105,0.0247,0.01385,0.00595,0.01025,0.0143,0.0078
00000000000000000920_0,0,0.0456,0.0269,0.0335,0.0279,0.0209,0.02595,0.0305,0.0435,0.0562,0.0475
000000000000000006d4_0,0,0.2564,0.29635,0.25645,0.2902,0.266,0.2948,0.2782,0.291275,0.2635,0.2574
0000000000000000026d_0,0,0.0284,0.01855,0.0246,0.0211,0.0225,0.01835,0.0256,0.0194,0.0404,0.0148
