system:index,landcover,19-1_blue,19-2_blue,20-1_blue,20-2_blue,21-1_blue,21-2_blue,22-1_blue,22-2_blue,23-1_blue,23-2_blue
0000000000000000069d_0,0,0.1499,0.0969,0.08305,0.0846,0.0743,0.0856,0.0827,0.09985,0.1175,0.0659
00000000000000000339_0,0,0.103,0.087,0.0831,0.0996,0.07965,0.0863,0.0869,0.09125,0.1138,0.0755
0000000000000000002d_0,0,0.0439,0.0354,0.08315,0.0384,0.0517,0.03585,0.0384,0.0463,0.0548,0.0436
000000000000000001d5_0,0,0.0918,0.05335,0.0832,0.0637,0.0812,0.0678,0.0443,0.0471,0.0535,0.048
00000000000000000277_0,0,0.03835,0.036,0.0832,0.0443,0.0475,0.0358,0.029,0.03465,0.0461,0.0417
000000000000000002bc_0,0,0.103,0.0891,0.0832,0.0748,0.0718,0.05395,0.0584,0.0556,0.0866,0.0512
00000000000000000653_0,0,0.1287,0.0748,0.0833,0.0711,0.0538,0.0543,0.0635,0.07745,0.0916,0.0605
00000000000000000a28_0,0,0.0656,0.05435,0.0834,0.0479,0.0661,0.0662,0.06905,0.0484,0.0692,0.0589
00000000000000000a29_0,0,0.1066,0.0944,0.0834,0.0808,0.07975,0.0805,0.1044,0.08345,0.0736,0.0816
000000000000000001fa_0,0,0.0448,0.0483,0.08345,0.0498,0.0933,0.0701,0.06045,0.1346,0.0832,0.0844999999999999
000000000000000005b0_0,0,0.0495,0.0586,0.0835,0.0611,0.0852,0.0723,0.0672,0.0804,0.0731,0.067
00000000000000000697_0,0,0.0668499999999999,0.071,0.0835,0.0829,0.0884,0.055,0.0733,0.0685,0.0789,0.0809
000000000000000001f1_0,0,0.0566,0.0564,0.0836,0.0549,0.0696,0.0531,0.08105,0.0674,0.0639,0.0618
0000000000000000021e_0,0,0.0708999999999999,0.0658,0.0836,0.0624,0.0653,0.0635,0.0554,0.0568,0.049,0.0498
000000000000000002b5_0,0,0.0836,0.08765,0.0836,0.08535,0.0779,0.0835,0.0902999999999999,0.0903,0.1007,0.0833
000000000000000006a3_0,0,0.1164,0.1022,0.0836,0.0863,0.0766,0.0951,0.126,0.0939,0.1018,0.0782
0000000000000000067d_0,0,0.08415,0.0725,0.0837,0.0761,0.0593,0.0999,0.0805,0.0851,0.1295,0.0639
0000000000000000049e_0,0,0.0502,0.0737,0.08375,0.0397,0.0471,0.0448,0.0546,0.04885,0.1106999999999999,0.0352
000000000000000005f7_0,0,0.0789,0.0665,0.08375,0.0609,0.0660999999999999,0.0622,0.06675,0.067,0.0646,0.0731
0000000000000000086c_0,0,0.06915,0.0809,0.0838,0.0771,0.0659,0.06525,0.0602,0.0910499999999999,0.0619,0.07365
0000000000000000068a_0,0,0.0755,0.069,0.0838,0.08045,0.08675,0.0739,0.086,0.07565,0.07065,0.0773
00000000000000000525_0,0,0.0421,0.031,0.0839,0.0423,0.0456,0.04495,0.0325,0.0338,0.0465,0.0281
00000000000000000648_0,0,0.0718,0.07685,0.084,0.0654,0.0606,0.07375,0.0907,0.0732,0.0734,0.0487
000000000000000008b8_0,0,0.0826,0.0828,0.084,0.0914,0.0863,0.08875,0.0893,0.0744,0.0792,0.0711
0000000000000000090b_0,0,0.0636,0.0549,0.08415,0.0668,0.0709,0.0608,0.08205,0.0521,0.071,0.06065
00000000000000000258_0,0,0.0959,0.0888,0.0842,0.08505,0.10255,0.08295,0.0865,0.0822,0.0879,0.0976
000000000000000000ee_0,0,0.0789,0.0543,0.0842,0.04,0.0819,0.05135,0.034,0.0519,0.0487,0.038
00000000000000000676_0,0,0.0806,0.0714,0.0842,0.079,0.0855,0.0728,0.06475,0.0644,0.06415,0.06925
00000000000000000671_0,0,0.0497,0.0626,0.08425,0.0708,0.1088,0.0771,0.11445,0.0485,0.1012,0.0599
0000000000000000091f_0,0,0.06335,0.04155,0.08425,0.04455,0.0604,0.0441,0.05735,0.0441,0.0558,0.1111
000000000000000002f8_0,0,0.0745,0.0854,0.0843,0.0847,0.10235,0.07055,0.0605,0.0613,0.0747,0.0567
0000000000000000050f_0,0,0.06655,0.0486,0.0843,0.0431,0.0757,0.0415,0.0605,0.0471666666666666,0.0405,0.0665
0000000000000000060c_0,0,0.0904,0.0432,0.0843,0.04975,0.106,0.0839,0.1032,0.0903,0.0858,0.11025
000000000000000008b1_0,0,0.1075,0.0624,0.0843,0.0981,0.0762,0.0894,0.1026,0.0894,0.1008,0.0725
0000000000000000013d_0,0,0.0727,0.0682,0.08435,0.0487,0.0916,0.0655,0.06105,0.045,0.0503,0.0413
00000000000000000636_0,0,0.0741,0.0741,0.0844,0.0711,0.0759,0.0732,0.07735,0.083,0.0988,0.0638
00000000000000000205_0,0,0.0793,0.0819,0.08445,0.0748,0.085,0.0676,0.0694,0.08185,0.07055,0.0633
00000000000000000228_0,0,0.0735,0.0587833333333333,0.08445,0.0531,0.0705,0.0383,0.0563,0.058375,0.0609,0.0627
000000000000000008a2_0,0,0.078,0.06285,0.0845,0.0558,0.0734,0.0502,0.05225,0.0497,0.0483,0.0525
0000000000000000024c_0,0,0.0687,0.0907,0.0846,0.0711,0.0575,0.04425,0.06975,0.06715,0.0779,0.0536
000000000000000005cc_0,0,0.05665,0.0581,0.0847,0.06305,0.082,0.05185,0.0952,0.04995,0.0536,0.0711
000000000000000006a1_0,0,0.0992,0.0712,0.0847499999999999,0.0821,0.1036,0.0774,0.089,0.07925,0.08205,0.0824
00000000000000000742_0,0,0.0903,0.08415,0.0848,0.1235,0.1186,0.094,0.0985,0.08445,0.0943,0.0764
00000000000000000172_0,0,0.08755,0.0793,0.08485,0.0704,0.0993,0.0747,0.0789499999999999,0.0727,0.08455,0.078
0000000000000000022c_0,0,0.11025,0.0776,0.0849,0.0786,0.0784,0.08105,0.0975,0.09915,0.1088,0.0632
000000000000000002a4_0,0,0.0846,0.0883,0.0849,0.07685,0.0824,0.0658499999999999,0.08035,0.0634,0.0555,0.0692
00000000000000000528_0,0,0.0777,0.0474,0.0849,0.0432,0.0885,0.05545,0.0576,0.0484,0.07735,0.0483
00000000000000000207_0,0,0.1009,0.07905,0.08495,0.0799,0.09235,0.08315,0.0826,0.0816,0.08485,0.1013
00000000000000000679_0,0,0.09605,0.0732,0.0849999999999999,0.07965,0.0986,0.0715,0.0927,0.095,0.0873,0.08275
000000000000000001b7_0,0,0.075,0.0736,0.0851,0.0783,0.0876,0.0615,0.0704,0.0607,0.0752,0.0745
000000000000000009a4_0,0,0.0988,0.0719,0.08515,0.08595,0.1038999999999999,0.0823,0.0823,0.06715,0.08715,0.0819
000000000000000009a5_0,0,0.086,0.08755,0.08515,0.0917,0.0899,0.07965,0.0943,0.09135,0.08985,0.0813
000000000000000001bd_0,0,0.06,0.0721,0.0852,0.06625,0.08265,0.0672,0.06035,0.0689,0.08775,0.069
00000000000000000642_0,0,0.0929,0.0773,0.0852,0.07255,0.0841,0.0769,0.0819,0.0799,0.0953,0.0727
000000000000000002eb_0,0,0.08865,0.0873,0.0853,0.0874,0.07285,0.0835,0.0866,0.0728,0.1084,0.0857
00000000000000000673_0,0,0.06555,0.05655,0.0853,0.0696,0.0954,0.1188,0.1171,0.1275,0.129,0.0925
0000000000000000022a_0,0,0.0929,0.07715,0.08535,0.0841,0.0991,0.0786,0.0885,0.08285,0.0883,0.0824
00000000000000000899_0,0,0.0718,0.0844,0.0856,0.0818,0.07765,0.07295,0.0804,0.0953,0.07765,0.07255
00000000000000000681_0,0,0.0698,0.0706,0.08565,0.06085,0.0688,0.07095,0.07025,0.0774,0.07175,0.0775
00000000000000000306_0,0,0.0297,0.04795,0.0857,0.087,0.0941,0.1414,0.1395,0.1419,0.1369,0.0909
00000000000000000695_0,0,0.077,0.05645,0.08575,0.0758,0.0877,0.0652,0.07255,0.0513,0.0714,0.08
0000000000000000094c_0,0,0.0784,0.0827,0.08575,0.0819,0.0851,0.08235,0.0732,0.0784499999999999,0.0844,0.0782
00000000000000000693_0,0,0.0778,0.091,0.0859,0.0817,0.0941,0.0786,0.0969,0.073,0.1067,0.0891
000000000000000001c8_0,0,0.0916,0.0737,0.08595,0.058,0.0747,0.06025,0.05115,0.057,0.0558,0.0538
000000000000000001d0_0,0,0.0797,0.07425,0.08595,0.06815,0.0766,0.0665999999999999,0.069,0.0763,0.0924,0.073
0000000000000000066d_0,0,0.0996,0.07935,0.086,0.071,0.0921,0.0854,0.08935,0.0753,0.06465,0.0865
000000000000000001dd_0,0,0.085,0.076,0.086,0.06925,0.0756,0.0681,0.071,0.0762,0.0844,0.0718
000000000000000006d2_0,0,0.097,0.0861,0.086,0.093,0.0801,0.08335,0.0986,0.0951,0.0984,0.0781
00000000000000000149_0,0,0.0574,0.0473,0.08605,0.0469,0.05385,0.048,0.05385,0.0465,0.0631,0.0541
00000000000000000219_0,0,0.09655,0.0757,0.08605,0.0771,0.0921,0.0828,0.07205,0.0715,0.08255,0.0851
000000000000000002fd_0,0,0.0849999999999999,0.0741,0.0861,0.0829,0.07555,0.052,0.0724,0.0718,0.095,0.0528
0000000000000000090c_0,0,0.0694,0.08435,0.0861,0.08785,0.0771,0.0776,0.10145,0.0842,0.0764999999999999,0.0719
00000000000000000122_0,0,0.0839,0.0517,0.0862,0.04305,0.06385,0.0532,0.0818,0.043825,0.0437,0.0444
00000000000000000265_0,0,0.0759,0.0565,0.0862,0.06905,0.0914,0.05755,0.0756,0.04835,0.07395,0.0525
00000000000000000868_0,0,0.0528,0.0419,0.08635,0.0543,0.0573,0.04935,0.0437,0.05075,0.0556,0.0471
00000000000000000154_0,0,0.1021,0.04445,0.0864,0.0472,0.0444,0.0429,0.0276,0.0425,0.0501,0.0325
000000000000000006ba_0,0,0.1027,0.08455,0.0864,0.0928,0.0864,0.09005,0.0888,0.08975,0.1015,0.0828
000000000000000006c2_0,0,0.1015,0.09125,0.0864,0.0894,0.08625,0.0895,0.1116,0.10005,0.0943,0.0827
00000000000000000331_0,0,0.08985,0.07425,0.0866,0.0852,0.0857,0.07975,0.0734,0.074,0.0941,0.0712
000000000000000008f9_0,0,0.07035,0.06635,0.0866,0.0707,0.04805,0.05,0.0709,0.0585,0.09425,0.0854
000000000000000006b6_0,0,0.0884,0.0872,0.0867,0.0878,0.0908,0.0731,0.09645,0.0838,0.10335,0.0546
000000000000000001b2_0,0,0.0953,0.078,0.0868,0.0653,0.07125,0.0616,0.06305,0.0612,0.0624,0.0545
0000000000000000027f_0,0,0.0754,0.06465,0.08685,0.06065,0.07025,0.0718999999999999,0.0827,0.0535,0.0861,0.0374
000000000000000001ec_0,0,0.09745,0.0689,0.0869,0.0764999999999999,0.0919,0.0746,0.0805,0.07605,0.08095,0.0856
000000000000000002f9_0,0,0.0759,0.0541,0.0869,0.0678,0.0678,0.05205,0.0756,0.04685,0.0754,0.042
00000000000000000616_0,0,0.0596,0.09005,0.0869,0.06905,0.063,0.073,0.0731499999999999,0.05675,0.0773,0.0646
0000000000000000089b_0,0,0.0788,0.0857,0.0869,0.0887,0.0814,0.0747,0.0837,0.0776,0.0741,0.0716
00000000000000000895_0,0,0.0876,0.0833,0.0871,0.0801,0.0875,0.07965,0.08135,0.07575,0.07375,0.0779
000000000000000000e4_0,0,0.0691,0.06185,0.0872,0.0553,0.0635,0.0506,0.0501,0.0468,0.0593,0.0448
000000000000000002d0_0,0,0.0912,0.069,0.0872,0.08705,0.10425,0.0851,0.0829,0.0909,0.0864,0.0866
000000000000000006b5_0,0,0.0978499999999999,0.0917,0.0872,0.08415,0.09165,0.07625,0.08965,0.07255,0.0947,0.0926
000000000000000006c5_0,0,0.0889,0.068,0.08725,0.0901,0.0717,0.0648,0.0682,0.0547,0.0746,0.0606499999999999
00000000000000000201_0,0,0.05915,0.0715,0.0873,0.0538,0.0653,0.045,0.0466,0.0502,0.0623,0.0732
000000000000000004d2_0,0,0.0334,0.03475,0.0873,0.0444,0.04965,0.0287,0.0385,0.0299,0.0624,0.0436
000000000000000008ba_0,0,0.0896,0.0656,0.0873,0.0683,0.06475,0.06765,0.07555,0.06915,0.0717,0.0638
000000000000000005c8_0,0,0.0687,0.08645,0.0874,0.064,0.068,0.0605,0.0656,0.05795,0.0854,0.0692
000000000000000006a2_0,0,0.1047,0.0719,0.0874,0.0832,0.0989,0.08145,0.0865,0.09015,0.08565,0.0806
000000000000000006a7_0,0,0.07935,0.0778,0.0874,0.0838,0.0949,0.0734,0.0743,0.0695,0.08265,0.0825
0000000000000000064c_0,0,0.07435,0.058,0.08745,0.0475,0.0565,0.0506,0.0904,0.0583,0.08315,0.0339
000000000000000006db_0,0,0.1047,0.089,0.08745,0.1059,0.09135,0.0932,0.10625,0.1092,0.09275,0.08505
0000000000000000031e_0,0,0.0928,0.08905,0.0875,0.11155,0.08965,0.09505,0.11765,0.1112,0.0961,0.08475
0000000000000000069e_0,0,0.0772,0.07745,0.0875,0.0787,0.0861,0.0796,0.0778,0.08665,0.0946,0.07405
00000000000000000359_0,0,0.0936,0.1041,0.0876,0.09665,0.0829,0.109,0.1481,0.12685,0.1298,0.083
00000000000000000234_0,0,0.0695,0.05875,0.0877,0.05435,0.0616499999999999,0.04195,0.0454,0.0626,0.0485,0.02885
000000000000000002c2_0,0,0.0926,0.086,0.0877,0.0929,0.0911,0.08895,0.11025,0.1,0.10235,0.0831
00000000000000000363_0,0,0.086,0.09755,0.0877,0.10455,0.1043,0.1077,0.1052,0.1054,0.1243,0.1109
000000000000000005c5_0,0,0.0704,0.0697,0.0877,0.0635,0.0842499999999999,0.06135,0.06385,0.07135,0.07935,0.0642
00000000000000000658_0,0,0.0819,0.0609,0.08775,0.0698,0.06585,0.0574,0.0655,0.0651,0.0644,0.06965
00000000000000000358_0,0,0.1466,0.12455,0.0879,0.1148,0.12425,0.1282,0.1387,0.14485,0.1346,0.1469
000000000000000008a0_0,0,0.0933,0.0696,0.0879,0.0884,0.07175,0.0839,0.0899,0.0828,0.1151,0.0694
00000000000000000249_0,0,0.0931,0.0834,0.088,0.0703,0.0931,0.0613,0.0689,0.0539,0.0623,0.0641
0000000000000000068c_0,0,0.1082,0.0899,0.088,0.07835,0.0657,0.07785,0.0859,0.0865,0.1004,0.0591
000000000000000008c5_0,0,0.09245,0.06335,0.08805,0.08835,0.11845,0.0544,0.0584,0.0553,0.1148,0.0644
00000000000000000278_0,0,0.0752,0.069,0.0882,0.0733,0.0762,0.0835,0.0856,0.0872,0.0807,0.0649
00000000000000000625_0,0,0.08305,0.065,0.0882,0.07185,0.0692,0.0714,0.0693,0.0651,0.0876,0.0711
000000000000000006b9_0,0,0.06445,0.0783,0.0882,0.0874,0.1066,0.073,0.0893,0.0503,0.1011,0.05435
0000000000000000091d_0,0,0.1024,0.0983,0.0882,0.0819,0.081,0.0749,0.0832,0.0802,0.073,0.0813
00000000000000000a23_0,0,0.1406,0.0824,0.08855,0.0802,0.102,0.0633,0.0754,0.0701,0.0484,0.0647
0000000000000000087d_0,0,0.0920499999999999,0.0822,0.0886,0.0758,0.0919,0.08025,0.08105,0.0745,0.07975,0.08
00000000000000000669_0,0,0.09385,0.067,0.0886,0.07535,0.0829,0.07575,0.0836,0.0756,0.0843,0.0806
000000000000000002dc_0,0,0.1029,0.08955,0.08865,0.107,0.08895,0.09655,0.1152499999999999,0.1091,0.09765,0.084
00000000000000000215_0,0,0.0816,0.07265,0.0888,0.0832,0.09295,0.0721499999999999,0.07355,0.0708,0.08,0.0819
0000000000000000024a_0,0,0.093,0.0733333333333333,0.0888,0.062,0.0918,0.0575,0.0504,0.05005,0.0426,0.05245
00000000000000000843_0,0,0.0712,0.05945,0.0888,0.0635,0.0766,0.0655,0.0641,0.0851,0.0724,0.07045
0000000000000000070c_0,0,0.0947,0.08985,0.0892,0.0995,0.10885,0.0938,0.0881,0.08155,0.1225,0.0845
00000000000000000701_0,0,0.0791,0.08295,0.08925,0.0958,0.1042,0.08345,0.07855,0.0793,0.1073,0.136
000000000000000001b1_0,0,0.0715499999999999,0.1266,0.0893,0.048,0.0919,0.05165,0.0748,0.0247,0.0479,0.0307
00000000000000000255_0,0,0.098,0.0793,0.0894,0.08605,0.0923,0.0874,0.0818,0.09605,0.0963,0.08815
00000000000000000665_0,0,0.0854,0.0775,0.0897,0.07035,0.0782,0.0679,0.07385,0.075,0.0895,0.0678
00000000000000000656_0,0,0.09555,0.0747,0.08975,0.0675,0.0728,0.0603,0.0644,0.0677,0.0591,0.0598
00000000000000000158_0,0,0.053,0.05315,0.0898,0.0471,0.04745,0.0395,0.0538,0.0289,0.0754,0.0346
0000000000000000053d_0,0,0.08105,0.0469,0.0898,0.04775,0.0612,0.0563,0.0557,0.0528,0.057,0.0588
000000000000000009a6_0,0,0.0726,0.0336,0.0901,0.0526,0.095,0.05255,0.0376,0.0377,0.0457,0.0219
00000000000000000a49_0,0,0.11175,0.1011,0.0901,0.0937,0.0898,0.0851,0.0916,0.0929,0.0816,0.0852
0000000000000000086f_0,0,0.08925,0.0737,0.09015,0.0688,0.06505,0.0645,0.05455,0.066,0.0705,0.0776
000000000000000006ea_0,0,0.1073,0.0892,0.0902,0.0989,0.0896,0.0867,0.12235,0.11185,0.0926,0.08345
0000000000000000024e_0,0,0.079,0.0819,0.09025,0.0837,0.08265,0.0826,0.09505,0.0865,0.0859,0.07865
0000000000000000086d_0,0,0.09755,0.0883,0.0903,0.08145,0.0914,0.07075,0.08305,0.069,0.0835,0.08765
00000000000000000655_0,0,0.0856,0.0801,0.09035,0.0701,0.0749,0.0694,0.06565,0.07235,0.0838,0.0705
00000000000000000267_0,0,0.0923,0.09475,0.0905,0.08745,0.0931,0.0961,0.0828,0.0998,0.08825,0.0862
0000000000000000028a_0,0,0.0763,0.077,0.0905,0.0877,0.0677,0.0703,0.0709,0.0754,0.0893,0.0707
000000000000000006e1_0,0,0.0898,0.0922,0.0905,0.0913,0.15595,0.15165,0.14195,0.1397,0.10975,0.1076
00000000000000000551_0,0,0.05915,0.0497,0.0906,0.0468,0.055,0.0388,0.04775,0.0428,0.041,0.0389
0000000000000000058c_0,0,0.0536,0.04725,0.0906,0.05325,0.06815,0.0411,0.0619,0.0431666666666666,0.0379,0.0408
0000000000000000067b_0,0,0.0539,0.0563,0.0906,0.0763,0.0739,0.0526,0.0796,0.05715,0.0729,0.0743
000000000000000005ee_0,0,0.0588,0.0543,0.0906,0.06085,0.10985,0.0373,0.06075,0.0597,0.05655,0.0424
0000000000000000054f_0,0,0.0671,0.04634,0.0907,0.0513999999999999,0.07095,0.0515,0.06665,0.04785,0.0555,0.0461
00000000000000000169_0,0,0.0826,0.0521,0.0908,0.0538,0.0705,0.02875,0.03845,0.06675,0.0397,0.0162
000000000000000001f0_0,0,0.07635,0.0472,0.0908,0.0459,0.11075,0.0357,0.0532,0.04925,0.05865,0.0387
00000000000000000853_0,0,0.0897,0.08285,0.0908,0.09075,0.0814,0.09465,0.08385,0.0915,0.0793,0.1555
00000000000000000892_0,0,0.1322,0.09275,0.0909,0.12865,0.13,0.127,0.1021,0.1521,0.1467,0.1523
00000000000000000628_0,0,0.07135,0.0683333333333333,0.0910499999999999,0.0701,0.0647,0.0601,0.07,0.05965,0.06345,0.0731
00000000000000000930_0,0,0.06455,0.0492,0.0910499999999999,0.0503,0.0625,0.0365,0.0836,0.0388,0.089,0.0505
000000000000000002c0_0,0,0.0935,0.08885,0.09105,0.0817,0.0952,0.0799,0.08615,0.0762,0.1015,0.0857
000000000000000001cb_0,0,0.0641,0.05865,0.0911,0.0527,0.0749,0.0541,0.06495,0.04725,0.0639,0.0758
00000000000000000680_0,0,0.0882,0.0829,0.0911,0.0719,0.07665,0.0688,0.0613,0.0722,0.0856,0.0746
00000000000000000920_0,0,0.0887,0.0698,0.0911,0.0853,0.067,0.06755,0.0969,0.0823,0.0943,0.076
000000000000000006d4_0,0,0.1032,0.0711,0.0913,0.0812,0.1009,0.0695,0.0637,0.0577,0.0548,0.0518
0000000000000000026d_0,0,0.0891,0.076,0.0914,0.0783,0.0818,0.07885,0.0902,0.0774,0.0965,0.07975
000000000000000005eb_0,0,0.0919,0.0728,0.09145,0.0616,0.079,0.0627,0.0677,0.0712,0.06285,0.0627
000000000000000000cf_0,0,0.067,0.03555,0.0915,0.0353,0.0364,0.0331,0.0789,0.0256,0.088,0.0263
000000000000000002c6_0,0,0.0801,0.0681,0.0915,0.078,0.0686,0.0660999999999999,0.0709,0.0695,0.0813,0.0645
000000000000000005b9_0,0,0.08425,0.064475,0.0915,0.0568,0.0814,0.0663,0.06235,0.0518,0.0577,0.0546
000000000000000005d7_0,0,0.064,0.0596,0.0915,0.05955,0.0712,0.0536,0.0442,0.05495,0.0475,0.0687
00000000000000000535_0,0,0.0652,0.0527,0.0916,0.0513,0.0715,0.03685,0.0889,0.04355,0.0895,0.0555
0000000000000000022f_0,0,0.0970999999999999,0.0774,0.09165,0.0708,0.0778,0.0747,0.07695,0.07925,0.0875,0.0711
00000000000000000236_0,0,0.1117,0.0947,0.09165,0.08075,0.07655,0.0777,0.0809,0.0667,0.1974,0.0726
0000000000000000068f_0,0,0.0898,0.0791,0.09165,0.0758,0.0815,0.0733,0.0665999999999999,0.0768,0.0882,0.0747
000000000000000008f7_0,0,0.0655,0.0482333333333333,0.09165,0.0429,0.0868,0.0554,0.0512,0.050425,0.0583,0.04955
0000000000000000066a_0,0,0.1059,0.1121,0.0918,0.07635,0.0843,0.066,0.0497,0.0638,0.07234,0.0773
000000000000000006ca_0,0,0.0904,0.0835,0.0918,0.086,0.08585,0.07125,0.0781,0.0563,0.11568,0.1084
00000000000000000644_0,0,0.07015,0.0762,0.0919,0.0675,0.07215,0.04735,0.0584,0.127,0.1615,0.0824
0000000000000000068b_0,0,0.0949,0.08605,0.0919,0.07915,0.0749,0.0838,0.07885,0.0842,0.1174,0.0747
000000000000000008e6_0,0,0.06245,0.05555,0.0919,0.0598,0.0711,0.06345,0.06765,0.0383,0.0593,0.0799
000000000000000002d9_0,0,0.0858,0.09095,0.0921,0.09405,0.0939,0.09745,0.08555,0.0938,0.0944,0.1173
00000000000000000316_0,0,0.0791,0.0879,0.0921,0.0724,0.0849,0.0761,0.0768,0.0776,0.0809,0.0742
000000000000000006d6_0,0,0.08925,0.0862,0.0921,0.0884,0.0808,0.08995,0.0797,0.0784,0.0968,0.0737
000000000000000008f6_0,0,0.1266,0.0467,0.0921,0.0449,0.0868,0.029,0.0451,0.0434,0.0433,0.0305
000000000000000006f6_0,0,0.112,0.0894,0.09215,0.1111,0.08875,0.09515,0.11825,0.1077,0.0969,0.0889
000000000000000000f2_0,0,0.0613,0.0429,0.09225,0.04495,0.0587,0.0384,0.0892,0.0357,0.0759,0.0474
000000000000000008ff_0,0,0.1213,0.1082,0.09225,0.11945,0.12165,0.0982,0.10475,0.0921,0.1221,0.11775
0000000000000000030d_0,0,0.0834,0.0906,0.0923,0.09305,0.10055,0.08685,0.107,0.11235,0.0957,0.0793
000000000000000006f1_0,0,0.0939,0.08645,0.0923,0.0944,0.0848,0.0862,0.08955,0.0961,0.0977,0.0871
00000000000000000699_0,0,0.0824,0.0775,0.09235,0.0837,0.0809,0.07815,0.09005,0.0756,0.0883,0.08385
0000000000000000010f_0,0,0.06135,0.0483,0.0925,0.0464,0.07545,0.0476,0.0607,0.0457,0.04265,0.0548
000000000000000006c0_0,0,0.0807,0.06645,0.0925,0.0815,0.0699,0.0668499999999999,0.0695,0.06455,0.0992,0.0715
0000000000000000024d_0,0,0.099,0.0749,0.0926,0.075,0.0809,0.0755,0.0885,0.0802,0.0961,0.0764
0000000000000000062a_0,0,0.0929,0.06855,0.0926,0.0691,0.094,0.07425,0.0794499999999999,0.0821,0.08325,0.07305
0000000000000000014a_0,0,0.07205,0.06,0.0927,0.05875,0.088,0.0602,0.0603,0.05765,0.06325,0.04775
00000000000000000256_0,0,0.092,0.0803,0.0927,0.06405,0.0674,0.0524,0.0606,0.04755,0.1156,0.0528
00000000000000000906_0,0,0.0992,0.0863,0.0927,0.0785,0.0845,0.0798,0.0785,0.0797,0.0785,0.0776
00000000000000000848_0,0,0.1054,0.079,0.09295,0.0852,0.10025,0.0783,0.0816,0.0905,0.0848,0.079
000000000000000005dc_0,0,0.0778,0.0569,0.09305,0.0376,0.0515,0.0466,0.0393,0.0956,0.0388,0.05285
0000000000000000059f_0,0,0.07025,0.0609,0.0931,0.0513999999999999,0.09805,0.0605,0.0625,0.0682,0.0859,0.04405
0000000000000000060d_0,0,0.0925,0.0653,0.0931,0.0619,0.0808,0.052,0.0518,0.0336,0.0364,0.0366
000000000000000001cc_0,0,0.0688,0.0593,0.09315,0.0528,0.0715,0.0579,0.07735,0.0583,0.0681,0.0546
0000000000000000033b_0,0,0.0759,0.071,0.0932,0.0794,0.0817,0.0673,0.1262,0.05905,0.0866,0.0584
0000000000000000051b_0,0,0.0814,0.0403,0.0933,0.0405,0.0562,0.0323,0.04145,0.0461,0.08055,0.0442
00000000000000000881_0,0,0.0906,0.0856,0.09335,0.0834,0.0837,0.0813,0.087,0.0757,0.0838,0.0852
00000000000000000610_0,0,0.0813,0.0502666666666666,0.0934,0.0685,0.08495,0.0471,0.04745,0.0581,0.0782,0.05305
0000000000000000072e_0,0,0.0697,0.10875,0.0934,0.1106,0.1042,0.0815,0.104,0.1448,0.1134,0.1163
00000000000000000851_0,0,0.0945,0.0853,0.0934,0.0784,0.0924,0.0821,0.0959,0.0727,0.07505,0.0844
00000000000000000a4d_0,0,0.1568,0.0451,0.09345,0.1189,0.13085,0.1086,0.0797,0.0799,0.073,0.0914
0000000000000000063e_0,0,0.0805,0.06975,0.0935,0.0728999999999999,0.0615,0.0582,0.0473,0.0686,0.0663,0.0555
00000000000000000691_0,0,0.07325,0.1093,0.0935,0.0704,0.0631,0.0705,0.05795,0.05065,0.0499,0.05075
000000000000000006f4_0,0,0.099,0.0953,0.09355,0.09445,0.0967,0.1074,0.1053,0.10865,0.0941,0.106
000000000000000008b3_0,0,0.0887,0.078,0.09355,0.0705,0.0785,0.0694,0.07975,0.0757,0.0925,0.0728
0000000000000000023d_0,0,0.0869,0.078,0.0936,0.0665999999999999,0.0802,0.0811,0.07905,0.078,0.0821,0.0735
00000000000000000298_0,0,0.09015,0.09555,0.0936,0.09035,0.0952,0.0933,0.08105,0.09145,0.0949,0.0843
0000000000000000088d_0,0,0.0849999999999999,0.0758,0.0937,0.0728,0.0785,0.07475,0.0756,0.0777,0.0883,0.0725
0000000000000000075c_0,0,0.0906,0.08,0.0938,0.15645,0.1121,0.11885,0.1295,0.1052,0.1163,0.0925
00000000000000000190_0,0,0.0705,0.075,0.0939,0.0685,0.0831,0.0611,0.05565,0.0784,0.07835,0.0711
00000000000000000330_0,0,0.08245,0.09595,0.0939,0.0811,0.0723,0.0903,0.0798,0.0717,0.1027999999999999,0.0892
000000000000000006dc_0,0,0.0944,0.08675,0.094,0.0875,0.0953,0.0742,0.09365,0.08505,0.106,0.0859
00000000000000000124_0,0,0.0969,0.065,0.0941,0.0513,0.0808,0.0515,0.0641,0.0599,0.06185,0.0613
00000000000000000715_0,0,0.0935,0.08975,0.0941,0.1058,0.1,0.1062,0.1173,0.11065,0.1527,0.1754
00000000000000000654_0,0,0.0955,0.0812,0.0943,0.0734,0.0977,0.0821,0.0895,0.08085,0.0906,0.0773
000000000000000009a7_0,0,0.1145,0.0904,0.0943,0.0671,0.0723,0.0753,0.0882,0.0657,0.066,0.0451
000000000000000009a8_0,0,0.149,0.1055,0.0943,0.0938,0.0915499999999999,0.09645,0.1159,0.11275,0.1261,0.136
0000000000000000034d_0,0,0.0735,0.07085,0.09435,0.09775,0.08405,0.0655,0.04,0.0439,0.0424,0.0319
0000000000000000036a_0,0,0.0978499999999999,0.08705,0.0944,0.1343,0.1174,0.0873,0.0878,0.08285,0.096,0.0824
