system:index,landcover,19-1_blue,19-2_blue,20-1_blue,20-2_blue,21-1_blue,21-2_blue,22-1_blue,22-2_blue,23-1_blue,23-2_blue
0000000000000000098f_0,0,0.0831,0.0886,0.0757,0.09,0.06385,0.0816,0.0829,0.08,0.07725,0.0798
00000000000000000990_0,0,0.0649,0.0585,0.0757,0.04915,0.07205,0.0516,0.04075,0.0472,0.0698,0.0364
00000000000000000991_0,0,0.0668,0.0823,0.07575,0.0782,0.0853,0.0714,0.0809,0.0695,0.0851,0.0762
00000000000000000292_0,0,0.0722,0.0738,0.0758,0.06955,0.0706,0.05795,0.0627,0.04755,0.1101,0.0552
00000000000000000222_0,0,0.1346,0.0432,0.0759,0.0539,0.0929,0.047,0.0758,0.12865,0.1173,0.1017
000000000000000002ce_0,0,0.0727,0.07965,0.0759,0.1018,0.0708,0.0731,0.087,0.07865,0.106,0.071
000000000000000002cf_0,0,0.0782,0.0808,0.0759,0.0798,0.0878,0.077,0.08125,0.0868,0.0971,0.0777
0000000000000000092a_0,0,0.0709,0.0804,0.0759,0.06955,0.1358,0.0677,0.0962,0.05985,0.0536,0.04365
00000000000000000674_0,0,0.0746,0.0674,0.07595,0.0819,0.0836,0.0624,0.0463,0.06455,0.0734,0.0603
00000000000000000850_0,0,0.0546,0.03615,0.07595,0.0294,0.0344,0.0265,0.0627,0.0263,0.0896,0.0293
0000000000000000056e_0,0,0.06515,0.0543,0.076,0.0536,0.06575,0.0528,0.064,0.063,0.0801,0.0648
00000000000000000053_0,0,0.0647,0.0392,0.07605,0.0382,0.05335,0.0372,0.0343,0.0301,0.0355,0.04265
000000000000000001d2_0,0,0.0872,0.0455,0.07605,0.052,0.0608,0.043,0.0319,0.04245,0.0476,0.046
0000000000000000089e_0,0,0.0644,0.0914,0.07605,0.0619,0.063,0.0692,0.0691,0.0882,0.06755,0.0848
0000000000000000027b_0,0,0.09745,0.0773,0.0761,0.0919,0.0781,0.0743,0.0707,0.0769,0.0982,0.0713
00000000000000000993_0,0,0.0581,0.06525,0.0761,0.0705,0.0586,0.0636,0.05365,0.086,0.05785,0.09285
00000000000000000a4f_0,0,0.1102,0.0445,0.07615,0.045,0.0858,0.037,0.0337,0.0285,0.0296,0.0233
000000000000000001a6_0,0,0.0648,0.0558,0.0762,0.0448,0.0542,0.0364,0.0431,0.037,0.03455,0.0294
00000000000000000501_0,0,0.0507,0.0339,0.0762,0.0448,0.0559,0.0366,0.0611,0.0628,0.06945,0.0367
00000000000000000619_0,0,0.08655,0.0747,0.07625,0.0654,0.0836,0.0803,0.0847,0.0751,0.0672,0.08085
0000000000000000011d_0,0,0.0532,0.0459,0.07625,0.0447,0.0496,0.04355,0.037,0.03965,0.0405,0.0457
00000000000000000657_0,0,0.0775,0.0685,0.0763,0.0789,0.077,0.06465,0.05435,0.07915,0.0794,0.0628
0000000000000000020e_0,0,0.0651,0.0659333333333333,0.07635,0.0649,0.09175,0.05675,0.0446,0.0508,0.0479,0.0572
00000000000000000611_0,0,0.0752,0.0524,0.07635,0.06905,0.0583,0.0613,0.05635,0.085,0.0788,0.0523
000000000000000005bb_0,0,0.04815,0.05455,0.0764,0.06185,0.0788,0.0577,0.09215,0.0459,0.0836,0.0417
00000000000000000a22_0,0,0.08015,0.0682,0.0764,0.0668,0.0819,0.0578,0.06235,0.06655,0.06965,0.0778
00000000000000000994_0,0,0.0838,0.09965,0.0764999999999999,0.0986,0.07625,0.0762,0.0768,0.08145,0.07415,0.07675
00000000000000000995_0,0,0.0767,0.0702,0.0765,0.0645,0.0644,0.063,0.0683,0.0603,0.0812,0.0701
000000000000000001de_0,0,0.0691,0.0592,0.07655,0.0607,0.0756,0.0679,0.0613,0.07275,0.0703,0.0589
00000000000000000303_0,0,0.10335,0.07005,0.0766,0.0882,0.08475,0.06515,0.0813,0.07695,0.111,0.0662
000000000000000004cb_0,0,0.06245,0.03865,0.0766,0.0412,0.065,0.05925,0.08695,0.0565,0.0633,0.0675
0000000000000000067f_0,0,0.09015,0.0922,0.07665,0.0838,0.1019,0.0829,0.0794,0.09745,0.08935,0.08045
000000000000000002fc_0,0,0.0749,0.0828,0.0767,0.09575,0.0785,0.09835,0.1162,0.10515,0.0993,0.08
00000000000000000634_0,0,0.0794,0.07045,0.0767,0.0685,0.0756,0.06065,0.0589,0.07665,0.0764999999999999,0.06185
000000000000000001d7_0,0,0.08095,0.0620333333333333,0.0768,0.0533,0.08315,0.0518,0.0497,0.0468,0.04375,0.0481
00000000000000000307_0,0,0.11615,0.0726,0.0768,0.0886,0.08035,0.0734,0.0753,0.0768,0.1068,0.07
00000000000000000360_0,0,0.0567,0.0506,0.0768,0.0982,0.1028999999999999,0.1043,0.1204,0.0859,0.11225,0.0973
0000000000000000087e_0,0,0.1403,0.0739,0.07685,0.0731,0.0827,0.07495,0.07855,0.0639,0.0648,0.0767
00000000000000000997_0,0,0.09855,0.0812,0.0769,0.0835,0.1149,0.11355,0.1297,0.1111,0.11855,0.1409
00000000000000000998_0,0,0.0755,0.058,0.0769,0.0619,0.06865,0.0487,0.061,0.0398,0.0468,0.0548
00000000000000000996_0,0,0.07345,0.0704,0.0769,0.06235,0.0715,0.05625,0.0729,0.05545,0.0614,0.0723
00000000000000000194_0,0,0.085,0.07495,0.07695,0.05325,0.06405,0.06045,0.07945,0.073,0.0638,0.0725
000000000000000001b6_0,0,0.07685,0.083,0.07695,0.07605,0.092,0.0797,0.0588,0.0809,0.0832,0.0799
000000000000000002f0_0,0,0.1124,0.0881,0.077,0.0912,0.0799,0.077,0.0743,0.0852,0.1054,0.0718
00000000000000000741_0,0,0.0548,0.0676,0.077,0.12205,0.10385,0.0856,0.0799,0.0646,0.0727,0.0739
00000000000000000615_0,0,0.0799,0.0672,0.07715,0.06885,0.06085,0.0631,0.05325,0.07045,0.0823,0.0648
00000000000000000632_0,0,0.0713,0.0645,0.07715,0.074,0.0743,0.0644,0.0715,0.067,0.0694,0.0658
000000000000000002f7_0,0,0.11225,0.0831,0.0772,0.0928,0.0686,0.0713,0.08155,0.1039,0.1143,0.0695
000000000000000006d5_0,0,0.1246,0.09355,0.0772,0.0927,0.0838,0.09305,0.0958,0.0942,0.1051,0.0681
00000000000000000999_0,0,0.0741,0.0744,0.0773,0.0687,0.05835,0.0633,0.05575,0.0745,0.06065,0.0661
0000000000000000099a_0,0,0.0718,0.0684,0.0774,0.0714,0.05685,0.0605,0.04775,0.0672,0.0697,0.0766
0000000000000000093c_0,0,0.0786,0.0718,0.07745,0.07625,0.08135,0.0722,0.0747,0.0739,0.076,0.07535
000000000000000008ad_0,0,0.049,0.0404,0.0775,0.0328,0.05965,0.042,0.0413,0.0313,0.03915,0.0338
00000000000000000152_0,0,0.0678,0.0499,0.07755,0.0536,0.0715,0.0577,0.07195,0.0564,0.05735,0.0441
00000000000000000612_0,0,0.0734,0.0735,0.0776,0.0663,0.07135,0.0727,0.08695,0.09555,0.08955,0.07235
00000000000000000641_0,0,0.0783,0.07015,0.0776,0.0747,0.08195,0.07475,0.0772,0.0781,0.07285,0.0841
000000000000000008b5_0,0,0.107,0.0642,0.0776,0.05805,0.0809,0.0942,0.10665,0.0691,0.0665,0.0648
00000000000000000209_0,0,0.10265,0.079,0.0777,0.0598,0.0871,0.09675,0.0984,0.06205,0.0725,0.0506
000000000000000002f2_0,0,0.0558,0.0867,0.0777,0.0845,0.0753,0.0712,0.0641,0.072,0.0829,0.0767
000000000000000004ac_0,0,0.0563,0.037,0.0777,0.0362,0.05255,0.03225,0.0431,0.03225,0.0767,0.0381
000000000000000008d0_0,0,0.0874,0.08455,0.0777,0.0847,0.06655,0.0826,0.08615,0.08355,0.0901,0.0787
00000000000000000666_0,0,0.0885,0.0596,0.0778,0.0844,0.0454,0.04165,0.0387,0.04585,0.04945,0.0485
000000000000000008ac_0,0,0.1145,0.1001,0.0778,0.08915,0.0738,0.079,0.0996,0.0771,0.0727,0.0756
00000000000000000290_0,0,0.0634,0.0439,0.07785,0.0785,0.0639,0.0434,0.0773,0.0463,0.0758,0.03185
0000000000000000065e_0,0,0.07465,0.0848,0.07785,0.0768,0.091,0.0804,0.06865,0.08455,0.0975,0.0752
0000000000000000018a_0,0,0.0716,0.0585,0.0779499999999999,0.0595,0.0742,0.0615,0.0809,0.0815,0.1031,0.07075
000000000000000002a8_0,0,0.0423,0.0613,0.07795,0.0794499999999999,0.052,0.0685,0.05215,0.0373,0.0409,0.0639
00000000000000000195_0,0,0.08295,0.063,0.078,0.0697,0.08895,0.06755,0.07365,0.0772,0.0838,0.0779
00000000000000000208_0,0,0.07995,0.0685,0.0781,0.06325,0.0828,0.0562,0.0684,0.072,0.0717,0.0684
00000000000000000232_0,0,0.068,0.0642,0.0781,0.0613,0.0722,0.0649,0.0685,0.06965,0.07045,0.0644
0000000000000000099b_0,0,0.09105,0.0838,0.0781,0.0952,0.0763,0.0748,0.0764999999999999,0.0814,0.07035,0.0735
0000000000000000089f_0,0,0.1034,0.0895,0.0781999999999999,0.0754,0.0762,0.0821,0.1012,0.07245,0.0742,0.0777
0000000000000000066b_0,0,0.0835,0.063,0.0782,0.0815,0.0739,0.0552,0.0787,0.0566,0.06935,0.059
00000000000000000260_0,0,0.0757,0.07665,0.07825,0.071,0.0737,0.071,0.0766,0.0738,0.06765,0.0632
000000000000000001e9_0,0,0.0915,0.0965,0.0783,0.0862,0.0944,0.0919,0.0842,0.0982,0.0915499999999999,0.0859
000000000000000008f3_0,0,0.0527,0.0476,0.07835,0.05305,0.0595,0.04635,0.04145,0.0484,0.103,0.0591
000000000000000002d1_0,0,0.09715,0.0573,0.0784,0.10445,0.0937,0.0567,0.0815,0.0812,0.07025,0.0702
000000000000000004be_0,0,0.0575,0.0395999999999999,0.0784,0.04205,0.0478,0.0364,0.08655,0.1299,0.12405,0.1094
00000000000000000565_0,0,0.0843,0.0659,0.0784,0.05475,0.06805,0.0443,0.07365,0.07645,0.09265,0.0657
0000000000000000023b_0,0,0.08565,0.0366,0.0785,0.0707,0.0977,0.0526,0.0732,0.0656,0.0631,0.04655
000000000000000005a7_0,0,0.0556,0.0404,0.0785,0.0326,0.0477,0.03075,0.06955,0.0569,0.0752,0.0221
000000000000000001cf_0,0,0.0572,0.064,0.07855,0.04845,0.0682,0.0558,0.08275,0.0521,0.0669,0.0499
00000000000000000221_0,0,0.069,0.0776,0.07855,0.0817,0.0954,0.0778,0.07815,0.0873,0.0926,0.0749
00000000000000000a53_0,0,0.0603,0.0493,0.07855,0.0603,0.0881,0.0686,0.0815,0.0467,0.0776,0.04495
00000000000000000229_0,0,0.0789,0.08415,0.0786,0.0789,0.0733,0.0829,0.1039,0.0861,0.1127,0.07945
0000000000000000062c_0,0,0.08105,0.0713,0.0786999999999999,0.0723,0.0756,0.0709,0.05655,0.0781,0.0934,0.0688
000000000000000000de_0,0,0.0717,0.0497,0.0787,0.04525,0.08355,0.07335,0.0587,0.0534,0.0441,0.0408
0000000000000000099c_0,0,0.0709,0.0388,0.0787,0.0466,0.064,0.0449,0.039,0.0395,0.0736,0.05585
0000000000000000019c_0,0,0.0776,0.06,0.0788,0.0656,0.1015,0.0629,0.05875,0.0679,0.0793,0.0686
00000000000000000325_0,0,0.08995,0.0858,0.0788,0.1116,0.0944,0.0973,0.1025,0.1027999999999999,0.0642,0.0761
00000000000000000250_0,0,0.07135,0.0636,0.07885,0.0635,0.07465,0.06555,0.10595,0.0583,0.0448,0.0398
00000000000000000291_0,0,0.06365,0.06495,0.0789,0.0734,0.0901,0.06345,0.0962,0.0681,0.0623,0.076
000000000000000005e2_0,0,0.077,0.0616,0.0789499999999999,0.06305,0.088,0.0581,0.0794,0.0696,0.0665999999999999,0.06135
00000000000000000319_0,0,0.0906,0.0856,0.079,0.091,0.0784,0.08575,0.0797,0.0842,0.1023,0.088
0000000000000000099d_0,0,0.0662,0.05835,0.079,0.0591,0.0658499999999999,0.05645,0.0688,0.0356999999999999,0.0606,0.04865
0000000000000000099e_0,0,0.09085,0.0626,0.079,0.0813,0.0928,0.06875,0.06865,0.05735,0.05735,0.0628
0000000000000000099f_0,0,0.1127,0.0839,0.079,0.0827,0.0721,0.0767,0.1118,0.0773,0.0738,0.0776
00000000000000000a20_0,0,0.0721,0.07505,0.079,0.05975,0.07425,0.0635,0.0642,0.0495,0.07,0.0597
000000000000000002e2_0,0,0.0988,0.0966,0.0791,0.09245,0.08395,0.0888,0.0918,0.0961,0.1082,0.0866
000000000000000004ae_0,0,0.0612,0.0464,0.0791,0.03475,0.0509,0.0362,0.07365,0.0386,0.0622,0.0318
000000000000000009a0_0,0,0.1079,0.0944,0.0791,0.0895,0.09045,0.0861,0.096,0.0919,0.0927,0.0851
00000000000000000a2d_0,0,0.0764,0.0724,0.0791,0.0832,0.0713,0.0809,0.07675,0.0959,0.0702,0.0732
000000000000000001d4_0,0,0.02725,0.0559,0.07915,0.05455,0.0574,0.04335,0.0721,0.0311,0.0629,0.0295
000000000000000001c0_0,0,0.07825,0.0635,0.0793,0.05835,0.0828,0.06365,0.05955,0.0682,0.0786,0.0561
000000000000000008d8_0,0,0.07135,0.057,0.0793,0.0584,0.0663,0.0507,0.0572,0.0388,0.07,0.0426
000000000000000000cb_0,0,0.0717,0.0457,0.0794,0.0437,0.0718,0.0839,0.0579,0.046,0.044,0.0452
00000000000000000269_0,0,0.0797,0.0813,0.0794,0.06825,0.069,0.0642,0.0631,0.04985,0.0763,0.0558
000000000000000002df_0,0,0.0981,0.08745,0.0794,0.0902,0.0661,0.0712,0.0854,0.09505,0.1055,0.0708
00000000000000000842_0,0,0.0661,0.06845,0.0794,0.05815,0.07485,0.0557,0.07695,0.062,0.0735,0.0716499999999999
0000000000000000067a_0,0,0.07895,0.0775,0.07945,0.0797,0.0871,0.0829,0.1032,0.0856,0.0971,0.0686
00000000000000000596_0,0,0.0522,0.05265,0.0795,0.04725,0.06075,0.05315,0.04525,0.1037,0.0642,0.0755
000000000000000005f6_0,0,0.06155,0.0533,0.07955,0.0669,0.0732,0.0501,0.05655,0.0488,0.0787,0.0562
000000000000000000ae_0,0,0.05545,0.0441,0.0796,0.0377,0.0482,0.0398,0.04865,0.05275,0.0561,0.0473
00000000000000000449_0,0,0.0432,0.0335499999999999,0.0796,0.0307,0.0375,0.03145,0.042,0.0262,0.0283,0.0326
000000000000000006b8_0,0,0.0852,0.0841,0.0796,0.10585,0.0915,0.0942,0.11055,0.0864,0.0967,0.0854
00000000000000000197_0,0,0.0636,0.0571,0.07965,0.0587,0.0729,0.0443,0.08135,0.0383,0.0726,0.0783
00000000000000000171_0,0,0.05925,0.04085,0.0797,0.0471,0.0553,0.0491,0.0454,0.0332,0.08065,0.0479
000000000000000001a2_0,0,0.07325,0.0821,0.0797,0.07595,0.0913,0.08175,0.093,0.0784,0.0896,0.07555
0000000000000000056c_0,0,0.0626,0.0521333333333333,0.0797,0.05595,0.0614,0.0481,0.0702,0.0503,0.0492,0.0481
00000000000000000185_0,0,0.0681,0.0609,0.07975,0.0561,0.0593,0.06285,0.07385,0.0577,0.0708,0.058
000000000000000006a5_0,0,0.0910499999999999,0.08905,0.0798,0.0872,0.09555,0.08545,0.08075,0.09045,0.0891,0.0965
000000000000000006e7_0,0,0.0855,0.07615,0.0798,0.0951,0.0741,0.08405,0.09715,0.101,0.085,0.0738
000000000000000006f3_0,0,0.09125,0.0909,0.0798,0.0956,0.0898,0.0901,0.0823,0.081,0.0988,0.0917
00000000000000000a25_0,0,0.0791,0.0852,0.0798,0.0903,0.0723,0.0808,0.0935,0.09865,0.0881,0.0845
0000000000000000089d_0,0,0.069,0.0579,0.07985,0.0513,0.0548,0.0999,0.109,0.0899,0.0797,0.0676
000000000000000005b6_0,0,0.08935,0.0583,0.0799,0.05995,0.0775,0.0603,0.0847,0.06335,0.0608,0.0523
000000000000000006c4_0,0,0.0484,0.05945,0.0799,0.0965,0.07415,0.0885,0.0863,0.0867,0.0737,0.0509
000000000000000006d7_0,0,0.1015,0.082,0.0799,0.0975,0.095,0.0771,0.0799,0.0952,0.0717,0.0798
00000000000000000645_0,0,0.07935,0.0547,0.07995,0.07075,0.08245,0.0584,0.0787,0.0512,0.0687,0.066
00000000000000000894_0,0,0.0477,0.0371,0.07995,0.06275,0.08385,0.0651,0.0733999999999999,0.0759,0.0812,0.0525
000000000000000001b3_0,0,0.05355,0.03955,0.08,0.0551,0.05405,0.0385,0.0362,0.04155,0.0457,0.0312
00000000000000000310_0,0,0.0928,0.07435,0.08,0.0912,0.0839,0.0762,0.0849,0.0718,0.0844,0.0703
000000000000000004e5_0,0,0.0593,0.0395,0.08005,0.0343,0.0551,0.02675,0.0283,0.02115,0.02575,0.0361
00000000000000000869_0,0,0.1212,0.08755,0.08005,0.0826,0.0725,0.0766,0.108,0.0657,0.0713,0.0775
00000000000000000247_0,0,0.0873,0.0864,0.0801,0.0838,0.0809,0.08585,0.08465,0.1057,0.1064,0.19
00000000000000000662_0,0,0.07235,0.0469,0.08015,0.0777,0.0506,0.0471,0.04615,0.03875,0.0845,0.0446
0000000000000000085a_0,0,0.1312,0.03945,0.08015,0.035,0.07055,0.0359,0.0304,0.03165,0.02245,0.0183
0000000000000000049f_0,0,0.0481,0.0299,0.0802,0.0409,0.0448,0.03035,0.03355,0.022,0.0313,0.0606
00000000000000000832_0,0,0.0781999999999999,0.0537,0.0802,0.0488,0.08565,0.0516,0.0487,0.043,0.051,0.0409
00000000000000000a4a_0,0,0.1696,0.0939,0.0802,0.074,0.0581,0.0463,0.11475,0.091,0.2642,0.2266
000000000000000002ed_0,0,0.0971,0.0863,0.08025,0.0933,0.0831,0.0866,0.0704,0.076,0.0745,0.0838
00000000000000000562_0,0,0.0607,0.04935,0.08025,0.04705,0.062,0.05825,0.0539,0.0444,0.0636,0.0583
000000000000000006fd_0,0,0.1032,0.1133,0.08025,0.09895,0.0941,0.08845,0.114,0.1125,0.4185,0.0655
00000000000000000168_0,0,0.0704,0.0694,0.0803,0.0601,0.07665,0.0751,0.08195,0.0705,0.0717,0.0628
000000000000000008cb_0,0,0.08365,0.07925,0.0803,0.0841,0.0667,0.076,0.0806,0.07485,0.0835,0.0804
000000000000000001c3_0,0,0.0594,0.0461,0.0804,0.05195,0.0669,0.0439,0.05955,0.0558,0.0566,0.0464
00000000000000000203_0,0,0.0407,0.0613,0.0804,0.06025,0.0717,0.0561,0.0706,0.0653499999999999,0.1141,0.054
0000000000000000057e_0,0,0.0618,0.0474,0.0804,0.0432,0.0521,0.0427,0.0516,0.0471,0.0537,0.0322
000000000000000005b4_0,0,0.0636,0.04465,0.0804,0.0586,0.0585,0.0337,0.0389,0.0316,0.0434,0.0421
00000000000000000684_0,0,0.08685,0.0713,0.0804,0.0948,0.0947,0.04465,0.0884,0.0574999999999999,0.0823,0.0686
000000000000000009a1_0,0,0.115,0.0824,0.0804,0.087,0.0755,0.08285,0.07865,0.0964,0.1127,0.0737
000000000000000009a2_0,0,0.1207,0.0844,0.0804,0.0857499999999999,0.073,0.0801,0.0835,0.0698,0.0652,0.07935
0000000000000000016a_0,0,0.0726,0.0648,0.08045,0.0589,0.07735,0.0631,0.0586,0.06835,0.0748,0.0524
00000000000000000332_0,0,0.1007,0.07345,0.0805,0.1063,0.08065,0.0736,0.092,0.0796,0.0935,0.0771
00000000000000000940_0,0,0.0468,0.03345,0.08055,0.04425,0.0702,0.05125,0.0495,0.044,0.0406,0.0399
00000000000000000629_0,0,0.0837,0.07095,0.0806,0.07025,0.0853,0.06675,0.0567,0.07565,0.0761,0.06265
00000000000000000650_0,0,0.07625,0.0621,0.0806,0.0756,0.091,0.0663,0.0597,0.09265,0.0796,0.0556
000000000000000009a3_0,0,0.08445,0.08075,0.0806,0.0898,0.0827,0.0799,0.0798,0.0973,0.07535,0.0726
00000000000000000a21_0,0,0.08915,0.0751,0.0806,0.083,0.07745,0.066,0.0585,0.0803,0.0786,0.0722
000000000000000001dc_0,0,0.0618,0.0659,0.08065,0.0698,0.0742,0.0656,0.07375,0.05485,0.1005,0.0847
0000000000000000064d_0,0,0.08315,0.072,0.0807,0.07425,0.0769,0.0681,0.05405,0.07625,0.0927,0.0678
0000000000000000035f_0,0,0.107,0.1017,0.0807,0.1288,0.1457,0.0773,0.089,0.08,0.1047,0.0883
000000000000000005db_0,0,0.0736,0.04965,0.0807,0.0625,0.0579,0.0479,0.0605,0.0603,0.05975,0.04305
0000000000000000008d_0,0,0.0549,0.0408,0.0808,0.0493,0.0539,0.0374,0.0434,0.0465,0.0453,0.0484
0000000000000000016d_0,0,0.0719,0.0605,0.0808,0.04575,0.0749,0.04265,0.05365,0.0473,0.0478,0.0441
00000000000000000293_0,0,0.0721,0.0698,0.0808,0.08035,0.085,0.0787,0.1073,0.0985,0.101,0.0641
000000000000000006c7_0,0,0.096,0.08545,0.0808,0.0956,0.0768,0.08585,0.0818,0.0897,0.1051,0.084
000000000000000006e4_0,0,0.105,0.0908,0.0808,0.0934,0.0887,0.0863,0.08695,0.09525,0.1048,0.0802
00000000000000000916_0,0,0.0811,0.0607,0.0809,0.06215,0.0777,0.0779,0.07805,0.06955,0.0622,0.06475
000000000000000001c6_0,0,0.07475,0.0647,0.08095,0.0616,0.0628,0.05385,0.0613,0.0826,0.0814,0.0575
00000000000000000214_0,0,0.07855,0.0736,0.081,0.0638,0.0834,0.0637,0.0839,0.07025,0.07595,0.07935
0000000000000000065f_0,0,0.08435,0.07245,0.081,0.07145,0.0839,0.081,0.0751,0.0806,0.07535,0.0749
000000000000000005f2_0,0,0.07815,0.06855,0.08105,0.063,0.0803,0.06435,0.0639,0.0642,0.0676,0.0512
0000000000000000085e_0,0,0.11685,0.0853,0.08105,0.0865,0.07825,0.07655,0.0934,0.0772,0.06775,0.0777
000000000000000001f6_0,0,0.0809,0.07995,0.0811,0.07815,0.0857499999999999,0.077,0.07525,0.0885,0.089,0.07095
000000000000000000ec_0,0,0.0727,0.0546,0.08125,0.05385,0.0736,0.0437,0.04535,0.0532,0.0388499999999999,0.0522
000000000000000000f1_0,0,0.103,0.06995,0.0813,0.0578,0.0775,0.04955,0.0645,0.0615,0.0627,0.0586
000000000000000001ba_0,0,0.0584,0.0688,0.0813,0.0626,0.0704,0.0498,0.0651,0.05465,0.05885,0.0484
00000000000000000508_0,0,0.04235,0.05045,0.0813,0.0472,0.05805,0.0414,0.0595,0.0416,0.054,0.03675
00000000000000000549_0,0,0.11055,0.0519,0.08135,0.04455,0.06185,0.0424,0.0552,0.0533,0.0645,0.0485
00000000000000000672_0,0,0.0386,0.061,0.08135,0.07895,0.07255,0.0608,0.07805,0.0516,0.0655,0.0877
0000000000000000030e_0,0,0.09595,0.0834,0.0814,0.0884,0.081,0.0759,0.08435,0.0952,0.106,0.0774
000000000000000002a6_0,0,0.10535,0.07085,0.0815,0.0916,0.07535,0.0725,0.0945,0.09445,0.1006,0.0647
0000000000000000030b_0,0,0.08285,0.086,0.0815,0.0963,0.085,0.0932,0.0748,0.0843,0.0967,0.0892
00000000000000000621_0,0,0.0757,0.07745,0.0815,0.06315,0.0789,0.0677,0.0868,0.1047,0.0813,0.05685
00000000000000000146_0,0,0.0917,0.0578,0.0816,0.05465,0.0764999999999999,0.0568,0.0641,0.0442,0.0483,0.04805
000000000000000004f2_0,0,0.0793,0.03995,0.0816,0.04305,0.0695,0.0378,0.035,0.0313,0.0456,0.0291
0000000000000000090f_0,0,0.0836,0.0688,0.08165,0.0658,0.0928,0.0545,0.0978,0.0562,0.0632,0.0562
00000000000000000938_0,0,0.0763,0.0828,0.0817,0.0948,0.0685,0.0736,0.0964,0.09645,0.0723,0.084
00000000000000000116_0,0,0.07675,0.0498,0.0817,0.0482,0.0969,0.0447,0.05665,0.0485,0.04995,0.044
000000000000000002ae_0,0,0.1016,0.0762,0.082,0.0921,0.0739,0.07435,0.0592,0.09305,0.0992,0.0639
00000000000000000175_0,0,0.0851,0.0698,0.08215,0.0652,0.0748,0.08,0.0721,0.0759,0.07795,0.0671
00000000000000000929_0,0,0.0788,0.07145,0.08215,0.06855,0.0657,0.06655,0.07225,0.07575,0.0637,0.0732
0000000000000000012f_0,0,0.0445,0.04385,0.0822,0.0468,0.07595,0.063,0.07795,0.0714,0.0662,0.057
000000000000000004fb_0,0,0.0731,0.0454,0.0822,0.03945,0.0675,0.0571,0.0485,0.0317,0.0449,0.0339
000000000000000001c2_0,0,0.0687,0.0719,0.0825,0.07075,0.08355,0.0678,0.06385,0.0769,0.0706,0.07265
0000000000000000019e_0,0,0.0819,0.0744,0.08255,0.0739,0.0891,0.0723,0.0681,0.0737,0.0801,0.0792
0000000000000000019d_0,0,0.0997,0.0763,0.0826,0.07725,0.1054,0.0838,0.0849,0.0878,0.0766999999999999,0.0826
0000000000000000021d_0,0,0.0558,0.0652,0.0826,0.0618,0.0833,0.0459,0.0735,0.0513,0.0577,0.0764999999999999
00000000000000000274_0,0,0.0745,0.0523666666666666,0.0826,0.06895,0.0887,0.06035,0.0621,0.06155,0.0516,0.0576
0000000000000000027d_0,0,0.09615,0.0847,0.0826,0.0949,0.08785,0.0809,0.0794,0.0842,0.08885,0.0779
000000000000000002e6_0,0,0.1145,0.091,0.0826,0.0876,0.0879,0.07885,0.0916,0.0674,0.0762,0.05855
00000000000000000696_0,0,0.0541,0.07525,0.0826,0.0857,0.0874,0.0607,0.0493,0.0402,0.0421,0.0664
000000000000000006c1_0,0,0.085,0.08845,0.0826,0.10405,0.0842,0.0838,0.1082,0.1113,0.0978,0.0832
00000000000000000a24_0,0,0.07105,0.0591,0.0826,0.0625,0.0732,0.06255,0.05775,0.0543,0.0776,0.0538
00000000000000000246_0,0,0.0944,0.071,0.0827,0.0751,0.0925,0.0729,0.1036,0.0902,0.08815,0.0827
000000000000000002d3_0,0,0.0835,0.0847,0.0827,0.09525,0.08875,0.0947,0.1298,0.10335,0.098,0.0833
0000000000000000067c_0,0,0.0836,0.0768,0.0827,0.0744,0.0953,0.081,0.07045,0.08465,0.0839,0.0793
0000000000000000012e_0,0,0.0695,0.0495,0.0828,0.0476,0.0696,0.05525,0.05475,0.0481,0.06215,0.0558
000000000000000002b2_0,0,0.0768,0.05425,0.0828,0.0914,0.0947,0.0415,0.05595,0.0734,0.0891,0.1026
0000000000000000058d_0,0,0.0419,0.05445,0.0828,0.0479,0.043,0.0379,0.0481,0.0284,0.0327,0.0237
00000000000000000667_0,0,0.0769,0.0733,0.0828,0.0741,0.0776,0.0655,0.04455,0.0776999999999999,0.0821,0.0713
000000000000000006af_0,0,0.1018,0.0866,0.0828,0.0906,0.0886,0.0821,0.0799,0.0858,0.0818,0.0811
00000000000000000102_0,0,0.0795,0.06275,0.0828,0.05,0.0686,0.0553499999999999,0.06195,0.0533,0.0493,0.05095
000000000000000002a1_0,0,0.0848,0.0699,0.0828,0.0801,0.1019,0.0877,0.09435,0.0825,0.08095,0.0438
00000000000000000285_0,0,0.1063,0.07605,0.0829,0.0978,0.0763,0.0868,0.1035,0.08645,0.1092,0.0611499999999999
0000000000000000021f_0,0,0.0827,0.0602,0.08295,0.0532,0.0941,0.04405,0.08345,0.0465,0.06355,0.0699
000000000000000001e5_0,0,0.091,0.0985,0.083,0.0839,0.0885,0.0899,0.0804,0.099,0.08465,0.08465
00000000000000000282_0,0,0.0535999999999999,0.0743,0.083,0.0755,0.0879,0.05975,0.0779,0.0737,0.0719,0.0653
0000000000000000055c_0,0,0.0747,0.0520666666666666,0.083,0.0485,0.0706,0.0436,0.0479,0.04555,0.0481,0.04965
000000000000000001eb_0,0,0.08785,0.07725,0.08305,0.069,0.06945,0.0667,0.0633,0.0756,0.085,0.0702
00000000000000000604_0,0,0.0889,0.0736,0.08305,0.0656,0.07095,0.0624,0.06625,0.05105,0.0573,0.06
