system:index,landcover,19-1_red,19-2_red,20-1_red,20-2_red,21-1_red,21-2_red,22-1_red,22-2_red,23-1_red,23-2_red
00000000000000000246_0,0,0.07425,0.0481,0.0644,0.0622,0.0784,0.0448,0.0828,0.0716,0.0631,0.0591
000000000000000002d3_0,0,0.0648,0.07505,0.0624,0.0789,0.0742,0.08465,0.1029,0.082,0.1018,0.0626
0000000000000000067c_0,0,0.0537,0.03795,0.0502,0.0399,0.0621,0.04405,0.03505,0.05065,0.04695,0.0405
0000000000000000012e_0,0,0.083,0.065125,0.1086,0.06385,0.1047,0.08985,0.0714,0.0617666666666666,0.11835,0.07
000000000000000002b2_0,0,0.1119,0.06405,0.1323,0.1032,0.1326,0.0389,0.0553,0.1094,0.0931,0.1837
0000000000000000058d_0,0,0.0571,0.0845,0.113,0.06375,0.0747,0.0633,0.03575,0.0447,0.0338,0.0243
00000000000000000667_0,0,0.0594,0.05585,0.0641,0.0547,0.0766,0.043,0.0305,0.06335,0.0589,0.0478
000000000000000006af_0,0,0.0845,0.0582,0.0604,0.067,0.0661,0.0607,0.05345,0.052,0.0599,0.056
00000000000000000102_0,0,0.0852,0.0721499999999999,0.0967,0.0621,0.07465,0.0658,0.08005,0.0648,0.0638,0.05885
000000000000000002a1_0,0,0.1177,0.0918,0.10775,0.1159,0.1305,0.112,0.1228,0.0982,0.10745,0.0528
00000000000000000285_0,0,0.1054,0.05365,0.0737,0.0817,0.0603,0.07295,0.081,0.0757,0.11035,0.04885
0000000000000000021f_0,0,0.1136,0.0728,0.16435,0.0823,0.15355,0.0638,0.1363,0.0687,0.10935,0.11885
000000000000000001e5_0,0,0.06855,0.0572,0.0419,0.0524,0.0648,0.05545,0.0483,0.068,0.05645,0.0553
00000000000000000282_0,0,0.07305,0.11035,0.1421,0.1095,0.1369,0.0906,0.1174,0.08885,0.117,0.1016
0000000000000000055c_0,0,0.0846,0.0602249999999999,0.0923,0.0624,0.0872,0.0556,0.0599,0.05245,0.0653,0.0556
000000000000000001eb_0,0,0.0669,0.05255,0.0617,0.044,0.04725,0.0489,0.03955,0.0528,0.0708,0.0394
00000000000000000604_0,0,0.1574,0.1349,0.1213,0.1073,0.11255,0.105,0.0936,0.0836,0.0822,0.0855
0000000000000000069d_0,0,0.186,0.1173,0.1038,0.10745,0.1017,0.1122,0.103,0.13515,0.1589,0.0838
00000000000000000339_0,0,0.1045,0.0867,0.092,0.1073,0.08345,0.0741,0.0647,0.0982,0.1041,0.079
0000000000000000002d_0,0,0.047,0.0364,0.0719,0.0353,0.0463,0.0332999999999999,0.03275,0.0383,0.0935,0.0407
000000000000000001d5_0,0,0.1197,0.0526,0.0908,0.0693,0.096,0.077,0.0572,0.0536,0.0682,0.0511
00000000000000000277_0,0,0.05515,0.04025,0.0803,0.0523,0.0638,0.0342,0.0304,0.03955,0.0612,0.0641
000000000000000002bc_0,0,0.1292,0.1052,0.1198,0.1029,0.0987,0.07645,0.0827,0.0848,0.1,0.0749
00000000000000000653_0,0,0.1372,0.0626,0.0726,0.0692,0.0371,0.04845,0.059,0.0785,0.09324,0.0576
00000000000000000a28_0,0,0.062,0.0389,0.07345,0.0368,0.0644,0.04735,0.08335,0.045,0.0473,0.034
00000000000000000a29_0,0,0.1266,0.10435,0.1014,0.0918,0.0893,0.0968,0.106,0.09725,0.0796,0.0941
000000000000000001fa_0,0,0.0618,0.04975,0.0832,0.1071,0.156,0.0958,0.08025,0.1497,0.0929,0.10035
000000000000000005b0_0,0,0.0625,0.10425,0.0882,0.0876,0.1112,0.1362,0.0832,0.1446,0.0995,0.1039
00000000000000000697_0,0,0.0969,0.1125,0.1373,0.1411,0.1414,0.0804,0.1005,0.0676,0.119,0.1293
000000000000000001f1_0,0,0.0671,0.0649,0.0888,0.0567,0.0816,0.0593,0.1069,0.08485,0.0906,0.0739
0000000000000000021e_0,0,0.1327,0.1325,0.12695,0.1197,0.1262,0.1107,0.0994,0.1096,0.08465,0.0994
000000000000000002b5_0,0,0.1143,0.10975,0.0844,0.0963,0.0945,0.10145,0.09375,0.1233,0.1237,0.1153
000000000000000006a3_0,0,0.1545,0.2253,0.157,0.1493,0.10385,0.1479,0.1659,0.1476,0.1585,0.1114
0000000000000000067d_0,0,0.08645,0.074,0.0757,0.0829,0.0655,0.0883,0.0797,0.083,0.1329,0.085
0000000000000000049e_0,0,0.0587,0.0995,0.1177,0.0399,0.0642,0.0426,0.0646,0.06495,0.1051,0.0433
000000000000000005f7_0,0,0.0625,0.0387,0.05115,0.0317,0.0331,0.0409,0.0388,0.0347,0.0375,0.036
0000000000000000086c_0,0,0.0675,0.09355,0.101,0.0872,0.0663,0.08955,0.0599,0.09045,0.0579,0.06955
0000000000000000068a_0,0,0.0505,0.0373,0.0493,0.05125,0.0642,0.03925,0.04225,0.03535,0.05075,0.0521
00000000000000000525_0,0,0.0735,0.04395,0.0933,0.0575,0.07445,0.0507,0.0487,0.0517,0.0691,0.0484
00000000000000000648_0,0,0.0914,0.0968499999999999,0.1189,0.0856,0.0867,0.08925,0.1146,0.0985,0.1056,0.0539
000000000000000008b8_0,0,0.1008,0.0991,0.1101999999999999,0.0899,0.1089,0.0963,0.1084,0.0875,0.1042,0.0918
0000000000000000090b_0,0,0.08,0.072,0.08905,0.10035,0.1091,0.0954,0.11235,0.0719,0.1049,0.0891
00000000000000000258_0,0,0.0659,0.0491,0.0523,0.05375,0.0662,0.04715,0.0525,0.0549,0.0523,0.06815
000000000000000000ee_0,0,0.0781,0.055,0.0832,0.0474,0.0726499999999999,0.05905,0.0467,0.0613,0.083,0.0496
00000000000000000676_0,0,0.1387499999999999,0.1223,0.1438,0.1591,0.14925,0.1494,0.12635,0.1377,0.13435,0.1294
00000000000000000671_0,0,0.0521,0.0918,0.091,0.09625,0.1386,0.09765,0.16505,0.0693,0.147,0.0785
0000000000000000091f_0,0,0.09525,0.0474,0.12285,0.05355,0.1015,0.06625,0.0886,0.078,0.0972,0.11655
000000000000000002f8_0,0,0.1398,0.1296,0.1304,0.1288,0.16925,0.1218,0.1116,0.1235,0.1071,0.0867
0000000000000000050f_0,0,0.0784499999999999,0.0513,0.08555,0.0447,0.08235,0.0509,0.0854999999999999,0.0551,0.055,0.0713
0000000000000000060c_0,0,0.1247,0.0506,0.1496,0.04645,0.14455,0.1144,0.1225,0.1482,0.1255,0.1693
000000000000000008b1_0,0,0.107,0.065,0.0798,0.0873,0.0646,0.0905,0.0899,0.0963,0.10505,0.0836
0000000000000000013d_0,0,0.0858,0.063,0.1071,0.055,0.10635,0.0915,0.07705,0.0476,0.0793,0.0444
00000000000000000636_0,0,0.08755,0.0928,0.10315,0.0908,0.0902,0.1,0.0931,0.0955,0.1147,0.071
00000000000000000205_0,0,0.0616,0.0629,0.07825,0.0486,0.0852,0.0428,0.06615,0.0639,0.051,0.0405
00000000000000000228_0,0,0.09045,0.0669,0.11445,0.0787,0.1165,0.0485,0.0755,0.0693,0.0778,0.0769
000000000000000008a2_0,0,0.0886,0.0687,0.0948,0.0594,0.0768,0.0582,0.0704,0.0582,0.0631,0.05535
0000000000000000024c_0,0,0.1178,0.1105,0.1059,0.1281,0.0786,0.05525,0.09705,0.09685,0.1231,0.0515
000000000000000005cc_0,0,0.0777,0.0831,0.142,0.08705,0.1308,0.08195,0.1364,0.07185,0.0789,0.1064
000000000000000006a1_0,0,0.0719,0.0449,0.05985,0.0484,0.0821,0.04875,0.0609,0.05095,0.05565,0.04985
00000000000000000742_0,0,0.13105,0.1131,0.1221,0.1592,0.15865,0.1194,0.1307,0.11065,0.1249,0.1078
00000000000000000172_0,0,0.0605,0.0385,0.0486,0.0392,0.0648,0.0394,0.0456,0.0411,0.0483,0.0317
0000000000000000022c_0,0,0.1204,0.07755,0.0768,0.0647,0.0768,0.0751,0.0845,0.1043,0.11135,0.06855
000000000000000002a4_0,0,0.1297,0.1336,0.1276,0.1225,0.1325,0.096,0.11025,0.0826,0.0859,0.10175
00000000000000000528_0,0,0.0954,0.0517,0.0946,0.0527,0.10885,0.07505,0.0979,0.0676,0.11405,0.0597
00000000000000000207_0,0,0.0638,0.0447,0.053,0.0542,0.0617,0.0445,0.0433,0.04715,0.05095,0.0589
00000000000000000679_0,0,0.0838,0.0432,0.071,0.0616,0.0902,0.0572,0.0946,0.0782,0.0748,0.05625
000000000000000001b7_0,0,0.0416,0.03675,0.0545,0.0454,0.0598,0.02955,0.03535,0.0345,0.0429,0.0296
000000000000000009a4_0,0,0.0696,0.0393,0.05755,0.05275,0.07195,0.04415,0.0575,0.0414,0.0552,0.0464
000000000000000009a5_0,0,0.1238,0.10955,0.1098,0.1128,0.11185,0.1105,0.1216,0.118,0.1118,0.1082
000000000000000001bd_0,0,0.0507,0.0563,0.0664,0.04505,0.0655,0.05165,0.04525,0.0599,0.0663,0.0471
00000000000000000642_0,0,0.08,0.0644,0.0929,0.05475,0.0966,0.07405,0.06185,0.0605,0.0869,0.045
000000000000000002eb_0,0,0.09995,0.0912,0.0914,0.0955,0.0732,0.0929,0.0714,0.0644,0.1152,0.0899
00000000000000000673_0,0,0.09075,0.08415,0.1412,0.0967,0.1513,0.1427,0.121,0.1416,0.1466,0.1503
0000000000000000022a_0,0,0.0812,0.04295,0.0627,0.0574,0.09015,0.043,0.0698,0.053,0.0592,0.0569
00000000000000000899_0,0,0.1072,0.0986,0.0934,0.1159,0.11285,0.10845,0.1268,0.1268,0.10205,0.09805
00000000000000000681_0,0,0.05165,0.05635,0.07165,0.0431,0.0636,0.04955,0.0641,0.0645,0.054,0.0615
00000000000000000306_0,0,0.034,0.05835,0.1536,0.1084,0.1505,0.1527,0.1457999999999999,0.1616,0.1595,0.1765
00000000000000000695_0,0,0.1113,0.08855,0.1202,0.1093,0.1257,0.08885,0.1145,0.0681,0.1031,0.0999
0000000000000000094c_0,0,0.1058,0.1156,0.1326999999999999,0.1208,0.1262,0.1152,0.1025,0.11275,0.1278,0.1096
00000000000000000693_0,0,0.13405,0.1192,0.1586,0.1415,0.1676,0.1311,0.1638,0.1304,0.1496,0.1499
000000000000000001c8_0,0,0.1104,0.0843,0.10445,0.073,0.0906,0.072,0.0754,0.065,0.07815,0.0587
000000000000000001d0_0,0,0.05815,0.0543,0.0671,0.04515,0.0544,0.0464,0.04035,0.0561,0.0784,0.0467
0000000000000000066d_0,0,0.1298,0.0702,0.1107,0.05835,0.12345,0.0709,0.09665,0.0685,0.06945,0.09265
000000000000000001dd_0,0,0.07545,0.0693,0.0828,0.0587,0.07785,0.0528,0.06095,0.0633,0.0841,0.0449
000000000000000006d2_0,0,0.09705,0.09225,0.0753,0.0969,0.0753,0.07885,0.0797,0.10915,0.1082,0.0978
00000000000000000149_0,0,0.05965,0.05905,0.0813,0.0543,0.06935,0.06035,0.06185,0.0592,0.0703,0.0623
00000000000000000219_0,0,0.09165,0.07265,0.0922,0.0577,0.0948,0.09,0.06145,0.0601,0.0816,0.06285
000000000000000002fd_0,0,0.08485,0.06715,0.103,0.0803,0.0812,0.0559,0.0849,0.0608,0.1132,0.0509
0000000000000000090c_0,0,0.0953,0.11115,0.0961,0.1066,0.0824,0.0927,0.11475,0.1111,0.0882,0.10585
00000000000000000122_0,0,0.1212,0.06955,0.1236,0.06135,0.093,0.0786,0.15205,0.049,0.0821,0.062
00000000000000000265_0,0,0.1217,0.076,0.1253,0.0753,0.1396,0.0733999999999999,0.1136,0.0665,0.11935,0.05845
00000000000000000868_0,0,0.0675,0.0588,0.09895,0.0658499999999999,0.0789,0.05245,0.06015,0.0642,0.0758,0.0582
00000000000000000154_0,0,0.1111,0.0577,0.0957,0.0492,0.0602,0.0626,0.04305,0.0573,0.059,0.0521
000000000000000006ba_0,0,0.1246,0.1206,0.0828,0.11675,0.1119,0.11015,0.08315,0.1082,0.1269,0.1114
000000000000000006c2_0,0,0.084,0.07585,0.0699,0.0828,0.07205,0.08335,0.0986,0.0826,0.0885,0.0684
00000000000000000331_0,0,0.0789,0.0575,0.1152,0.0936,0.0832,0.06795,0.0621,0.0642,0.0944,0.0678
000000000000000008f9_0,0,0.11425,0.0953,0.1047,0.1032,0.0689,0.0723,0.1117,0.0847,0.1352,0.1430999999999999
000000000000000006b6_0,0,0.0797,0.0665999999999999,0.0879,0.0783,0.0694,0.0552,0.0884,0.0828,0.10565,0.05435
000000000000000001b2_0,0,0.1129,0.0983,0.0984,0.0769,0.0867,0.0698,0.0667,0.0552,0.0759,0.0588
0000000000000000027f_0,0,0.1138,0.0992,0.13155,0.0921,0.11585,0.09245,0.1413,0.06825,0.1265,0.0506
000000000000000001ec_0,0,0.0774,0.0411,0.0587,0.0603,0.0772,0.0404,0.0586,0.04785,0.05735,0.0583
000000000000000002f9_0,0,0.12395,0.07535,0.1489,0.0956,0.1105,0.06665,0.1185,0.066,0.10015,0.0507
00000000000000000616_0,0,0.0508,0.07845,0.0792,0.0617,0.04975,0.06745,0.066,0.0471,0.0859,0.052
0000000000000000089b_0,0,0.0918,0.1095,0.0936,0.1107,0.0962,0.0975,0.0872,0.0979,0.0816,0.10055
00000000000000000895_0,0,0.0997,0.1049,0.1104,0.0949,0.1052,0.10205,0.10255,0.0894,0.09535,0.0922
000000000000000000e4_0,0,0.0893,0.07915,0.0966,0.06955,0.07,0.0682,0.0653499999999999,0.0572,0.0892,0.0535
000000000000000002d0_0,0,0.1523,0.09825,0.1495,0.204,0.2006,0.2092,0.19035,0.2003,0.1865,0.1873
000000000000000006b5_0,0,0.10305,0.0923,0.1138,0.08315,0.07935,0.06955,0.1006,0.0766,0.12255,0.0954
000000000000000006c5_0,0,0.1208,0.09605,0.1112,0.1202,0.0953,0.0903,0.09215,0.0805,0.1031,0.06965
00000000000000000201_0,0,0.07575,0.1188,0.1394,0.0788,0.0969,0.0554,0.0594,0.0635,0.062,0.1188
000000000000000004d2_0,0,0.0291,0.03515,0.0915,0.0684,0.06705,0.0303,0.0371,0.03115,0.1057,0.0471
000000000000000008ba_0,0,0.0747,0.0494,0.0751,0.0687,0.0485499999999999,0.05445,0.066,0.0654,0.054,0.052
000000000000000005c8_0,0,0.1099,0.1378,0.1558,0.1003,0.09805,0.0965,0.0917,0.1073,0.1264,0.1171
000000000000000006a2_0,0,0.0707,0.0411,0.0599,0.05355,0.0833,0.0424,0.0564,0.0637,0.0572,0.0443
000000000000000006a7_0,0,0.0448,0.0411,0.0488,0.0445,0.0639,0.0324,0.0369,0.033,0.0448,0.0469
0000000000000000064c_0,0,0.10105,0.06105,0.13575,0.0511,0.0623,0.05665,0.1098,0.0694,0.0964,0.0414
000000000000000006db_0,0,0.0926,0.087,0.0697,0.08895,0.07285,0.09145,0.09475,0.1095,0.0763,0.08855
0000000000000000031e_0,0,0.0753,0.07775,0.0728999999999999,0.0973,0.0718,0.0945,0.10345,0.0813,0.07965,0.06595
0000000000000000069e_0,0,0.0458,0.04305,0.056,0.047,0.05955,0.04185,0.0364,0.05715,0.069,0.04925
00000000000000000359_0,0,0.1367,0.14175,0.1327,0.1357,0.1252,0.1315,0.1815,0.15365,0.16575,0.1058
00000000000000000234_0,0,0.0696,0.05555,0.0985,0.0603,0.0639,0.04465,0.05415,0.05535,0.0455,0.03945
000000000000000002c2_0,0,0.0603,0.069,0.0584,0.0726499999999999,0.0819,0.06795,0.09925,0.0722,0.0786,0.0652
00000000000000000363_0,0,0.1609,0.169,0.1729,0.17685,0.1507,0.1821,0.1757,0.1805,0.1768,0.1651
000000000000000005c5_0,0,0.0715,0.0553,0.0734,0.0504,0.0829,0.0428,0.0737,0.06455,0.08115,0.0453
00000000000000000658_0,0,0.0768,0.0442,0.0583,0.0489,0.03925,0.0406,0.035,0.0372,0.0381,0.035
00000000000000000358_0,0,0.2229,0.16115,0.12405,0.1553,0.1614,0.1641,0.1694,0.17975,0.1692,0.1825
000000000000000008a0_0,0,0.0965,0.06845,0.0841,0.07635,0.0658,0.09,0.0693,0.08,0.122,0.0669
00000000000000000249_0,0,0.1161,0.1095,0.1001,0.0953,0.1222,0.089,0.09975,0.0749,0.1038,0.0835
0000000000000000068c_0,0,0.1269,0.1144,0.1099,0.0931,0.0752,0.0955,0.0971,0.102,0.1126,0.0575
000000000000000008c5_0,0,0.1199,0.09135,0.1522,0.10985,0.20125,0.0707,0.0849,0.0939,0.1716,0.0912
00000000000000000278_0,0,0.1119,0.0983,0.1083,0.0992,0.1173,0.1148,0.13565,0.1167,0.1285,0.0983
00000000000000000625_0,0,0.0937,0.0661,0.0971,0.0748,0.0839999999999999,0.0796,0.07615,0.0631,0.1019,0.0745
000000000000000006b9_0,0,0.1031,0.10895,0.13015,0.1351,0.1478,0.1221,0.11405,0.07585,0.12205,0.07905
0000000000000000091d_0,0,0.1124,0.10565,0.0921,0.1024,0.0864,0.08765,0.0782,0.0901,0.0623,0.082
00000000000000000a23_0,0,0.1303,0.06655,0.05165,0.0546,0.0667,0.0521,0.05615,0.0496,0.0322,0.0496
0000000000000000087d_0,0,0.1115,0.085,0.1022,0.0757,0.0897,0.08905,0.09065,0.0834,0.1024,0.0899
00000000000000000669_0,0,0.06845,0.0387,0.0585,0.0417,0.06055,0.04605,0.05065,0.0451,0.0496,0.0506
000000000000000002dc_0,0,0.0963,0.07785,0.0704,0.09505,0.07415,0.08685,0.1058,0.085,0.07695,0.0705
00000000000000000215_0,0,0.04675,0.0316,0.04455,0.0437,0.0601,0.0337,0.03535,0.0362,0.0398,0.0479
0000000000000000024a_0,0,0.1151,0.0969333333333333,0.1088,0.09,0.1229,0.0754,0.07195,0.063075,0.0586,0.06635
00000000000000000843_0,0,0.0898,0.08285,0.1271,0.07815,0.1116,0.072,0.0743,0.1074,0.0976,0.1079
0000000000000000070c_0,0,0.1221,0.12035,0.1357,0.1313,0.1444,0.1213,0.1132,0.1171,0.1377,0.1128
00000000000000000701_0,0,0.0903,0.09095,0.0983,0.1005,0.1204,0.0985,0.09355,0.08075,0.1185,0.1567
000000000000000001b1_0,0,0.0798,0.12815,0.1062,0.0529,0.092,0.05295,0.0768,0.0282,0.0486,0.0251
00000000000000000255_0,0,0.09635,0.0729,0.0979,0.05995,0.0977,0.0584,0.0674,0.0863,0.1027,0.04995
00000000000000000665_0,0,0.0676,0.0636,0.0791,0.0501,0.0635,0.057,0.04995,0.0546,0.0795,0.0406
00000000000000000656_0,0,0.1516,0.1084,0.12325,0.1016,0.1167,0.0891,0.1058,0.1029,0.0974,0.094
00000000000000000158_0,0,0.0922,0.06825,0.1634,0.0621,0.0592,0.0453,0.0644,0.0424,0.119,0.0387
0000000000000000053d_0,0,0.08015,0.051,0.0844,0.05025,0.05895,0.0665999999999999,0.0702,0.0645,0.072,0.06695
000000000000000009a6_0,0,0.0602,0.02935,0.0928,0.0396,0.0945,0.0466,0.052,0.0324,0.0447,0.02255
00000000000000000a49_0,0,0.17045,0.1745,0.14315,0.139,0.139,0.13685,0.1455,0.1457,0.13685,0.1315
0000000000000000086f_0,0,0.07075,0.0464,0.06455,0.0401,0.03975,0.0388,0.0304,0.0444,0.0497,0.0538
000000000000000006ea_0,0,0.0825,0.0692,0.0744,0.0838,0.07265,0.0698,0.10725,0.08705,0.0562,0.05375
0000000000000000024e_0,0,0.04695,0.04625,0.05745,0.0536,0.05145,0.0484,0.05765,0.04525,0.0621,0.0561
0000000000000000086d_0,0,0.086,0.0539,0.0587,0.05615,0.075,0.03935,0.0578,0.0375,0.0563,0.0663
00000000000000000655_0,0,0.0609,0.0655,0.08,0.0535,0.072,0.0497,0.051,0.05685,0.0742,0.0422
00000000000000000267_0,0,0.06225,0.0506,0.0534,0.05495,0.0657,0.0517,0.04315,0.0651,0.05345,0.0615
0000000000000000028a_0,0,0.089,0.07405,0.0911,0.0877,0.0665999999999999,0.06975,0.0622,0.0818,0.0995,0.0714
000000000000000006e1_0,0,0.12045,0.1266,0.1255,0.135,0.18045,0.18525,0.2085,0.1942,0.1632,0.1426
00000000000000000551_0,0,0.07425,0.0585,0.0891,0.0577,0.0639,0.0515,0.05775,0.0513,0.0612,0.0422
0000000000000000058c_0,0,0.0513999999999999,0.0405333333333333,0.0944,0.06135,0.09935,0.0474,0.0839,0.05105,0.0547,0.0465
0000000000000000067b_0,0,0.0871,0.07925,0.1542,0.1275,0.1236,0.0817,0.1123,0.06735,0.0739,0.1256
000000000000000005ee_0,0,0.0571,0.049,0.0785,0.0623,0.12805,0.0419,0.06995,0.0772,0.116,0.06785
0000000000000000054f_0,0,0.0938,0.0494166666666666,0.0894,0.0628,0.097,0.0686,0.0983499999999999,0.05525,0.0788,0.0508
00000000000000000169_0,0,0.08925,0.0465,0.0809,0.058,0.0817,0.0267,0.0435,0.07225,0.064,0.0179
000000000000000001f0_0,0,0.06725,0.0461,0.0881,0.0487,0.11895,0.0332999999999999,0.058,0.04205,0.0571,0.0424
00000000000000000853_0,0,0.10655,0.0981,0.1009,0.10295,0.10015,0.1059,0.10355,0.1051,0.0972,0.1479
00000000000000000892_0,0,0.2352,0.15645,0.1458,0.22815,0.2389,0.1749,0.1673,0.2579,0.2416,0.1967
00000000000000000628_0,0,0.07455,0.0647333333333333,0.08315,0.0664,0.06,0.0525,0.07995,0.0579285714285714,0.07865,0.0764999999999999
00000000000000000930_0,0,0.09335,0.066,0.1328,0.069,0.10305,0.051,0.15745,0.0455,0.158,0.0596
000000000000000002c0_0,0,0.1355,0.09045,0.10205,0.0743,0.13825,0.067,0.10175,0.079,0.1159,0.0943
000000000000000001cb_0,0,0.07365,0.0835,0.1223,0.07115,0.1026,0.0754,0.0996,0.05565,0.0936,0.0997
00000000000000000680_0,0,0.07675,0.0584,0.07695,0.0516,0.0663,0.0491,0.04325,0.0564,0.0719,0.0445
00000000000000000920_0,0,0.0867,0.076,0.0912,0.0676,0.0557,0.06295,0.0796,0.0887,0.09415,0.0927
000000000000000006d4_0,0,0.1239,0.09805,0.12105,0.115,0.1292,0.0973,0.1036,0.0816,0.08795,0.0676
0000000000000000026d_0,0,0.08,0.05625,0.0616,0.0534,0.0564,0.05625,0.0588,0.0504,0.073,0.05145
000000000000000005eb_0,0,0.1031,0.08835,0.104,0.0759,0.08655,0.0689,0.0877,0.0819,0.0774499999999999,0.07475
000000000000000000cf_0,0,0.0681,0.03595,0.0999,0.02715,0.041,0.033,0.0786,0.03395,0.0873,0.03235
000000000000000002c6_0,0,0.115,0.09565,0.1416,0.106,0.10005,0.09325,0.096,0.08825,0.1189,0.083
000000000000000005b9_0,0,0.11295,0.086225,0.1233,0.0817,0.1147,0.1013,0.10705,0.0723999999999999,0.102,0.0733
000000000000000005d7_0,0,0.072,0.0643,0.0825,0.05265,0.06875,0.0541,0.0508,0.0615,0.0568,0.08305
00000000000000000535_0,0,0.1071,0.0583,0.1567,0.0566,0.1165,0.0427499999999999,0.1346,0.05195,0.1355,0.077
0000000000000000022f_0,0,0.10855,0.0545,0.0863,0.05365,0.0908,0.05435,0.07245,0.065,0.0896,0.0491
00000000000000000236_0,0,0.1561,0.12505,0.12845,0.10445,0.10325,0.1008,0.1029,0.0907,0.2799400000000001,0.1049
0000000000000000068f_0,0,0.0912,0.084,0.1015,0.0648,0.09985,0.0567,0.06785,0.0804,0.1077,0.0624
000000000000000008f7_0,0,0.0906,0.05745,0.1046,0.0628,0.1206,0.08625,0.0638,0.06415,0.08695,0.05045
0000000000000000066a_0,0,0.1266,0.12895,0.1044,0.0871,0.076,0.0661,0.04,0.0652,0.08332,0.0923
000000000000000006ca_0,0,0.1513,0.1216,0.15085,0.1282,0.13475,0.09865,0.1037,0.0708,0.15392,0.1688
00000000000000000644_0,0,0.12595,0.1229,0.13955,0.1061,0.1159,0.0711,0.0888,0.2038,0.2386,0.0974
0000000000000000068b_0,0,0.1018,0.1003,0.09975,0.0849999999999999,0.0946,0.0859,0.103,0.0716,0.1266,0.0947
000000000000000008e6_0,0,0.0861,0.0715,0.12085,0.08865,0.11475,0.0892,0.0931,0.0491,0.086,0.1052
000000000000000002d9_0,0,0.1226,0.1149,0.119,0.10975,0.102,0.12305,0.11125,0.1172,0.12485,0.1388
00000000000000000316_0,0,0.1214,0.1674,0.1352,0.12535,0.1378,0.1293,0.1305,0.1338,0.1534,0.1464
000000000000000006d6_0,0,0.118,0.11415,0.1284,0.1111,0.1066,0.12265,0.1044,0.10455,0.1226,0.0993
000000000000000008f6_0,0,0.1134,0.0563,0.0853,0.0568,0.09245,0.0395,0.0618,0.06285,0.06975,0.04325
000000000000000006f6_0,0,0.106,0.0809,0.0813,0.0918,0.0801,0.0966,0.1112,0.0985,0.0713,0.0848
000000000000000000f2_0,0,0.0572,0.0474,0.09395,0.0523,0.0665999999999999,0.0406,0.1597,0.03715,0.1371,0.06305
000000000000000008ff_0,0,0.1262,0.1452,0.12535,0.1451,0.1577,0.137,0.1439,0.1189,0.165,0.14175
0000000000000000030d_0,0,0.0641,0.0792,0.0817,0.0802,0.10535,0.0759,0.11,0.11115,0.081,0.08185
000000000000000006f1_0,0,0.1105,0.1002,0.0948,0.107,0.0798,0.0949,0.0816,0.0978,0.112,0.1045
00000000000000000699_0,0,0.0635,0.0549,0.06645,0.0634,0.0584,0.05855,0.06375,0.04895,0.0658,0.06045
0000000000000000010f_0,0,0.06275,0.056125,0.0974,0.049,0.0871,0.0513999999999999,0.0717,0.0568,0.05055,0.06
000000000000000006c0_0,0,0.0635,0.04005,0.07485,0.0464,0.067,0.0409,0.04885,0.03955,0.0859,0.0441
0000000000000000024d_0,0,0.0875,0.0502,0.0592,0.053,0.0515,0.0481,0.0552,0.0515,0.0783,0.04665
0000000000000000062a_0,0,0.1045,0.07465,0.09135,0.0722,0.12145,0.0711,0.08915,0.08445,0.1036,0.06855
0000000000000000014a_0,0,0.10135,0.0656,0.095,0.0677,0.1401,0.0793,0.0816,0.0687,0.09475,0.0597
00000000000000000256_0,0,0.10795,0.1076,0.1345,0.0908,0.0908,0.0644,0.0772,0.04795,0.1163,0.0671
00000000000000000906_0,0,0.1118,0.09975,0.1146,0.105,0.1016,0.1166,0.0814,0.0945,0.0941,0.1089
00000000000000000848_0,0,0.0692,0.04465,0.0655,0.05525,0.07615,0.0414,0.0485,0.054,0.05685,0.0449
000000000000000005dc_0,0,0.0611,0.0565,0.07455,0.0273,0.0396,0.0473,0.0469,0.1155,0.0556,0.06275
0000000000000000059f_0,0,0.1005,0.0953,0.15965,0.0796,0.17285,0.0951,0.08025,0.1115,0.1591,0.0475
0000000000000000060d_0,0,0.1447,0.1046,0.13815,0.0904,0.1174,0.0667,0.0635,0.03585,0.0436,0.0424
000000000000000001cc_0,0,0.0818,0.0664,0.1114,0.0589,0.0915,0.06555,0.10885,0.0659,0.096,0.0686
0000000000000000033b_0,0,0.1158,0.1031,0.1545,0.1181,0.12005,0.0833,0.1906,0.08015,0.1271,0.0831
0000000000000000051b_0,0,0.082,0.0366,0.12695,0.03235,0.057,0.0256,0.0366999999999999,0.0449,0.10145,0.0468
00000000000000000881_0,0,0.0615,0.0611,0.06825,0.06205,0.0691,0.0652,0.0617,0.0581,0.0681,0.06765
00000000000000000610_0,0,0.07855,0.0531571428571428,0.0888,0.0786999999999999,0.1078,0.0516,0.05805,0.0669,0.1191,0.06675
0000000000000000072e_0,0,0.0421,0.06195,0.0817,0.1411,0.1482,0.1023,0.1273,0.1386,0.1265,0.1151
00000000000000000851_0,0,0.10625,0.1078,0.1159,0.08885,0.1046,0.1044,0.1218,0.0907,0.09625,0.1032
00000000000000000a4d_0,0,0.1766,0.0505,0.15575,0.15605,0.18005,0.1328,0.1225,0.1069,0.1124,0.11895
0000000000000000063e_0,0,0.0599,0.04455,0.06035,0.0393,0.0358,0.0377,0.0245,0.045,0.0412,0.0332999999999999
00000000000000000691_0,0,0.10035,0.1415,0.10145,0.09725,0.0788,0.0774,0.0751,0.0603,0.0592,0.07875
