system:index,landcover,19-1_swir1,19-2_swir1,20-1_swir1,20-2_swir1,21-1_swir1,21-2_swir1,22-1_swir1,22-2_swir1,23-1_swir1,23-2_swir1
00000000000000000922_0,0,0.16415,0.1745,0.2086,0.1946,0.19475,0.2009,0.13985,0.2108,0.18305,0.2029
00000000000000000833_0,0,0.2226,0.16675,0.18885,0.221,0.19655,0.14785,0.16865,0.18925,0.17025,0.2024
00000000000000000457_0,0,0.1888,0.18295,0.2022,0.1758,0.17875,0.17145,0.17345,0.3746,0.3212,0.2544
000000000000000004ff_0,0,0.2003,0.20855,0.0513999999999999,0.0339,0.0279,0.2028,0.2283,0.14265,0.1334,0.1152
0000000000000000088a_0,0,0.1885,0.1684,0.1512,0.1677,0.15,0.1729,0.17785,0.1991,0.17525,0.1793
00000000000000000030_0,0,0.1845,0.16635,0.1756,0.1526,0.16345,0.16225,0.1522,0.1449,0.1646,0.265
00000000000000000576_0,0,0.2682,0.2436,0.2775,0.2499,0.3115,0.2691,0.3655,0.2682,0.3162,0.2848
00000000000000000107_0,0,0.0151,0.01175,0.023,0.0185,0.0212,0.0186,0.0127,0.0083,0.0208,0.0193
0000000000000000092d_0,0,0.0125,0.0108,0.0042,0.0141,0.0068,0.0113,0.0161,0.0186,0.0282,0.0072
000000000000000004bc_0,0,0.1334,0.1137,0.1403,0.1244,0.12985,0.1386,0.1339,0.1334,0.14045,0.1189
0000000000000000052e_0,0,0.21675,0.20305,0.1973,0.201,0.2035,0.2065,0.215,0.2408,0.2352,0.2219
0000000000000000096e_0,0,0.006,0.0087,0.0065,0.0164,0.0066,0.00655,0.0114,0.0103,0.0185,0.0061
000000000000000000c6_0,0,0.20245,0.1813,0.2087,0.1895,0.1782,0.1508,0.177,0.18255,0.193,0.1639
00000000000000000271_0,0,0.0304,0.0667,0.0524,0.05465,0.0509,0.05605,0.0675,0.0537,0.0577,0.0396
000000000000000006e5_0,0,0.0416,0.0223,0.0051,0.0291,0.0089,0.0247,0.0262,0.0227,0.0357,0.0086
0000000000000000096f_0,0,0.0255,0.0104,0.0116,0.0126,0.0091,0.01045,0.0134,0.012,0.0574,0.0183
00000000000000000095_0,0,0.22085,0.18795,0.1941,0.2204,0.22295,0.1733,0.19825,0.19595,0.2079,0.1535
00000000000000000970_0,0,0.0198,0.0085,0.0127,0.0319,0.0193,0.0101,0.0185,0.0531,0.01785,0.0094
00000000000000000436_0,0,0.1646,0.15735,0.15505,0.1567,0.1581,0.1529,0.1406,0.1508,0.1391,0.1396
000000000000000000e2_0,0,0.2169,0.1985,0.16435,0.2327,0.25515,0.2676,0.3394,0.2204,0.24005,0.20445
00000000000000000128_0,0,0.1933,0.1935,0.1872,0.1741,0.14475,0.1677,0.1751,0.15125,0.1691,0.1582
00000000000000000159_0,0,0.0532,0.0799,0.0613,0.1657,0.2707,0.236,0.213,0.2126,0.2342,0.19135
00000000000000000532_0,0,0.2658,0.2688,0.252,0.2557,0.2269,0.21695,0.2872,0.237,0.3079,0.2364
00000000000000000552_0,0,0.2774,0.271,0.2913,0.2614,0.2512,0.2343,0.2189,0.2191,0.2768,0.3314
00000000000000000a59_0,0,0.2143,0.1853,0.21095,0.2039,0.2011,0.19175,0.1973,0.1808,0.2025,0.2069
0000000000000000003a_0,0,0.2119,0.16955,0.2326,0.19855,0.1593,0.2113,0.2028,0.23535,0.2035,0.1917
00000000000000000580_0,0,0.1645,0.1176,0.1479,0.1581,0.2273,0.1684,0.1712,0.06765,0.079,0.09635
000000000000000006b0_0,0,0.0307,0.009,0.0152,0.01265,0.0071,0.00935,0.0128499999999999,0.0215,0.0154,0.0095
0000000000000000014d_0,0,0.35005,0.2133,0.2245,0.216,0.26145,0.23365,0.26185,0.24795,0.34575,0.2623
00000000000000000872_0,0,0.01705,0.0082,0.0093,0.0092,0.0084,0.0088,0.01952,0.01085,0.0092,0.0062
00000000000000000507_0,0,0.1642,0.1793,0.1517,0.1832,0.1659,0.1599,0.1427,0.19075,0.17005,0.15705
000000000000000004b8_0,0,0.2537,0.2165,0.24115,0.2071,0.23635,0.2365,0.2103,0.1711,0.2084,0.1455
00000000000000000944_0,0,0.1413,0.1471,0.13885,0.15125,0.156,0.1347,0.1532,0.1378,0.1552,0.121
000000000000000000b3_0,0,0.2083,0.165,0.2068,0.20535,0.1936,0.17565,0.1938,0.1943,0.199,0.1762
000000000000000001f9_0,0,0.29355,0.2938,0.3563,0.2886,0.2901,0.2976499999999999,0.2783,0.2859,0.3278,0.2412
00000000000000000553_0,0,0.2144,0.1758,0.1918,0.20455,0.1901,0.2,0.2039,0.2172,0.2007,0.1812
0000000000000000057c_0,0,0.0237,0.00985,0.0113,0.0381,0.0118,0.01045,0.0108,0.0117,0.126,0.0054
00000000000000000505_0,0,0.16855,0.217,0.14535,0.1622,0.1575,0.1618,0.1269,0.1629,0.145,0.1506
000000000000000004eb_0,0,0.0251,0.0262,0.036,0.0411,0.023,0.0264,0.02345,0.0456,0.05065,0.14935
000000000000000005ad_0,0,0.0709,0.0091,0.0152,0.0151,0.0109,0.0089,0.01,0.0153,0.0221,0.0101
00000000000000000622_0,0,0.0912,0.079,0.0648,0.0688,0.0675,0.04985,0.0588,0.0469,0.0549,0.1009
000000000000000000ad_0,0,0.1713,0.156,0.1841,0.1578,0.2001,0.1686,0.1761,0.17255,0.16335,0.16345
000000000000000000c5_0,0,0.04335,0.0085,0.01015,0.0144999999999999,0.00865,0.0062,0.0085,0.0126,0.0218,0.0061
000000000000000002e1_0,0,0.0071,0.00845,0.0071,0.0177,0.008,0.00845,0.0076,0.01345,0.0141,0.0082
0000000000000000010a_0,0,0.2131,0.203,0.2462,0.2359,0.2419,0.20595,0.2131,0.2103,0.23525,0.19575
00000000000000000295_0,0,0.0792,0.0314,0.0041,0.0262,0.0076,0.01865,0.0201,0.02,0.0169,0.0091
0000000000000000013a_0,0,0.0219,0.015,0.0163,0.02835,0.0139,0.0125,0.0189,0.0147,0.024,0.0186
00000000000000000476_0,0,0.01565,0.019,0.0234,0.0139,0.0183,0.0173,0.0239,0.01565,0.035,0.0206
000000000000000008d5_0,0,0.1891,0.2163,0.2489,0.225,0.25575,0.2573,0.2397,0.1999,0.2396,0.2124
00000000000000000a3a_0,0,0.15195,0.12195,0.1353,0.3267,0.2747,0.51545,0.4114,0.5666,0.5269,0.5452
0000000000000000029c_0,0,0.04975,0.0137,0.0061,0.04445,0.0066,0.0122,0.0223,0.024,0.027,0.0088
000000000000000000d6_0,0,0.23895,0.1949,0.2509,0.2086,0.1948,0.15295,0.1613,0.15325,0.18655,0.1358
000000000000000000e0_0,0,0.1621,0.13455,0.17725,0.2007,0.14,0.187,0.1508,0.2202,0.2264,0.19735
0000000000000000045a_0,0,0.1901,0.1759,0.19,0.167,0.2097,0.197,0.22215,0.1817,0.1948,0.1727
00000000000000000513_0,0,0.1943,0.1784,0.1799,0.1761,0.19355,0.15575,0.16595,0.1582,0.1937,0.19685
00000000000000000125_0,0,0.17945,0.1364,0.10515,0.0829,0.09915,0.1322,0.1861,0.1708,0.16135,0.15555
0000000000000000017b_0,0,0.2285,0.20755,0.2449,0.2062,0.2413,0.22205,0.2411,0.1925,0.2131,0.2085
0000000000000000018d_0,0,0.0084,0.01145,0.0061,0.008,0.0085,0.0123,0.0137,0.0142,0.016,0.0068
00000000000000000485_0,0,0.182,0.17115,0.1958,0.15925,0.1514,0.1795,0.2996499999999999,0.263,0.2846,0.2208
000000000000000004ec_0,0,0.1244,0.1156,0.127,0.1079,0.1145,0.10195,0.1496,0.1048,0.1762,0.1058
0000000000000000007f_0,0,0.0236,0.0127,0.0124,0.0246,0.0187,0.02615,0.02005,0.0367,0.0189,0.0063
00000000000000000559_0,0,0.2593,0.2147,0.2402,0.2336,0.1991,0.1878,0.1819,0.1886,0.1876,0.158
0000000000000000009b_0,0,0.2405,0.0764,0.0733,0.09965,0.1408,0.0649,0.06105,0.08515,0.0759,0.1096
00000000000000000189_0,0,0.01585,0.0083,0.013,0.0117,0.0069,0.0616,0.0197,0.0149,0.0166,0.0108
0000000000000000062e_0,0,0.0651,0.0427,0.0606,0.07125,0.0472,0.06995,0.0428,0.0431,0.0523,0.04
0000000000000000046e_0,0,0.0393,0.0273,0.04,0.02425,0.08785,0.03395,0.0321,0.027,0.03015,0.0292
00000000000000000160_0,0,0.2667,0.2042,0.2593499999999999,0.1812,0.26285,0.1735,0.18665,0.1759,0.2453,0.1799
0000000000000000006b_0,0,0.0262,0.0207,0.0247,0.0249,0.0291,0.0231,0.0199,0.0195,0.0217,0.0214
000000000000000000ba_0,0,0.1038,0.08455,0.0813,0.0816,0.0684,0.0867,0.0957,0.1065,0.1053,0.0869
000000000000000000f7_0,0,0.1891,0.1747,0.218,0.2197,0.2393,0.1624,0.16425,0.1342,0.2144,0.1645
0000000000000000007a_0,0,0.1573,0.1261499999999999,0.2987,0.1699,0.15115,0.16705,0.1652,0.1599,0.1692,0.1678
00000000000000000022_0,0,0.2005,0.18445,0.1826,0.19625,0.17965,0.1892,0.1766,0.2043,0.18565,0.1943
0000000000000000053c_0,0,0.0621,0.0541,0.0562,0.0551,0.0644,0.05575,0.0469,0.0496,0.0607,0.0519
0000000000000000056d_0,0,0.0882,0.0817,0.1129,0.12285,0.1557,0.1411,0.1604,0.125,0.1194,0.1146
00000000000000000103_0,0,0.05545,0.0365833333333333,0.0495,0.0436,0.0671,0.16085,0.03295,0.0325499999999999,0.0401,0.0455
0000000000000000020c_0,0,0.2112,0.2061,0.2292,0.22525,0.2403,0.19945,0.2509,0.1783,0.2035,0.1724
00000000000000000a3c_0,0,0.2124,0.1545,0.1584,0.1719,0.1382,0.1557,0.1654,0.17665,0.176,0.1452
00000000000000000a4e_0,0,0.225,0.2005,0.1766,0.1692,0.2268,0.1912,0.17235,0.1859,0.2146,0.1767
00000000000000000530_0,0,0.1309,0.257,0.2926,0.2089,0.2422,0.2504,0.2447,0.2049,0.2665,0.1686
0000000000000000059e_0,0,0.0764999999999999,0.0572,0.0563,0.0753,0.1001,0.0674,0.0641,0.0716,0.1038,0.0575
000000000000000004ba_0,0,0.0697,0.0615,0.10035,0.0797,0.0784,0.0805,0.0952,0.0676,0.1023,0.0456
00000000000000000520_0,0,0.1807,0.2045,0.2036,0.1964,0.1991,0.2078,0.2011,0.2186,0.24225,0.2303
00000000000000000568_0,0,0.2808,0.157,0.1852,0.1671,0.20265,0.1787,0.17945,0.2134,0.1853,0.1529
00000000000000000031_0,0,0.288,0.1982,0.2418,0.16705,0.21685,0.14825,0.2966999999999999,0.2109,0.2049,0.18935
0000000000000000058b_0,0,0.17,0.1621,0.1824,0.1807,0.1403,0.2165,0.1922,0.239,0.2448,0.12035
00000000000000000572_0,0,0.02805,0.0195,0.0268,0.009,0.0241,0.0152,0.0975,0.057,0.0271,0.0258
0000000000000000054b_0,0,0.2643,0.1841,0.257,0.2314,0.2607,0.2244,0.26755,0.2858,0.26315,0.1956
0000000000000000051e_0,0,0.013,0.0124,0.0083,0.0129,0.01205,0.01355,0.0145,0.0144,0.0105,0.00945
00000000000000000971_0,0,0.22155,0.22015,0.2277,0.253,0.3052,0.2481,0.2343,0.1984,0.22315,0.2232
000000000000000004fa_0,0,0.2405,0.2446,0.20855,0.2073,0.26465,0.2614,0.26765,0.2312,0.2273,0.2459
0000000000000000020a_0,0,0.03745,0.0178,0.0144,0.0254,0.0777,0.0221,0.0194,0.0225,0.0232,0.0146
00000000000000000240_0,0,0.0206,0.0254,0.0235,0.0255,0.0201,0.022,0.0205,0.02675,0.0321,0.0121
0000000000000000022e_0,0,0.0684,0.0128,0.0053,0.032,0.00985,0.0144999999999999,0.0178,0.0444,0.0296,0.0084
0000000000000000051c_0,0,0.2066,0.1912,0.20315,0.19625,0.19625,0.21815,0.2173,0.25135,0.2384,0.1739
000000000000000000e7_0,0,0.0468,0.0526,0.06925,0.0616,0.0871,0.07685,0.0498,0.0364,0.0391,0.0366
000000000000000000ef_0,0,0.03915,0.0104,0.0072,0.0406,0.0097,0.0135,0.0193,0.0144,0.0194,0.0069
000000000000000001d1_0,0,0.231,0.22785,0.2585,0.2286,0.2227,0.2097,0.1949,0.177,0.2194,0.2344
00000000000000000068_0,0,0.2076,0.1863,0.1936999999999999,0.1815999999999999,0.1829,0.2425,0.2587,0.239,0.23965,0.25285
000000000000000000dd_0,0,0.1721,0.1634,0.1709,0.15575,0.1436,0.1525,0.17775,0.1639,0.1516,0.1788
00000000000000000184_0,0,0.18835,0.1756,0.1925,0.1925,0.19685,0.2263,0.1887,0.2209,0.1744,0.1811
00000000000000000254_0,0,0.01135,0.009,0.0058,0.0097,0.0056,0.00635,0.0094,0.01135,0.0147,0.00635
000000000000000004d8_0,0,0.2094,0.19845,0.24985,0.2602,0.2487,0.2158,0.2849,0.1905,0.2794,0.212
000000000000000008ca_0,0,0.265,0.20715,0.2355,0.1869,0.19825,0.1797,0.2337,0.19865,0.2024,0.19325
00000000000000000526_0,0,0.08515,0.0624,0.082,0.0657,0.09905,0.0731,0.0711,0.06435,0.0943,0.07445
0000000000000000055d_0,0,0.1979,0.1767,0.17355,0.1938,0.2434,0.24045,0.2457,0.2527,0.2431,0.2123
000000000000000008f0_0,0,0.0271,0.0076,0.0107,0.0159,0.01085,0.012,0.0502,0.0188,0.0386,0.0087
000000000000000004b0_0,0,0.057,0.0419,0.064,0.04765,0.071,0.0554,0.06085,0.048,0.0644,0.0378
00000000000000000130_0,0,0.2225,0.2091,0.2423,0.2558,0.25075,0.23265,0.2593,0.22,0.2451,0.18945
0000000000000000017f_0,0,0.24515,0.2763,0.2902,0.2494,0.2772,0.2516,0.2482,0.24775,0.2793,0.2453
00000000000000000630_0,0,0.0182,0.00875,0.008,0.0081,0.0085,0.00635,0.0124,0.0117,0.0286,0.0072
00000000000000000972_0,0,0.18925,0.18955,0.188,0.1713,0.16985,0.1757,0.1621,0.1896,0.19285,0.1748
00000000000000000a18_0,0,0.0084,0.0165,0.0095,0.0145,0.01045,0.0165,0.03325,0.0127,0.0152,0.0176
00000000000000000490_0,0,0.1979,0.1783,0.19365,0.2015,0.1617,0.1575,0.1397,0.14065,0.1393,0.12815
0000000000000000001a_0,0,0.2425,0.1684999999999999,0.17895,0.1565,0.1353,0.1407,0.14345,0.1573999999999999,0.1683,0.1423
000000000000000005d2_0,0,0.0136,0.0072,0.0101,0.01825,0.0248,0.0187,0.0123,0.0112,0.02375,0.01315
000000000000000008e9_0,0,0.05375,0.03455,0.0081,0.0107,0.0375,0.0082,0.0629,0.02965,0.0423,0.04385
00000000000000000516_0,0,0.2687,0.2371,0.2324,0.2285,0.2358,0.23975,0.2211,0.3069,0.2676,0.237
00000000000000000561_0,0,0.2849,0.2446,0.22795,0.215,0.1853,0.2323,0.2347,0.2522999999999999,0.32528,0.2249
000000000000000008d3_0,0,0.01625,0.0169,0.0132,0.0175,0.0117,0.0107,0.0216,0.0162,0.0123,0.0127
0000000000000000049d_0,0,0.2022,0.1602,0.18665,0.1678,0.1587,0.1632,0.1687,0.1775,0.1906,0.1494
0000000000000000084d_0,0,0.05705,0.0604,0.0733999999999999,0.0559,0.0775,0.06435,0.1468,0.0703,0.0751,0.0758
000000000000000004ad_0,0,0.2063,0.1301,0.1824,0.1919,0.17995,0.17235,0.1738,0.1699,0.1878,0.16065
00000000000000000074_0,0,0.24095,0.20905,0.23315,0.2192,0.2204,0.2033,0.23675,0.2001,0.29415,0.2208
00000000000000000114_0,0,0.2192,0.20215,0.2081,0.2145,0.2158,0.1813,0.223,0.2067,0.21415,0.19495
00000000000000000518_0,0,0.2374,0.2639,0.22765,0.241,0.24605,0.2306,0.2555,0.2387,0.2214,0.2677
0000000000000000059a_0,0,0.1493,0.1197,0.14005,0.12695,0.1543,0.10895,0.113,0.1159,0.1313,0.1487
000000000000000008c3_0,0,0.2085,0.1901,0.17955,0.1774,0.1638,0.2263,0.3516,0.3268,0.3681,0.3121
000000000000000005d5_0,0,0.2757,0.2089,0.3091,0.2722,0.2582,0.2733,0.3157,0.25565,0.2816,0.2831
000000000000000004fd_0,0,0.2369,0.2185,0.24655,0.226,0.2603499999999999,0.2242,0.2289,0.1942,0.2277,0.2016
00000000000000000904_0,0,0.195,0.17595,0.1962,0.2257,0.2196,0.1998,0.2256,0.2401,0.2375,0.233
00000000000000000115_0,0,0.16195,0.2354,0.2405,0.20555,0.2087,0.15625,0.1668,0.11855,0.19865,0.1652
0000000000000000018c_0,0,0.02465,0.0098,0.0078,0.0127,0.0185,0.0164,0.01485,0.0339,0.0256999999999999,0.0083
00000000000000000233_0,0,0.0563,0.02745,0.0621,0.0388,0.0357,0.0367,0.0191,0.0307,0.0407,0.0504
00000000000000000584_0,0,0.13495,0.1201,0.1455,0.1232,0.1241,0.13225,0.1244,0.1002,0.1413,0.1305
000000000000000000c4_0,0,0.2658,0.1982,0.25785,0.2002,0.22015,0.19045,0.2769,0.22855,0.277,0.2023
000000000000000004a6_0,0,0.2242,0.1555,0.2496,0.2042,0.2038,0.1682,0.188,0.1717,0.2026,0.1485
0000000000000000057d_0,0,0.2172,0.2006,0.2108,0.23315,0.2131,0.2221,0.2222,0.24685,0.2259,0.2016
00000000000000000173_0,0,0.1521,0.1222,0.11255,0.1403,0.1448,0.1582,0.138,0.1579,0.1632,0.1289
00000000000000000550_0,0,0.05735,0.0575333333333333,0.0319,0.06,0.0483,0.0775,0.05065,0.0501,0.0522,0.1208
0000000000000000083d_0,0,0.07195,0.06435,0.0727,0.0727,0.086,0.12285,0.0745,0.0575,0.0901,0.067
00000000000000000896_0,0,0.15545,0.1712,0.14085,0.1955,0.1885,0.1883,0.1968,0.1679,0.1958,0.22065
000000000000000001b9_0,0,0.014,0.00915,0.0066,0.01385,0.0105,0.0077,0.0129,0.01885,0.0213,0.0051
00000000000000000023_0,0,0.1988,0.1817,0.204,0.1587,0.162,0.15595,0.1596,0.1735,0.1823,0.2045
00000000000000000170_0,0,0.21905,0.2121,0.2207,0.2055999999999999,0.22505,0.21015,0.2035,0.1383,0.2099,0.197
00000000000000000491_0,0,0.2431,0.2388,0.276,0.24435,0.285,0.2401,0.27175,0.279,0.30565,0.24215
000000000000000006c8_0,0,0.0484,0.00895,0.007,0.0263,0.005,0.0078,0.0202,0.03245,0.0423,0.0067
00000000000000000889_0,0,0.156,0.158,0.2063,0.1901,0.2302,0.176,0.2083,0.1902,0.16265,0.1586
0000000000000000007d_0,0,0.24835,0.1842,0.1435,0.18205,0.2712,0.181,0.2626,0.22365,0.2618,0.224
00000000000000000118_0,0,0.1977,0.19055,0.25475,0.26905,0.30595,0.23615,0.25885,0.1868,0.22335,0.23625
0000000000000000011b_0,0,0.16115,0.13345,0.1568,0.1611,0.14335,0.1271,0.13565,0.1386,0.1483,0.1302
000000000000000001b8_0,0,0.0607,0.1032,0.0892,0.0859,0.0754,0.06985,0.077,0.0572,0.0792,0.0934
000000000000000005c7_0,0,0.0094,0.01545,0.0632,0.0229,0.01325,0.01575,0.0069,0.0255,0.0301,0.0087
00000000000000000888_0,0,0.0272999999999999,0.0103,0.004,0.0143,0.0069,0.00645,0.0162,0.012,0.0246,0.0073
00000000000000000357_0,0,0.0068,0.0104,0.0045,0.0175,0.00755,0.0093,0.0119,0.0179,0.0175,0.0076
0000000000000000048e_0,0,0.10865,0.07975,0.10135,0.0815,0.09755,0.0799,0.11925,0.0663499999999999,0.0754,0.0747
0000000000000000002b_0,0,0.1837,0.1613,0.1841,0.1507,0.1607,0.1412,0.1574,0.206,0.2033,0.2472
000000000000000005b2_0,0,0.0283,0.0271,0.0241,0.0284,0.0171,0.0105,0.0132,0.0147,0.0207,0.01
000000000000000008b4_0,0,0.1807,0.1767,0.2053,0.2134,0.194,0.2208,0.2102,0.239,0.2294,0.188
00000000000000000973_0,0,0.1929,0.2119,0.20695,0.2119,0.21015,0.2368499999999999,0.2395,0.2407,0.21865,0.2132
00000000000000000595_0,0,0.21495,0.20275,0.2172,0.1951,0.2028,0.2066,0.2281,0.2169,0.3080000000000001,0.2055
00000000000000000227_0,0,0.07,0.0135,0.0076,0.0356,0.046,0.0287,0.0169,0.0336,0.0234,0.0438
0000000000000000050d_0,0,0.1513,0.13,0.1621,0.1934,0.1934,0.1357,0.13625,0.14825,0.1515,0.1369
000000000000000008c0_0,0,0.1956,0.1746,0.189,0.1494,0.12885,0.1344,0.158,0.1381,0.1344,0.1515
000000000000000004ef_0,0,0.08285,0.0404,0.0588,0.0512,0.05015,0.0401,0.0426,0.0385,0.05175,0.02875
000000000000000008a8_0,0,0.2545,0.2267,0.2354,0.217,0.201,0.2085,0.2178,0.2072,0.243,0.1905
00000000000000000945_0,0,0.1508,0.1467,0.1567,0.1094499999999999,0.1157,0.1133,0.1093,0.1173,0.14735,0.1134
00000000000000000317_0,0,0.1232,0.15335,0.1353,0.1783,0.109,0.1386,0.16195,0.1198,0.1405,0.0441
0000000000000000067e_0,0,0.00885,0.00955,0.0071,0.0162,0.0067,0.0047,0.0129,0.01365,0.0124,0.0083
00000000000000000231_0,0,0.1611,0.1524,0.1619,0.16805,0.1594,0.1674,0.172,0.17505,0.2053,0.1756
000000000000000008e3_0,0,0.15925,0.18295,0.19715,0.1878,0.199,0.1792,0.2075,0.1927,0.1901,0.1791
00000000000000000504_0,0,0.2564,0.21815,0.2405,0.22135,0.2694,0.2703,0.2525,0.2223,0.2413,0.2107
00000000000000000951_0,0,0.198,0.1631,0.1877,0.21155,0.1643,0.2014,0.1602,0.14815,0.1657,0.1663
0000000000000000058f_0,0,0.222,0.1952,0.18765,0.24725,0.2206,0.2042,0.2037,0.2122,0.18805,0.193
000000000000000000fc_0,0,0.2426,0.2365,0.2245,0.2439,0.2182,0.2115,0.2092,0.2201,0.22375,0.2398
0000000000000000026a_0,0,0.04525,0.0211,0.0347,0.02905,0.0131,0.0415,0.0116,0.0452,0.0656,0.0106
0000000000000000065a_0,0,0.0095,0.01615,0.0075,0.0202,0.0104,0.0209,0.0121,0.0306,0.0238,0.0163
00000000000000000a17_0,0,0.0597,0.0109,0.0068,0.02375,0.0087,0.00995,0.0183,0.02065,0.0196,0.0067
0000000000000000006a_0,0,0.06565,0.07255,0.06025,0.0669,0.0566,0.0593,0.07185,0.0689,0.0725,0.10085
000000000000000001ce_0,0,0.2267,0.2829,0.2325,0.2024,0.24395,0.2576,0.2791,0.2107,0.23835,0.2524
000000000000000004d6_0,0,0.1864,0.2011,0.22775,0.1802,0.23745,0.1876,0.31475,0.0454,0.0366,0.0387
00000000000000000690_0,0,0.0082,0.01095,0.0066,0.024,0.0062,0.0096,0.0185,0.0288,0.0385,0.0046
00000000000000000153_0,0,0.2468,0.1912,0.2275,0.2744,0.2693,0.2368499999999999,0.2324,0.2863,0.2707,0.26335
00000000000000000161_0,0,0.1904,0.1799,0.2014,0.2023,0.17415,0.2662,0.2623,0.2067,0.2234,0.2217
0000000000000000021b_0,0,0.01905,0.0147,0.0105,0.0205,0.0278,0.0181,0.0105,0.0258499999999999,0.0216,0.0343
00000000000000000243_0,0,0.2544,0.2224,0.2332,0.2368,0.2514,0.22295,0.2284,0.2121,0.255,0.2378
00000000000000000251_0,0,0.0086,0.01045,0.0069,0.03235,0.0067,0.01255,0.0181,0.03005,0.0419,0.0056
0000000000000000064b_0,0,0.0145,0.02545,0.0149,0.0267,0.0196,0.01795,0.0195,0.0222,0.0153,0.0373
000000000000000008cc_0,0,0.11495,0.1366,0.128,0.1097,0.094,0.1182,0.1125,0.0992,0.1182,0.0764
000000000000000004bb_0,0,0.2136,0.18045,0.2024,0.17195,0.1885,0.1635,0.16405,0.27,0.298,0.2681
00000000000000000624_0,0,0.0909,0.0104,0.0064,0.01595,0.00935,0.0072,0.0159,0.0116,0.0277,0.006
00000000000000000631_0,0,0.0171,0.00995,0.0056,0.01275,0.0083,0.01185,0.0162,0.0101,0.0249,0.0072
00000000000000000974_0,0,0.1851,0.1804,0.2024,0.20315,0.17615,0.1913,0.21625,0.2349,0.2546,0.2381
00000000000000000975_0,0,0.24575,0.1995,0.2241,0.2341,0.20575,0.18465,0.2153,0.2117,0.2089,0.15835
00000000000000000617_0,0,0.2233,0.185,0.2023,0.1842,0.15715,0.1791,0.1845,0.18365,0.1919,0.1616
0000000000000000012d_0,0,0.1928,0.17195,0.20165,0.21695,0.2215,0.1661,0.18695,0.1947,0.2446,0.1805
0000000000000000052b_0,0,0.15665,0.1398,0.1581,0.1477,0.1377,0.1673,0.14115,0.1402,0.1483,0.1247
00000000000000000579_0,0,0.1106,0.10805,0.1585,0.1278,0.162,0.1108,0.1666,0.10125,0.1492,0.0802
00000000000000000186_0,0,0.1878,0.17,0.2003,0.1844,0.199,0.17685,0.1938,0.1587,0.18045,0.1974
00000000000000000187_0,0,0.20885,0.2031,0.15305,0.18345,0.185,0.20315,0.1931,0.21205,0.2324,0.214
00000000000000000898_0,0,0.2281,0.159,0.2239,0.2058,0.2044,0.20935,0.16035,0.17665,0.1451,0.2021
0000000000000000017c_0,0,0.2169,0.204,0.2157,0.2278,0.2067,0.2191,0.20775,0.2299,0.2212,0.2082
0000000000000000013c_0,0,0.2147,0.1877,0.22095,0.19925,0.2003,0.18295,0.1924,0.1811,0.1923,0.2057
00000000000000000911_0,0,0.3246,0.2269,0.258,0.1633,0.17545,0.2951,0.07335,0.13,0.09515,0.1179
00000000000000000093_0,0,0.3235,0.2404,0.31315,0.2468,0.31385,0.2411,0.26985,0.2866,0.296,0.2707
000000000000000001fb_0,0,0.0177,0.00955,0.0045,0.0143,0.0068,0.00695,0.0158,0.0122,0.0226,0.0067
0000000000000000024b_0,0,0.0684,0.07615,0.016,0.04285,0.059,0.0603,0.095,0.0529,0.0614,0.0629
000000000000000004b3_0,0,0.0636,0.0681,0.05755,0.0469,0.0548,0.0629,0.11405,0.06525,0.0655,0.04365
000000000000000001ff_0,0,0.0204,0.0197,0.01545,0.0141,0.0082,0.0106,0.0091,0.0297,0.015,0.028
00000000000000000129_0,0,0.2563,0.2059,0.1955,0.2266,0.20415,0.21695,0.21315,0.2357,0.24935,0.23245
0000000000000000056f_0,0,0.2005,0.24025,0.2066,0.2037,0.2163,0.2299,0.18735,0.2164,0.2172,0.2191
00000000000000000883_0,0,0.06905,0.01835,0.0895,0.017,0.0263,0.0194,0.0246,0.01475,0.0118,0.0149
00000000000000000245_0,0,0.2131,0.19795,0.2767,0.2012,0.2118,0.1879,0.1217,0.2352,0.2503,0.1969
00000000000000000863_0,0,0.2344,0.2401,0.2378,0.21065,0.2363,0.2229,0.2064,0.2537,0.2406,0.2135
00000000000000000162_0,0,0.2191,0.20665,0.2694,0.2454,0.2939,0.20035,0.24155,0.2241,0.26125,0.20625
0000000000000000004b_0,0,0.1508,0.129,0.1474,0.154,0.14725,0.1416,0.1521,0.0932,0.122,0.1029
000000000000000005c0_0,0,0.2311,0.2126,0.2095,0.2052,0.3221,0.2169,0.1731,0.2062,0.2094,0.1893
00000000000000000683_0,0,0.00485,0.0137,0.0059,0.01275,0.0066,0.01735,0.013,0.0363,0.0231,0.0079
00000000000000000932_0,0,0.04675,0.0208,0.0052,0.0268,0.0318,0.00725,0.0347,0.0462,0.01,0.0074
00000000000000000557_0,0,0.0195,0.0085,0.0121,0.0077,0.0167,0.0059,0.02825,0.01625,0.01835,0.00625
0000000000000000060e_0,0,0.1935,0.1935,0.182,0.2569,0.21995,0.1958,0.1571,0.1818,0.18155,0.1436
00000000000000000a39_0,0,0.1887,0.2006,0.17905,0.1984,0.1881,0.1857,0.2405,0.2082,0.211,0.1793
00000000000000000155_0,0,0.01955,0.0088,0.01145,0.0083,0.0075,0.0066,0.0134,0.02105,0.0104,0.0081
00000000000000000548_0,0,0.2052,0.187,0.1999,0.19505,0.18005,0.19925,0.1716,0.1886,0.2063,0.1621
